namekraj	idobvod	nameobvod	idokres	nameokres	idobec	nameobec	idokrsek	vuc2_13_votersreg	vuc2_13_votersvalid	vuc2_13_nevolici	vuc2_13_manka	vuc2_13_kotleba	eu_14_votersreg	eu_14_votersvalid	eu_14_nevolici	eu_14_other	eu_14_nova	eu_14_kdh	eu_14_smer	eu_14_most	eu_14_ol	eu_14_sas	eu_14_sdku	eu_14_smk
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	3	791	257	534	131	126	784	188	603	31	9	11	68	3	33	8	25	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	4	1000	287	713	135	152	993	184	816	34	19	21	40	3	31	10	26	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	5	111	24	89	13	11	113	32	81	7	1	6	6	0	8	0	4	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515531	Slizké	1	123	18	109	8	10	127	14	113	4	2	1	2	5	0	0	0	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509001	Slovenská ¼upèa	1	865	269	596	83	186	860	120	745	39	8	14	33	0	17	4	5	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509001	Slovenská ¼upèa	2	905	279	635	61	218	914	129	785	36	2	16	33	0	14	15	13	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509001	Slovenská ¼upèa	3	937	228	709	78	150	927	134	803	36	8	12	28	2	27	9	12	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516384	Slovenské Ïarmoty	1	473	69	404	28	41	404	24	449	7	1	0	3	1	0	0	9	3
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516392	Slovenské K¾aèany	1	126	25	104	11	14	129	25	104	10	1	2	6	0	0	3	3	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515540	Stará Bašta	1	286	55	231	47	8	283	60	226	7	0	0	0	14	1	0	2	36
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511846	Stará Haliè	1	540	101	439	46	55	505	90	450	28	1	20	32	1	0	5	3	0
Banskobystrickı kraj	606	Zvolen	604	Detva	518816	Stará Huta	1	276	46	235	23	23	281	33	248	8	0	5	12	0	2	0	6	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517267	Stará Kremnièka	1	886	241	648	74	167	889	104	785	43	3	8	33	0	10	4	3	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509019	Staré Hory	1	452	137	326	59	78	463	76	387	11	6	19	24	0	8	8	0	0
Banskobystrickı kraj	606	Zvolen	604	Detva	518824	Stook	1	790	196	594	74	122	790	76	714	18	3	6	26	1	10	9	3	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515566	Stránska	1	272	40	235	20	20	275	35	240	5	3	1	14	6	2	0	1	3
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516406	Stredné Plachtince	1	546	95	451	43	52	532	43	503	15	8	0	16	0	0	1	3	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509027	Strelníky	1	651	185	467	86	99	652	48	604	10	3	0	13	2	11	4	5	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515582	Studená	1	212	43	169	15	28	203	40	172	14	2	0	1	10	0	0	1	12
Banskobystrickı kraj	606	Zvolen	605	Krupina	518832	Sudince	1	55	24	36	17	7	60	24	36	5	1	3	15	0	0	0	0	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518841	Súdovce	1	159	40	126	26	14	166	25	141	7	0	2	9	0	6	1	0	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516414	Sucháò	1	205	65	143	44	21	208	32	176	7	2	0	21	0	0	0	2	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516422	Suché Brezovo	1	76	12	68	10	2	80	25	55	12	1	0	10	0	0	1	1	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	515591	Sušany	1	366	149	217	80	69	355	81	285	26	0	14	36	1	3	0	1	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515604	Sútor	1	306	194	131	191	3	325	257	68	16	1	1	89	1	104	0	0	45
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	516597	Svätı Anton	1	992	222	770	73	149	962	111	881	33	2	16	34	0	8	7	11	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511854	Šávo¾	1	433	73	363	50	23	436	92	344	12	5	1	5	23	0	0	1	45
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511862	Šiatorská Bukovinka	1	271	74	197	35	39	268	43	228	10	4	4	24	0	1	0	0	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511871	Šíd	1	884	106	778	45	61	884	117	767	9	3	1	5	13	1	2	0	83
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515621	Šimonovce	1	415	86	329	43	43	410	58	357	7	0	3	2	27	0	1	0	18
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516431	Širákov	1	183	12	175	6	6	187	18	169	8	0	0	1	4	0	1	3	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515639	Širkovce	1	668	83	585	35	48	648	60	608	8	1	3	1	19	1	0	1	26
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526304	Šivetice	1	250	111	145	96	15	256	62	194	47	3	1	6	1	0	1	1	2
Banskobystrickı kraj	603	Luèenec	607	Poltár	511889	Šoltıska	1	115	37	82	20	17	119	22	97	7	0	0	12	0	2	0	0	1
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509035	Špania Dolina	1	157	62	107	31	31	169	49	120	8	4	6	19	0	4	4	4	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515647	Španie Pole	1	60	15	48	7	8	63	13	50	4	1	1	5	2	0	0	0	0
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517283	Štiavnické Bane	1	680	139	569	65	74	708	95	613	25	7	11	27	1	4	5	15	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515655	Štrkovec	1	286	45	241	27	18	282	42	244	8	1	0	2	11	0	0	0	20
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516449	Šu¾a	1	58	16	45	12	4	61	12	49	8	0	0	3	1	0	0	0	0
Banskobystrickı kraj	602	Brezno	603	Brezno	509043	Šumiac	1	1036	368	668	150	218	1027	96	940	42	1	8	25	0	13	2	5	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511897	Šurice	1	424	69	355	65	4	424	46	378	3	2	1	8	15	1	1	0	15
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515663	Tachty	1	443	85	358	69	16	430	136	307	8	5	0	0	92	0	0	0	31
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509060	Tajov	1	497	149	349	58	91	498	108	390	40	10	13	27	0	1	7	10	0
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517291	Tekovská Breznica	1	1035	211	834	118	93	1045	101	944	26	5	14	35	0	10	7	4	0
Banskobystrickı kraj	602	Brezno	603	Brezno	509051	Telgárt	1	1108	217	904	132	85	1121	103	1018	35	15	16	21	1	8	3	4	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515671	Teplı Vrch	1	252	71	185	28	43	256	55	201	15	3	3	10	18	2	3	0	1
Banskobystrickı kraj	606	Zvolen	605	Krupina	518867	Terany	1	508	164	344	71	93	493	83	425	18	2	1	56	0	5	0	1	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	1	463	100	363	32	68	458	40	423	14	2	4	17	0	0	0	3	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	2	794	247	550	103	144	797	102	695	32	1	1	51	3	0	7	7	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	3	860	217	643	84	133	852	101	759	29	5	2	43	0	4	2	16	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	4	766	220	546	69	151	765	63	703	29	6	1	21	1	1	2	2	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	5	386	118	272	29	89	390	34	356	14	3	2	9	0	3	2	0	1
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511901	Toènica	1	272	85	192	24	61	277	44	233	27	1	1	12	0	1	2	0	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511919	Tomášovce	1	1174	398	776	200	198	1169	160	1014	32	6	13	86	0	3	13	6	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515698	Tomášovce	1	146	14	135	8	6	149	22	127	3	0	1	0	8	3	0	0	7
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	1	330	68	262	46	22	330	63	267	6	1	1	12	7	3	0	0	33
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	2	591	98	493	53	45	582	69	522	10	2	0	7	26	0	0	0	24
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	3	609	70	539	45	25	596	72	537	15	1	0	6	10	0	1	1	38
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	4	479	63	416	44	19	470	83	396	6	1	0	5	8	1	2	8	52
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	5	737	88	649	45	43	710	108	629	18	2	1	15	15	3	2	6	46
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	6	740	90	650	49	41	727	106	634	9	3	5	5	11	6	2	0	65
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	7	955	106	849	28	78	931	111	844	25	3	7	8	12	5	1	2	48
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	8	1138	150	988	63	87	1092	182	956	19	4	2	9	21	2	9	1	115
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	9	599	87	512	57	30	564	69	530	17	2	1	7	12	1	1	0	28
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511927	Trebe¾ovce	1	399	87	312	65	22	387	61	338	7	3	0	34	8	2	1	1	5
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511927	Trebe¾ovce	2	104	22	82	16	6	104	10	94	1	0	0	3	2	0	3	0	1
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511927	Trebe¾ovce	3	242	70	172	34	36	241	36	206	11	1	1	21	0	1	0	0	1
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516457	Trebušovce	1	169	20	149	14	6	169	29	140	4	0	0	3	2	1	0	1	18
Banskobystrickı kraj	603	Luèenec	606	Luèenec	557340	Trenè	1	325	66	260	52	14	326	28	298	11	0	1	8	6	0	0	2	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517313	Trnavá Hora	1	960	221	739	85	136	944	94	866	34	0	18	19	0	13	3	7	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518875	Tànie	1	311	97	214	56	41	307	70	241	12	2	7	19	1	22	4	3	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518883	Trpín	1	100	38	63	9	29	101	19	82	5	1	1	11	0	0	0	1	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511943	Tuhár	1	315	89	226	26	63	313	39	276	14	3	3	15	0	2	1	0	1
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526321	Turèok	1	193	103	95	58	45	198	52	146	15	0	0	34	0	1	1	1	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	557269	Turecká	1	127	45	88	14	31	133	26	107	3	4	4	7	0	0	3	5	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518891	Turová	1	341	137	208	85	52	345	59	286	19	3	6	25	1	0	3	2	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511978	Uhorské	1	442	120	322	70	50	439	52	390	17	0	1	26	0	4	2	2	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518905	Uòatín	1	146	77	69	37	40	142	39	107	12	0	9	17	0	0	1	0	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	580317	Utekáè	1	781	207	574	129	78	776	102	679	25	4	4	55	0	8	1	4	1
Banskobystrickı kraj	603	Luèenec	607	Poltár	580317	Utekáè	2	93	31	63	21	10	94	22	72	4	1	2	13	0	2	0	0	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515701	Uzovská Panica	1	477	90	387	37	53	475	50	427	9	2	14	1	7	3	1	1	12
Banskobystrickı kraj	602	Brezno	603	Brezno	509086	Valaská	1	1245	396	849	130	266	1227	164	1081	42	5	8	68	0	23	9	9	0
Banskobystrickı kraj	602	Brezno	603	Brezno	509086	Valaská	2	1129	382	749	120	262	1131	119	1012	35	9	5	54	0	3	3	10	0
Banskobystrickı kraj	602	Brezno	603	Brezno	509086	Valaská	3	447	122	330	29	93	452	53	399	25	4	2	13	1	4	2	2	0
Banskobystrickı kraj	602	Brezno	603	Brezno	509086	Valaská	4	279	63	227	28	35	290	37	253	10	2	5	16	0	2	0	1	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515795	Valice	1	206	29	180	18	11	209	25	184	3	1	0	1	3	0	2	2	13
Banskobystrickı kraj	602	Brezno	603	Brezno	509094	Va¾kovòa	1	242	46	203	15	31	249	60	189	40	5	1	11	0	0	1	2	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515710	Vèelince	1	641	57	584	36	21	636	48	593	10	2	0	5	5	3	2	1	20
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515728	Veèelkov	1	219	45	174	35	10	209	46	173	5	0	0	0	14	0	4	0	23
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516465	Ve¾ká Èalomija	1	536	99	437	81	18	516	138	398	13	4	1	1	3	0	0	2	114
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517330	Ve¾ká Lehota	1	955	125	831	38	87	956	90	866	30	3	23	29	0	5	0	0	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	581585	Ve¾ká Lúka	1	436	114	322	59	55	435	66	370	20	5	8	15	1	5	5	7	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511994	Ve¾ká nad Ip¾om	1	743	107	637	61	46	744	57	687	6	0	3	4	17	0	6	0	21
Banskobystrickı kraj	603	Luèenec	607	Poltár	512001	Ve¾ká Ves	1	376	74	304	27	47	378	36	342	9	2	3	18	0	1	0	3	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516473	Ve¾ká Ves nad Ip¾om	1	343	55	289	44	11	344	56	288	5	0	0	3	5	0	0	0	43
Banskobystrickı kraj	603	Luèenec	606	Luèenec	512010	Ve¾ké Dravce	1	537	188	352	154	34	540	123	417	14	2	0	14	46	0	0	1	46
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517348	Ve¾ké Pole	1	285	61	234	40	21	295	36	259	15	2	0	17	0	1	0	1	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	558214	Ve¾ké Straciny	1	139	38	108	15	23	146	26	120	10	0	1	9	1	2	1	1	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515736	Ve¾ké Teriakovce	1	582	154	436	55	99	590	62	528	17	2	3	24	2	4	8	2	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515736	Ve¾ké Teriakovce	2	165	44	121	16	28	165	23	142	10	1	0	11	1	0	0	0	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516490	Ve¾ké Zlievce	1	380	50	333	16	34	383	50	333	12	1	2	13	8	2	1	7	4
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515744	Ve¾kı Blh	1	805	108	697	47	61	783	104	701	14	2	7	6	48	1	2	2	22
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	1	672	137	535	75	62	661	106	566	17	11	10	49	3	3	5	6	2
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	2	1081	105	976	31	74	1058	61	1020	20	5	4	15	3	5	3	3	3
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	3	1001	135	866	40	95	983	83	918	15	11	8	19	5	3	10	4	8
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	4	835	104	731	35	69	816	55	780	16	4	2	19	0	2	4	8	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	5	696	56	640	21	35	642	35	661	14	4	3	6	1	0	1	6	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	6	1023	124	899	24	100	994	69	954	25	1	3	18	1	5	5	5	6
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	7	658	127	531	50	77	645	91	567	31	8	2	38	2	0	2	7	1
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	8	933	188	745	80	108	902	129	804	41	7	5	45	6	10	1	11	3
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	9	460	100	360	29	71	443	64	396	14	4	2	24	3	6	0	7	4
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	10	978	113	865	58	55	949	39	939	18	2	0	12	2	1	0	3	1
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	11	1142	136	1009	69	67	1145	106	1039	28	8	7	43	2	8	5	3	2
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	12	742	157	585	65	92	724	112	630	20	6	1	49	7	6	8	5	10
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516503	Ve¾kı Lom	1	152	43	109	30	13	144	28	124	9	3	0	14	0	0	0	2	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	557307	Vidiná	1	1550	443	1107	157	286	1535	181	1369	44	11	15	65	6	10	14	13	3
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516511	Vieska	1	168	32	140	16	16	172	34	138	10	0	1	15	2	2	2	2	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515752	Vieska nad Blhom	1	124	23	101	17	6	123	23	101	2	1	0	0	5	0	1	0	14
Banskobystrickı kraj	606	Zvolen	604	Detva	518921	Víg¾aš	1	995	311	684	160	151	981	144	851	34	2	10	65	0	18	4	11	0
Banskobystrickı kraj	606	Zvolen	604	Detva	518921	Víg¾aš	2	369	83	288	53	30	371	47	324	14	0	1	30	0	0	0	2	0
Banskobystrickı kraj	606	Zvolen	604	Detva	518930	Víg¾ašská Huta - Kalinka	1	297	77	222	38	39	299	37	262	9	1	6	11	0	4	2	4	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516520	Vinica	1	683	74	609	64	10	683	140	543	14	3	0	2	21	2	1	2	95
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516520	Vinica	2	919	100	819	87	13	917	146	773	13	1	1	2	22	1	2	1	103
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515761	Višòové	1	48	11	39	2	9	50	11	39	4	0	0	2	4	0	0	1	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	557293	Vlkanová	1	1070	253	817	87	166	520	37	1033	10	0	2	15	0	6	2	2	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515779	Vlkyòa	1	237	53	187	18	35	240	30	210	5	2	3	1	7	0	3	1	8
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517356	Voznica	1	523	150	379	72	78	529	51	478	17	3	2	25	0	1	3	0	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516538	Vrbovka	1	313	67	248	65	2	315	77	238	12	1	0	3	11	0	2	0	48
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517364	Vyhne	1	1029	188	851	89	99	1039	122	917	43	9	11	42	0	7	4	6	0
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517372	Vysoká	1	108	36	75	25	11	111	31	80	7	0	5	11	1	0	2	5	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557901	Vyšné Valice	1	210	25	188	15	10	213	24	189	2	0	0	0	7	0	2	2	11
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515809	Vyšnı Skálnik	1	132	57	80	15	42	137	17	120	11	0	0	5	0	0	0	1	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515817	Zádor	1	96	19	79	7	12	98	25	73	3	0	1	1	9	0	0	0	11
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516546	Záhorce	1	501	120	381	67	53	480	59	442	20	2	4	26	3	0	2	2	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516546	Záhorce	2	109	28	81	22	6	97	23	86	4	2	1	6	4	2	0	0	4
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557927	Zacharovce	1	332	103	229	66	37	328	35	297	5	2	0	17	5	1	0	2	3
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516554	Závada	1	403	58	345	28	30	390	33	370	9	2	2	15	0	1	3	1	0
Banskobystrickı kraj	602	Brezno	603	Brezno	509124	Závadka nad Hronom	1	962	252	710	62	190	952	99	863	39	4	4	46	0	2	3	1	0
Banskobystrickı kraj	602	Brezno	603	Brezno	509124	Závadka nad Hronom	2	927	271	661	42	229	932	74	858	26	1	6	30	0	2	4	5	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518956	Zemiansky Vrbovok	1	87	30	61	15	15	91	18	73	4	1	0	9	0	2	1	1	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	582051	Zlatno	1	377	99	278	62	37	373	42	335	12	7	1	21	0	0	1	0	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516562	Zombor	1	97	19	89	7	12	108	26	82	1	3	1	9	9	0	2	0	1
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	1	924	193	731	98	95	916	100	824	25	7	9	35	2	9	5	7	1
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	2	942	270	672	178	92	907	180	762	38	14	18	55	4	27	12	12	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	3	774	234	540	155	79	753	178	596	32	14	7	75	3	13	9	23	2
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	4	929	337	616	246	91	953	224	729	52	3	14	103	5	19	13	15	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	5	1660	337	1341	106	231	1678	261	1417	36	21	14	116	6	24	27	17	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	6	328	72	256	34	38	318	35	293	11	1	4	12	0	4	1	2	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	7	555	180	375	129	51	539	129	426	17	6	11	65	6	9	7	7	1
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	8	624	188	436	118	70	619	144	480	20	17	8	74	2	5	7	11	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	9	1038	286	752	186	100	1034	179	859	30	13	15	64	1	20	12	24	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	10	835	270	565	163	107	833	179	656	38	9	17	75	1	19	9	11	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	11	1044	336	708	160	176	1024	183	861	43	14	10	54	3	19	23	17	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	12	719	222	497	144	78	710	136	583	28	9	9	67	0	7	5	11	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	13	1028	290	738	187	103	1005	185	843	15	7	22	89	4	31	10	7	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	14	966	255	711	168	87	949	182	784	37	7	15	74	3	23	8	15	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	15	897	222	675	131	91	879	123	774	20	8	9	52	3	9	10	12	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	16	633	182	451	106	76	614	92	541	15	5	4	50	1	4	6	7	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	17	734	206	528	132	74	708	172	562	36	5	23	72	2	15	12	7	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	18	829	293	536	221	72	822	176	653	18	5	10	109	1	13	6	14	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	19	1043	304	739	194	110	998	165	878	38	9	3	77	5	12	13	8	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	20	1183	385	798	265	120	1166	228	955	52	12	19	104	0	13	19	9	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	21	1243	307	936	181	126	1210	172	1071	34	9	9	79	2	17	12	10	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	22	971	245	726	182	63	942	109	862	6	5	14	56	2	9	6	11	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	23	841	249	592	191	58	830	138	703	29	8	16	66	0	10	2	7	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	24	1047	251	796	161	90	1024	123	924	28	6	10	58	1	10	7	3	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	25	778	192	586	119	73	769	129	649	29	3	13	63	5	8	5	3	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	26	760	220	553	164	56	773	135	638	23	5	2	90	0	10	1	4	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	27	952	248	704	132	116	929	125	827	25	5	10	56	0	19	6	4	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	28	967	277	690	162	115	943	145	822	37	4	6	74	0	11	3	10	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	29	946	237	709	147	90	931	140	806	29	5	17	63	0	14	7	5	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	30	62	18	44	15	3	58	15	47	4	0	0	9	0	0	2	0	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	31	98	39	72	31	8	111	41	70	10	0	0	24	0	1	2	4	0
