namekraj	idobvod	nameobvod	idokres	nameokres	idobec	nameobec	idokrsek	vuc1_13_votersreg	vuc1_13_votersvalid	vuc1_13_nevolici	vuc1_13_other	vuc1_13_kotleba	vuc1_13_manka	vuc1_13_kanik	pr2_14_votersreg	pr2_14_votersvalid	pr2_14_nevolici	pr2_14_fico	pr2_14_kiska	
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	516953	Kozelník	1	152	49	103	11	17	17	4	149	71	81	51	20	
Banskobystrickı kraj	606	Zvolen	605	Krupina	518514	Kozí Vrbovok	1	132	48	84	6	11	26	5	132	74	58	39	35	
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516961	Krahule	1	156	51	125	12	5	18	16	176	120	56	36	84	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515078	Krá¾	1	744	190	554	75	26	49	40	742	267	477	58	209	
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508721	Králiky	1	525	142	399	14	32	73	23	541	340	201	154	186	
Banskobystrickı kraj	606	Zvolen	605	Krupina	518531	Krá¾ovce - Krnišov	1	152	46	115	8	7	24	7	161	86	75	57	29	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515086	Kraskovo	1	114	37	77	0	14	20	3	107	66	48	51	15	
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	1	836	219	617	33	47	73	66	835	455	381	146	309	
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	2	859	174	685	20	29	83	42	842	395	464	177	218	
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	3	836	170	666	18	35	79	38	834	350	486	139	211	
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	4	940	218	722	35	64	83	36	928	544	396	188	356	
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	5	996	216	780	32	57	73	54	962	512	484	204	308	
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516988	Kremnické Bane	1	211	34	188	6	3	18	7	222	110	112	45	65	
Banskobystrickı kraj	606	Zvolen	604	Detva	518549	Kriváò	1	778	237	541	27	49	135	26	770	375	403	208	167	
Banskobystrickı kraj	606	Zvolen	604	Detva	518549	Kriváò	2	631	189	442	33	30	113	13	629	329	302	209	120	
Banskobystrickı kraj	603	Luèenec	607	Poltár	511501	Krná	1	50	22	31	4	3	15	0	53	28	25	24	4	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515094	Krokava	1	24	13	16	0	7	6	0	29	20	9	15	5	
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	1	1190	301	889	51	99	106	45	1185	478	712	226	252	
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	2	1042	301	741	47	62	144	48	1029	482	560	244	238	
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	3	863	248	615	34	58	123	33	823	421	442	198	223	
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	4	1239	360	879	53	112	153	42	1145	490	749	216	274	
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	5	1098	259	845	43	109	80	27	1104	447	657	203	244	
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	6	897	270	627	50	68	119	33	884	421	476	197	224	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515108	Kruno	1	297	44	253	3	13	27	1	290	140	157	86	54	
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516996	Kunešov	1	193	16	177	2	3	10	1	192	68	125	35	33	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515116	Kyjatice	1	57	23	36	3	6	10	4	59	33	26	24	9	
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	557277	Kynce¾ová	1	317	90	233	7	28	38	17	323	202	121	97	105	
Banskobystrickı kraj	606	Zvolen	605	Krupina	518565	Lackov	1	86	28	61	5	11	10	2	89	54	35	36	18	
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	599328	Ladomerská Vieska	1	657	164	493	28	31	80	25	654	349	308	188	161	
Banskobystrickı kraj	606	Zvolen	605	Krupina	518573	Ladzany	1	248	76	177	14	15	42	5	253	190	63	149	41	
Banskobystrickı kraj	606	Zvolen	604	Detva	511510	Látky	1	57	10	49	1	0	9	0	59	29	30	16	13	
Banskobystrickı kraj	606	Zvolen	604	Detva	511510	Látky	2	409	117	309	8	21	80	8	426	246	180	161	85	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515124	Lehota nad Rimavicou	1	239	67	172	7	21	30	9	233	123	116	75	48	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511528	Lehôtka	1	282	66	216	10	10	42	4	280	123	159	80	43	
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517011	Lehôtka pod Brehmi	1	327	82	250	7	24	47	4	332	173	159	101	72	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515132	Lenartovce	1	412	132	286	46	6	46	34	418	176	242	7	169	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515141	Lenka	1	161	62	99	4	5	17	36	159	94	67	22	72	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511536	Lentvora	1	50	18	43	2	0	16	0	61	30	31	16	14	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516155	Lesenice	1	451	107	344	12	18	32	45	442	210	241	74	136	
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518581	Leš (vojenskı obvod)	1	66	13	54	2	4	6	1	67	31	36	19	12	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515574	Leváre	1	83	38	46	8	5	19	6	84	47	37	2	45	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515159	Levkuška	1	182	27	156	6	4	11	6	183	78	105	14	64	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525901	Licince	1	489	93	398	45	12	28	8	491	153	338	37	116	
Banskobystrickı kraj	606	Zvolen	611	Zvolen	558133	Lieskovec	1	1180	301	879	31	45	204	21	1131	614	566	286	328	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511544	Lipovany	1	210	76	134	8	9	53	6	210	105	105	70	35	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515167	Lipovec	1	50	8	768	1	0	3	4	776	455	321	168	287	
Banskobystrickı kraj	606	Zvolen	605	Krupina	518603	Lišov	1	188	81	119	5	6	68	2	200	115	85	66	49	
Banskobystrickı kraj	606	Zvolen	605	Krupina	518611	Litava	1	573	209	368	51	29	119	10	577	220	357	129	91	
Banskobystrickı kraj	602	Brezno	603	Brezno	508730	Lom nad Rimavicou	1	233	68	183	7	11	41	9	251	170	81	98	72	
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517020	Lovèa	1	589	169	420	31	14	108	16	579	310	279	144	166	
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517038	Lovèica - Trubín	1	694	134	560	35	26	55	18	685	331	363	151	180	
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517038	Lovèica - Trubín	2	582	122	460	25	14	71	12	579	325	257	153	172	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511552	Lovinobaòa	1	1483	325	1158	26	96	171	32	1457	561	922	355	206	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511552	Lovinobaòa	2	173	49	124	8	12	24	5	172	87	86	50	37	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525928	Lubeník	1	1056	203	853	52	48	80	23	1020	388	668	252	136	
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508748	¼ubietová	1	930	197	733	44	56	70	27	902	459	471	175	284	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511561	¼uboreè	1	269	55	225	14	10	21	10	280	120	160	47	73	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516163	¼uborieèka	1	114	30	90	3	1	15	11	120	68	52	33	35	
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508756	Luèatín	1	549	132	426	17	40	44	31	558	321	237	130	191	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	1	1463	256	1207	35	51	99	71	1423	592	871	149	443	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	2	1201	203	998	21	52	75	55	1173	492	709	156	336	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	3	875	209	676	27	20	121	41	885	425	460	160	265	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	4	1180	222	958	21	47	104	50	1155	468	712	145	323	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	5	970	144	826	19	31	68	26	954	387	583	125	262	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	6	649	134	515	19	21	56	38	633	276	373	111	165	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	7	501	90	411	10	25	29	26	479	215	286	55	160	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	8	808	140	668	12	25	70	33	769	378	430	122	256	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	9	818	178	640	25	22	100	31	776	372	446	152	220	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	10	1271	204	1067	21	30	112	41	1263	409	862	153	256	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	11	760	163	598	31	20	82	30	761	410	351	178	232	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	12	728	158	570	20	37	69	32	722	332	396	140	192	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	13	962	190	772	23	30	90	47	917	415	547	174	241	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	14	649	155	494	20	31	73	31	623	340	309	136	204	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	15	933	177	756	21	26	94	36	902	422	511	154	268	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	16	830	114	716	19	33	48	14	803	280	550	104	176	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	17	865	113	752	16	28	43	26	843	347	518	121	226	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	18	888	151	737	23	24	84	20	866	377	511	169	208	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	19	936	142	794	20	30	61	31	901	345	591	138	207	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	20	757	150	607	21	36	66	27	738	350	407	112	238	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	21	835	112	723	5	29	56	22	786	280	555	104	176	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	22	770	86	684	7	15	49	15	742	223	547	80	143	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	23	1054	187	867	24	35	109	19	1025	419	635	164	255	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	24	929	130	799	22	32	56	20	878	363	566	143	220	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	25	709	119	590	24	11	50	34	690	316	393	125	191	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	26	349	68	281	6	13	37	12	345	171	178	52	119	
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517046	Lúèky	1	173	45	724	8	14	19	4	769	422	347	186	236	
Banskobystrickı kraj	606	Zvolen	611	Zvolen	558087	Lukavica	1	130	36	108	4	4	22	6	144	89	55	36	53	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515175	Lukovištia	1	157	31	126	7	6	16	2	153	71	86	43	28	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511579	Lupoè	1	189	50	145	6	6	38	0	195	81	114	49	32	
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	599336	Lutila	1	1118	228	890	31	52	107	38	1109	623	495	273	350	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525944	Magnezitovce	1	265	48	226	9	7	31	1	274	120	154	99	21	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525944	Magnezitovce	2	81	17	65	6	4	6	1	82	28	54	25	3	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516171	Malá Èalomija	1	189	38	151	8	4	18	8	173	89	100	64	25	
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517062	Malá Lehota	1	761	99	691	22	9	65	3	790	405	385	279	126	
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	580244	Malachov	1	899	205	694	22	35	101	47	899	512	387	225	287	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	558206	Malé Straciny	1	106	27	79	4	2	21	0	101	51	55	32	19	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516198	Malé Zlievce	1	224	63	161	3	11	35	14	218	111	113	54	57	
Banskobystrickı kraj	603	Luèenec	607	Poltár	511595	Málinec	1	539	196	354	24	40	114	18	550	260	290	195	65	
Banskobystrickı kraj	603	Luèenec	607	Poltár	511595	Málinec	2	609	178	431	37	52	84	5	608	306	303	211	95	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	558192	Malı Krtíš	1	426	73	353	23	17	16	17	417	196	230	78	118	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515183	Martinová	1	150	41	112	10	0	29	2	153	44	109	15	29	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511609	Mašková	1	257	65	196	7	18	34	6	261	108	153	65	43	
Banskobystrickı kraj	606	Zvolen	605	Krupina	518646	Medovarce	1	176	56	125	22	11	22	1	181	85	96	52	33	
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508764	Medzibrod	1	1121	386	735	92	97	163	34	1119	661	460	300	361	
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518654	Michalková	1	35	13	33	1	3	6	3	46	30	16	16	14	
Banskobystrickı kraj	602	Brezno	603	Brezno	508772	Michalová	1	598	110	488	4	34	56	16	590	272	326	150	122	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	580309	Mikušovce	1	229	63	751	9	10	38	6	814	407	407	262	145	
Banskobystrickı kraj	603	Luèenec	607	Poltár	511617	Mládzovo	1	93	55	46	7	5	34	9	101	77	24	55	22	
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517071	Moèiar	1	134	40	94	18	5	13	4	126	74	60	59	15	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516210	Modrı Kameò	1	1282	217	1065	26	46	116	29	1271	581	701	350	231	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	580384	Mokrá Lúka	1	435	180	255	7	43	116	14	424	261	174	129	132	
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508781	Môlèa	1	301	38	263	3	10	16	9	301	95	206	41	54	
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508799	Moštenica	1	177	51	136	2	6	38	5	187	111	76	60	51	
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508802	Motyèky	1	86	29	58	3	11	15	0	87	74	13	40	34	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511625	Muèín	1	562	77	485	16	11	32	18	553	183	379	49	134	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516228	Mu¾a	1	239	36	203	18	1	12	5	221	65	174	20	45	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525987	Muráò	1	959	170	789	16	58	77	19	927	404	555	218	186	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525995	Muránska Dlhá Lúka	1	646	223	423	34	92	73	24	643	366	280	222	144	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526002	Muránska Huta	1	93	22	85	11	1	10	0	107	69	38	26	43	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526002	Muránska Huta	2	71	14	116	5	2	3	4	130	98	32	31	67	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526011	Muránska Lehota	1	167	32	142	6	5	20	1	174	98	76	65	33	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526029	Muránska Zdychava	1	196	46	154	6	12	27	1	200	95	105	69	26	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511641	Mıtna	1	957	211	746	25	35	118	33	955	378	579	240	138	
Banskobystrickı kraj	602	Brezno	603	Brezno	508811	Mıto pod Ïumbierom	1	437	134	303	25	34	52	23	418	301	136	101	200	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526037	Nandra	1	176	87	93	24	20	42	1	180	85	95	73	12	
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	557285	Nemce	1	987	240	747	36	76	96	32	967	516	471	217	299	
Banskobystrickı kraj	602	Brezno	603	Brezno	508829	Nemecká	1	770	283	503	56	92	113	22	786	364	422	203	161	
Banskobystrickı kraj	602	Brezno	603	Brezno	508829	Nemecká	2	718	246	487	38	85	103	20	733	346	387	202	144	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516236	Nenince	1	1160	391	769	46	13	102	230	1115	520	640	65	455	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515205	Neporadza	1	176	87	568	9	6	72	0	655	325	330	157	168	
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517089	Nevo¾né	1	342	81	261	8	7	54	12	335	204	138	86	118	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511668	Nitra nad Ip¾om	1	244	77	167	7	1	4	65	243	89	155	6	83	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557790	Ninı Skálnik	1	161	49	112	3	19	25	2	157	81	80	31	50	
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	1	1210	249	961	38	38	131	42	1174	575	635	252	323	
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	2	1520	352	1168	64	60	162	66	1488	701	819	306	395	
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	3	1576	329	1247	78	55	132	64	1556	824	752	292	532	
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	4	1043	234	809	31	30	134	39	1015	506	537	248	258	
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	5	297	32	265	4	1	22	5	296	113	184	57	56	
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	6	474	101	390	24	15	38	24	491	253	238	96	157	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515230	Nová Bašta	1	434	141	293	41	3	76	21	411	142	292	16	126	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516244	Nová Ves	1	318	91	232	8	12	68	3	323	174	149	128	46	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511676	Nové Hony	1	159	32	127	5	6	16	5	153	77	82	26	51	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516252	Obeckov	1	413	36	377	5	7	16	8	408	173	240	104	69	
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518662	Oèová	1	976	200	776	15	34	124	27	960	418	558	249	169	
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518662	Oèová	2	1015	238	782	19	43	161	15	1020	525	495	304	221	
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518662	Oèová	3	154	59	95	3	14	42	0	140	65	89	49	16	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516261	Olováry	1	257	117	140	20	3	53	41	249	147	110	18	129	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516279	Opatovská Nová Ves	1	561	182	379	29	16	95	42	528	221	340	37	184	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516287	Opava	1	96	10	87	0	3	6	1	97	43	54	29	14	
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508837	Oravce	1	145	25	120	4	5	16	0	142	85	60	49	36	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515248	Orávka	1	128	51	80	2	10	36	3	131	77	54	49	28	
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	580546	Orovnica	1	473	89	384	21	25	37	6	473	229	244	121	108	
Banskobystrickı kraj	602	Brezno	603	Brezno	508845	Osrblie	1	319	88	261	8	28	47	5	349	215	134	114	101	
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518671	Ostrá Lúka	1	247	65	186	2	4	54	5	251	131	120	79	52	
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517119	Ostrı Grúò	1	433	107	326	9	19	67	12	428	235	198	162	73	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515256	Otroèok	1	229	60	170	7	5	20	28	230	102	128	11	91	
Banskobystrickı kraj	603	Luèenec	607	Poltár	511684	Ozdín	1	149	57	92	8	7	35	7	143	94	55	62	32	
Banskobystrickı kraj	603	Luèenec	607	Poltár	511684	Ozdín	2	159	27	132	4	4	19	0	135	62	97	48	14	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515264	Oïany	1	1303	260	1043	36	80	115	29	1287	545	758	166	379	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515272	Padarovce	1	141	40	107	6	1	16	17	147	64	83	24	40	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511692	Panické Dravce	1	593	95	498	16	10	34	35	592	264	329	44	220	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515281	Pavlovce	1	260	93	167	18	3	9	63	233	61	199	13	48	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515299	Petrovce	1	205	51	154	11	1	26	13	195	103	102	5	98	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511706	Píla	1	218	41	254	9	11	20	1	295	189	106	74	115	
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517127	Píla	1	103	15	205	3	5	7	0	220	133	87	88	45	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511714	Pinciná	1	195	47	148	14	4	14	15	192	101	94	26	75	
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517135	Pitelová	1	566	91	475	15	23	51	2	559	267	299	122	145	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511722	Pleš	1	176	38	138	10	5	19	4	170	71	105	13	58	
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518689	Pliešovce	1	864	137	727	18	33	71	15	837	419	445	176	243	
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518689	Pliešovce	2	806	126	680	20	15	81	10	802	392	414	221	171	
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518689	Pliešovce	3	155	12	171	2	0	7	3	183	103	80	36	67	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515302	Ploské	1	63	9	60	1	2	5	1	69	27	42	14	13	
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517160	Poèúvadlo	1	74	26	64	9	3	6	8	90	63	27	39	24	
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	1	672	173	499	18	38	95	22	672	339	333	190	149	
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	2	1189	209	980	22	40	116	31	1153	557	632	313	244	
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	3	192	33	171	5	14	8	6	204	104	100	46	58	
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	4	1258	192	1066	18	114	46	14	1231	499	759	262	237	
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517143	Podhorie	1	295	103	566	19	23	30	31	669	418	251	243	175	
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508861	Podkonice	1	746	149	597	18	56	50	25	740	403	343	155	248	
Banskobystrickı kraj	606	Zvolen	604	Detva	511731	Podkriváò	1	354	83	291	15	11	50	7	374	208	166	111	97	
Banskobystrickı kraj	606	Zvolen	604	Detva	511731	Podkriváò	2	124	25	108	5	10	8	2	133	73	60	45	28	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511749	Podreèany	1	482	72	410	13	22	34	3	482	201	281	129	72	
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518697	Podzámèok	1	374	119	255	13	12	74	20	373	221	153	87	134	
Banskobystrickı kraj	602	Brezno	603	Brezno	508870	Pohorelá	1	901	157	744	16	86	49	6	887	384	517	281	103	
Banskobystrickı kraj	602	Brezno	603	Brezno	508870	Pohorelá	2	819	93	729	8	34	43	8	822	389	433	257	132	
Banskobystrickı kraj	602	Brezno	603	Brezno	508870	Pohorelá	3	178	43	138	5	17	17	4	181	105	76	64	41	
Banskobystrickı kraj	602	Brezno	603	Brezno	508888	Pohronská Polhora	1	648	86	574	13	33	30	10	660	246	414	153	93	
Banskobystrickı kraj	602	Brezno	603	Brezno	508888	Pohronská Polhora	2	711	108	608	11	44	40	13	716	315	401	160	155	
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508896	Pohronskı Bukovec	1	86	36	50	7	4	25	0	80	44	42	39	5	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511757	Polichno	1	106	20	102	0	1	17	2	122	58	64	39	19	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515311	Polina	1	98	26	75	3	2	14	7	101	40	61	8	32	
Banskobystrickı kraj	602	Brezno	603	Brezno	508900	Polomka	1	903	140	763	11	56	60	13	890	303	600	188	115	
Banskobystrickı kraj	602	Brezno	603	Brezno	508900	Polomka	2	701	110	591	7	29	55	19	684	313	388	155	158	
Banskobystrickı kraj	602	Brezno	603	Brezno	508900	Polomka	3	862	134	728	4	67	50	13	856	366	496	201	165	
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	1	814	315	499	34	87	174	20	757	389	425	233	156	
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	2	955	244	711	39	70	125	10	944	401	554	246	155	
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	3	820	265	555	28	112	102	23	789	337	483	159	178	
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	4	858	248	610	18	82	140	8	853	426	432	268	158	
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	5	955	253	702	63	51	129	10	935	413	542	257	156	
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	6	171	78	95	8	35	29	6	173	101	72	44	57	
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	7	124	58	70	5	17	27	9	128	80	48	51	29	
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508918	Poniky	1	773	155	621	14	53	63	25	776	400	376	191	209	
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508918	Poniky	2	229	46	185	12	14	18	2	231	136	95	73	63	
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508918	Poniky	3	279	67	213	9	33	13	12	280	142	138	51	91	
