namekraj	idobvod	nameobvod	idokres	nameokres	idobec	nameobec	idokrsek	vuc1_13_votersreg	vuc1_13_votersvalid	vuc1_13_nevolici	vuc1_13_other	vuc1_13_kotleba	vuc1_13_manka	vuc1_13_kanik	vuc2_09_votersreg	vuc2_09_votersvalid	vuc2_09_nevolici	vuc2_09_manka	vuc2_09_mikus
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526100	Prihradzany	1	70	27	43	8	6	9	4	68	15	55	13	2
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517194	Prochot	1	497	160	337	35	17	94	14	492	132	365	105	27
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511781	Prša	1	154	39	115	4	2	27	6	148	32	122	24	8
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515353	Radnovce	1	553	114	439	43	5	56	10	503	87	466	22	65
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511790	Radzovce	1	1351	374	977	43	16	245	70	1 338	139	1212	80	59
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526118	Rákoš	1	346	64	283	4	21	36	3	347	66	281	61	5
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557854	Rakytník	1	195	69	126	18	9	12	30	189	25	170	11	14
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511803	Rapovce	1	755	140	616	28	4	99	9	756	126	630	39	87
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515361	Rašice	1	107	37	76	2	2	29	4	113	30	83	14	16
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511811	Ratka	1	299	168	131	16	16	125	11	277	133	166	120	13
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515370	Ratková	1	416	96	320	8	17	37	34	403	92	324	83	9
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515388	Ratkovská Lehota	1	51	27	24	1	12	11	3	50	28	23	3	25
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515396	Ratkovská Suchá	1	42	16	26	3	5	5	3	40	14	28	4	10
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515400	Ratkovské Bystré	1	304	104	208	6	29	64	5	312	50	262	35	15
Banskobystrickı kraj	602	Brezno	603	Brezno	508951	Ráztoka	1	244	76	168	3	4	58	11	241	60	184	46	14
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517216	Repište	1	258	88	170	25	17	41	5	246	36	222	19	17
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	1	1022	157	918	21	54	48	34	1 075	70	1005	39	31
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	2	891	194	741	14	47	114	19	935	116	819	70	46
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	3	1111	245	902	29	83	115	18	1 147	105	1042	68	37
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	4	911	186	778	19	51	94	22	964	114	850	77	37
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	5	1119	185	983	31	78	60	16	1 168	75	1093	34	41
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	6	901	165	736	13	60	82	10	901	86	815	57	29
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	7	1073	219	854	38	57	89	35	926	90	983	45	45
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	8	1066	119	947	22	26	60	11	1 015	48	1018	33	15
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	9	945	251	694	25	81	110	35	931	141	804	82	59
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	10	482	118	364	12	53	37	16	482	49	433	20	29
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	11	883	142	764	13	56	65	8	906	77	829	54	23
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526151	Revúcka Lehota	1	278	137	141	10	51	58	18	278	108	170	63	45
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508969	Rieèka	1	603	182	421	34	43	79	26	553	164	439	55	109
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557765	Rieèka	1	189	52	137	12	4	23	13	183	26	163	16	10
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515426	Rimavská Baòa	1	405	102	303	8	42	44	8	373	70	335	48	22
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515442	Rimavská Seè	1	640	104	536	63	4	23	14	639	44	596	26	18
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515442	Rimavská Seè	2	681	153	529	56	25	54	18	682	72	610	49	23
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	1	1122	127	995	16	16	65	30	923	90	1032	46	44
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	2	448	104	375	11	23	52	18	479	61	418	23	38
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	3	553	102	451	9	18	53	22	546	78	475	31	47
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	4	653	141	512	9	33	68	31	643	101	552	31	70
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	5	217	80	137	9	36	29	6	208	34	183	20	14
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	6	678	154	868	11	37	83	23	1 022	86	936	58	28
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	7	997	144	898	6	45	70	23	1 042	139	903	54	85
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	8	1019	219	850	10	52	103	54	1 069	114	955	54	60
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	9	1057	145	912	18	37	55	35	186	17	1040	7	10
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	10	194	33	209	6	12	4	11	242	34	208	25	9
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	11	234	50	663	6	17	24	3	713	82	631	46	36
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	12	789	150	680	9	45	74	22	830	106	724	55	51
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	13	675	165	517	16	38	72	39	682	99	583	49	50
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	14	815	205	668	14	37	109	45	873	155	718	75	80
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	15	815	195	656	10	45	109	31	851	141	710	62	79
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	16	708	140	607	16	34	69	21	747	102	645	49	53
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	17	843	124	766	16	33	43	32	890	75	815	30	45
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	18	784	128	684	10	42	52	24	812	69	743	27	42
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	19	1135	163	1041	17	51	50	45	1 204	97	1107	35	62
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	20	491	85	406	4	22	36	23	426	42	449	15	27
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	21	1161	159	1069	15	57	54	33	1 228	98	1130	34	64
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	22	1227	164	1090	17	57	58	32	1 254	96	1158	45	51
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	23	798	143	658	11	51	54	27	801	85	716	34	51
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	24	1071	190	881	33	45	73	39	1 045	136	935	85	51
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	25	570	165	405	56	0	107	2	545	265	305	10	255
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	26	135	47	88	12	11	18	6	116	19	116	11	8
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	27	139	47	92	6	5	33	3	128	42	97	27	15
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515451	Rimavské Brezovo	1	418	81	340	15	29	34	3	421	69	352	60	9
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515469	Rimavské Janovce	1	1039	151	888	25	23	57	46	1 018	71	968	42	29
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557811	Rimavské Zaluany	1	272	88	194	11	21	52	4	282	102	180	61	41
Banskobystrickı kraj	603	Luèenec	607	Poltár	511820	Rovòany	1	215	57	158	3	12	35	7	209	61	154	53	8
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515485	Rovné	1	103	40	77	2	16	18	4	117	51	66	38	13
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517232	Rudno nad Hronom	1	419	102	328	19	19	54	10	430	85	345	50	35
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515493	Rumince	1	307	69	247	14	9	35	11	316	27	289	6	21
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511838	Ruiná	1	659	128	533	20	37	65	6	661	71	590	41	30
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515507	Rybník	1	107	12	95	7	1	3	1	97	9	98	5	4
Banskobystrickı kraj	606	Zvolen	605	Krupina	518701	Rykynèice	1	42	20	25	1	6	13	0	45	21	24	21	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518701	Rykynèice	2	224	69	165	19	16	32	2	234	47	187	16	31
Banskobystrickı kraj	606	Rimavská Sobota	611	Zvolen	518727	Sása	1	105	12	93	7	2	3	0	99	19	86	11	8
Banskobystrickı kraj	604	Zvolen	608	Revúca	557820	Sása	1	753	190	563	21	31	122	16	751	170	583	107	63
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508977	Sebedín - Beèov	1	176	51	137	7	3	40	1	188	63	125	39	24
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508977	Sebedín - Beèov	2	132	35	102	5	12	18	0	137	18	119	12	6
Banskobystrickı kraj	606	Zvolen	605	Krupina	518735	Sebechleby	1	937	383	554	54	130	152	47	909	159	778	70	89
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516333	Seèianky	1	323	55	268	7	1	28	19	323	21	302	17	4
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516341	Se¾any	1	185	44	145	10	2	26	6	189	47	142	22	25
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508985	Selce	1	833	209	624	18	55	67	69	821	195	638	43	152
Banskobystrickı kraj	603	Luèenec	607	Poltár	515515	Selce	1	92	48	44	5	12	26	5	92	33	59	16	17
Banskobystrickı kraj	606	Zvolen	605	Krupina	518743	Selce	1	88	25	63	4	7	13	1	85	31	57	26	5
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508985	Selce	2	974	279	695	40	77	74	88	922	245	729	58	187
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516368	Senné	1	189	67	122	10	4	45	8	186	44	145	35	9
Banskobystrickı kraj	606	Zvolen	605	Krupina	518751	Senohrad	1	616	159	457	41	25	89	4	585	86	530	41	45
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518760	Sielnica	1	1051	210	841	21	39	130	20	996	219	832	109	110
Banskobystrickı kraj	602	Brezno	603	Brezno	508993	Sihla	1	164	25	140	3	7	14	1	165	24	141	12	12
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526258	Sirk	1	561	126	450	13	67	45	1	576	77	499	76	1
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526258	Sirk	2	249	116	133	10	21	85	0	242	83	166	82	1
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515523	Skerešovo	1	185	41	144	3	9	19	10	181	30	155	17	13
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516376	Sklabiná	1	690	58	632	11	7	38	2	667	83	607	53	30
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517241	Sklené Teplice	1	372	127	245	19	26	70	12	354	81	291	59	22
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517259	Slaská	1	399	163	236	42	36	68	17	399	72	327	44	28
Banskobystrickı kraj	606	Zvolen	604	Detva	518794	Slatinské Lazy	1	403	130	273	29	9	87	5	402	81	322	53	28
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	1	817	149	668	17	26	80	26	775	184	633	104	80
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	2	1550	432	1118	66	85	200	81	1 529	400	1150	151	249
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	3	790	248	565	21	46	123	58	813	287	526	148	139
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	4	1001	274	735	36	47	141	50	1 009	308	701	138	170
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	5	111	26	85	6	6	11	3	99	23	88	16	7
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515531	Slizké	1	123	12	111	2	3	6	1	108	19	104	13	6
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509001	Slovenská ¼upèa	1	865	181	684	18	76	69	18	839	154	711	68	86
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509001	Slovenská ¼upèa	2	904	156	748	18	66	51	21	854	142	762	48	94
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509001	Slovenská ¼upèa	3	938	172	766	18	44	74	36	866	179	759	74	105
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516384	Slovenské Ïarmoty	1	475	57	418	9	8	20	20	453	57	418	19	38
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516392	Slovenské K¾aèany	1	124	20	104	4	2	8	6	124	21	103	10	11
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515540	Stará Bašta	1	286	75	222	6	2	52	15	297	40	257	20	20
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511846	Stará Haliè	1	541	145	396	14	23	84	24	515	126	415	71	55
Banskobystrickı kraj	606	Zvolen	604	Detva	518816	Stará Huta	1	274	54	220	3	11	34	6	267	54	220	17	37
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517267	Stará Kremnièka	1	886	206	680	48	66	75	17	874	99	787	64	35
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509019	Staré Hory	1	453	121	332	15	36	48	22	429	88	365	30	58
Banskobystrickı kraj	606	Zvolen	604	Detva	518824	Stook	1	789	242	547	16	69	138	19	724	102	687	51	51
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515566	Stránska	1	273	52	221	20	6	21	5	255	33	240	19	14
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516406	Stredné Plachtince	1	547	61	486	3	16	35	7	538	74	473	60	14
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509027	Strelníky	1	651	136	515	27	40	59	10	632	107	544	49	58
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515582	Studená	1	213	50	164	17	11	12	10	214	21	193	11	10
Banskobystrickı kraj	606	Zvolen	605	Krupina	518832	Sudince	1	55	28	27	7	3	18	0	50	25	30	23	2
Banskobystrickı kraj	606	Zvolen	605	Krupina	518841	Súdovce	1	160	29	137	5	6	18	0	166	33	133	27	6
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516414	Sucháò	1	205	52	153	7	3	40	2	199	63	142	57	6
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516422	Suché Brezovo	1	76	12	80	3	0	8	1	92	28	64	25	3
Banskobystrickı kraj	603	Luèenec	607	Poltár	515591	Sušany	1	364	118	262	16	19	77	6	380	123	257	91	32
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515604	Sútor	1	317	109	208	65	1	41	2	288	137	180	6	131
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	516597	Svätı Anton	1	996	242	754	63	50	86	43	986	180	816	99	81
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511854	Šávo¾	1	429	115	322	38	8	56	13	437	48	389	28	20
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511862	Šiatorská Bukovinka	1	268	95	175	10	22	56	7	270	74	196	65	9
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511871	Šíd	1	884	176	708	66	24	61	25	874	113	771	27	86
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515621	Šimonovce	1	414	190	224	111	16	29	34	410	49	365	9	40
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516431	Širákov	1	185	20	169	1	1	9	9	189	30	159	13	17
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515639	Širkovce	1	667	126	541	54	18	35	19	664	85	582	24	61
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526304	Šivetice	1	250	124	132	29	5	84	6	256	40	216	6	34
Banskobystrickı kraj	603	Luèenec	607	Poltár	511889	Šoltıska	1	117	39	78	7	6	26	0	117	24	93	21	3
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509035	Špania Dolina	1	158	50	108	14	7	24	5	155	55	103	24	31
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515647	Španie Pole	1	60	19	45	3	4	11	1	64	16	48	10	6
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517283	Štiavnické Bane	1	680	154	526	27	14	72	41	671	126	554	94	32
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515655	Štrkovec	1	286	79	207	8	7	50	14	284	23	263	7	16
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516449	Šu¾a	1	58	15	45	1	2	11	1	60	14	46	10	4
Banskobystrickı kraj	602	Brezno	603	Brezno	509043	Šumiac	1	1041	210	855	8	97	87	18	1 065	153	912	87	66
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511897	Šurice	1	424	121	312	17	8	72	24	433	33	400	10	23
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515663	Tachty	1	444	169	276	28	5	68	68	445	115	330	89	26
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509060	Tajov	1	495	131	364	22	31	53	25	453	114	381	34	80
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517291	Tekovská Breznica	1	1036	194	842	26	29	130	9	1 016	158	878	118	40
Banskobystrickı kraj	602	Brezno	603	Brezno	509051	Telgárt	1	1108	109	999	20	31	35	23	1 086	115	993	67	48
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515671	Teplı Vrch	1	252	55	197	5	22	26	2	236	25	227	12	13
Banskobystrickı kraj	606	Zvolen	605	Krupina	518867	Terany	1	508	128	380	13	28	87	0	489	90	418	79	11
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	1	461	80	381	10	24	36	10	455	41	420	21	20
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	2	796	217	611	19	61	115	22	828	130	698	87	43
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	3	859	223	663	16	65	108	34	886	145	741	77	68
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	4	768	171	603	17	77	70	7	774	92	682	53	39
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	5	387	85	302	17	35	28	5	387	84	303	56	28
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511901	Toènica	1	272	97	175	24	24	44	5	266	63	209	51	12
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511919	Tomášovce	1	1173	476	697	43	92	302	39	1 171	231	942	161	70
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515698	Tomášovce	1	146	33	119	6	6	16	5	152	20	132	7	13
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	1	329	81	262	10	14	51	6	343	54	289	31	23
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	2	591	137	460	33	9	55	40	597	60	537	42	18
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	3	609	130	494	19	8	69	34	624	51	573	21	30
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	4	476	118	368	28	11	46	33	486	58	428	14	44
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	5	738	140	599	22	22	59	37	739	88	651	45	43
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	6	739	155	584	27	17	83	28	721	63	676	24	39
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	7	953	155	863	22	44	61	28	1 018	84	934	30	54
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	8	1137	266	897	54	36	116	60	1 163	123	1040	54	69
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	9	599	119	554	7	14	75	23	673	158	515	136	22
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511927	Trebe¾ovce	1	399	90	311	4	13	60	13	401	44	357	32	12
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511927	Trebe¾ovce	2	104	29	76	4	2	18	5	105	20	85	13	7
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511927	Trebe¾ovce	3	242	67	183	13	12	38	4	250	56	194	47	9
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516457	Trebušovce	1	169	49	120	5	1	19	24	165	34	135	8	26
Banskobystrickı kraj	603	Luèenec	606	Luèenec	557340	Trenè	1	323	37	286	12	5	14	6	296	42	281	37	5
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517313	Trnavá Hora	1	960	150	810	16	43	76	15	945	108	852	60	48
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518875	Tànie	1	311	82	231	7	16	54	5	313	102	211	61	41
Banskobystrickı kraj	606	Zvolen	605	Krupina	518883	Trpín	1	100	35	65	3	14	15	3	90	33	67	22	11
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511943	Tuhár	1	316	90	239	13	33	40	4	329	82	247	60	22
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526321	Turèok	1	192	81	113	5	14	60	2	194	67	127	56	11
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	557269	Turecká	1	127	35	96	2	9	19	5	131	55	76	18	37
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518891	Turová	1	341	102	239	11	14	73	4	327	95	246	60	35
Banskobystrickı kraj	603	Luèenec	607	Poltár	511978	Uhorské	1	442	157	296	24	33	90	10	453	96	357	74	22
Banskobystrickı kraj	606	Zvolen	605	Krupina	518905	Uòatín	1	146	60	86	7	15	37	1	137	48	98	39	9
Banskobystrickı kraj	603	Luèenec	607	Poltár	580317	Utekáè	1	786	194	608	16	28	141	9	802	191	611	170	21
Banskobystrickı kraj	603	Luèenec	607	Poltár	580317	Utekáè	2	93	28	71	5	5	16	2	99	27	72	20	7
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515701	Uzovská Panica	1	476	128	348	82	14	25	7	442	48	428	8	40
Banskobystrickı kraj	602	Brezno	603	Brezno	509086	Valaská	1	1244	299	945	26	110	122	41	1 223	204	1040	141	63
Banskobystrickı kraj	602	Brezno	603	Brezno	509086	Valaská	2	1129	238	909	22	94	98	24	1 147	160	987	107	53
Banskobystrickı kraj	602	Brezno	603	Brezno	509086	Valaská	3	447	110	344	10	43	47	10	454	80	374	41	39
Banskobystrickı kraj	602	Brezno	603	Brezno	509086	Valaská	4	276	53	223	5	14	29	5	271	35	241	28	7
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515795	Valice	1	206	55	159	33	3	15	4	214	30	184	15	15
Banskobystrickı kraj	602	Brezno	603	Brezno	509094	Va¾kovòa	1	242	37	205	20	5	10	2	225	23	219	18	5
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515710	Vèelince	1	640	126	514	37	12	55	22	614	41	599	14	27
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515728	Veèelkov	1	218	60	172	13	2	35	10	232	51	181	7	44
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516465	Ve¾ká Èalomija	1	538	132	406	15	8	53	56	513	133	405	10	123
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517330	Ve¾ká Lehota	1	952	135	850	25	28	77	5	985	146	839	88	58
Banskobystrickı kraj	606	Zvolen	611	Zvolen	581585	Ve¾ká Lúka	1	432	116	316	9	17	70	20	366	87	345	55	32
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511994	Ve¾ká nad Ip¾om	1	744	99	645	7	26	54	12	736	55	689	39	16
Banskobystrickı kraj	603	Luèenec	607	Poltár	512001	Ve¾ká Ves	1	377	87	290	10	34	32	11	373	45	332	30	15
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516473	Ve¾ká Ves nad Ip¾om	1	343	53	290	7	0	15	31	330	34	309	10	24
Banskobystrickı kraj	603	Luèenec	606	Luèenec	512010	Ve¾ké Dravce	1	537	226	311	31	13	158	24	533	72	465	22	50
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517348	Ve¾ké Pole	1	285	51	237	6	2	39	4	288	25	263	19	6
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	558214	Ve¾ké Straciny	1	140	28	112	6	2	16	4	129	42	98	20	22
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515736	Ve¾ké Teriakovce	1	583	133	459	14	50	60	9	592	82	510	53	29
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515736	Ve¾ké Teriakovce	2	165	37	136	2	19	16	0	173	39	134	28	11
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516490	Ve¾ké Zlievce	1	380	42	338	2	4	20	16	377	136	244	59	77
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515744	Ve¾kı Blh	1	808	102	706	15	12	50	25	808	66	742	22	44
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	1	675	144	566	22	19	74	29	710	153	557	92	61
