namekraj	idobvod	nameobvod	idokres	nameokres	idobec	nameobec	idokrsek	vuc2_13_votersreg	vuc2_13_votersvalid	vuc2_13_nevolici	vuc2_13_manka	vuc2_13_kotleba	pr1_14_votersreg	pr1_14_votersvalid	pr1_14_nevolici	pr1_14_other	pr1_14_bardos	pr1_14_fico	pr1_14_kiska	pr1_14_knazko	pr1_14_prochazka
Banskobystrickı kraj	606	Zvolen	604	Detva	511731	Podkriváò	1	354	90	270	52	38	360	157	203	14	0	65	32	9	37
Banskobystrickı kraj	606	Zvolen	604	Detva	511731	Podkriváò	2	124	23	109	8	15	132	48	84	6	0	24	10	4	4
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511749	Podreèany	1	482	94	388	39	55	481	182	300	20	0	71	27	23	41
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518697	Podzámèok	1	374	114	260	63	51	370	202	172	21	0	62	52	32	35
Banskobystrickı kraj	602	Brezno	603	Brezno	508870	Pohorelá	1	900	199	701	56	143	883	285	615	23	0	149	39	13	61
Banskobystrickı kraj	602	Brezno	603	Brezno	508870	Pohorelá	2	820	180	640	63	117	813	287	533	16	0	138	46	28	59
Banskobystrickı kraj	602	Brezno	603	Brezno	508870	Pohorelá	3	178	54	124	21	33	177	87	91	18	1	40	10	3	15
Banskobystrickı kraj	602	Brezno	603	Brezno	508888	Pohronská Polhora	1	645	139	518	33	106	657	218	439	31	0	78	47	13	49
Banskobystrickı kraj	602	Brezno	603	Brezno	508888	Pohronská Polhora	2	715	191	524	38	153	705	246	469	14	2	98	54	16	62
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508896	Pohronskı Bukovec	1	86	28	58	21	7	82	39	47	2	0	23	7	4	3
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511757	Polichno	1	106	21	93	17	4	114	47	67	4	0	22	11	9	1
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515311	Polina	1	98	35	66	17	18	101	35	66	7	23	3	1	1	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508900	Polomka	1	902	185	717	41	144	894	243	659	17	1	106	43	16	60
Banskobystrickı kraj	602	Brezno	603	Brezno	508900	Polomka	2	703	171	532	32	139	682	236	467	23	0	67	57	25	64
Banskobystrickı kraj	602	Brezno	603	Brezno	508900	Polomka	3	861	219	650	32	187	869	256	613	16	0	87	47	24	82
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	1	814	250	564	124	126	759	356	458	43	0	155	80	30	48
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	2	956	242	714	117	125	952	351	605	40	0	150	70	26	65
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	3	818	272	546	87	185	804	294	524	45	1	86	66	38	58
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	4	855	234	621	115	119	851	340	515	32	0	147	84	28	49
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	5	956	264	692	172	92	941	326	630	51	1	163	53	25	33
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	6	171	66	105	17	49	167	83	88	11	0	20	18	16	18
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	7	124	47	82	24	23	129	83	46	19	0	34	19	5	6
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508918	Poniky	1	771	240	539	78	162	779	335	444	28	1	94	85	52	75
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508918	Poniky	2	229	82	149	29	53	231	113	118	10	1	51	20	9	22
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508918	Poniky	3	280	92	188	21	71	275	116	164	5	0	22	31	20	38
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515337	Poproè	1	18	12	12	9	3	24	18	6	3	0	10	0	1	4
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515345	Potok	1	37	10	33	6	4	43	24	19	2	0	14	3	3	2
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516295	Pôtor	1	466	87	379	32	55	463	174	292	11	0	87	25	30	21
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516295	Pôtor	2	202	37	170	16	21	207	83	124	14	0	39	16	7	7
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508926	Povrazník	1	122	68	61	26	42	129	81	48	5	0	50	12	7	7
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511773	Praha	1	69	19	52	11	8	71	29	42	8	1	7	5	1	7
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516309	Pravica	1	85	16	70	12	4	86	22	64	7	0	3	12	0	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508934	Predajná	1	1107	273	845	89	184	1118	473	645	47	2	149	124	63	88
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517178	Prenèov	1	539	135	411	88	47	546	227	319	34	0	86	39	36	32
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517186	Prestavlky	1	540	178	362	91	87	539	224	316	36	0	108	31	13	36
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516317	Príbelce	1	472	88	386	42	46	474	215	259	17	2	81	26	64	25
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508942	Priechod	1	787	222	565	40	182	766	317	470	50	4	49	66	49	99
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526100	Prihradzany	1	70	27	46	11	16	73	36	37	5	2	17	10	0	2
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517194	Prochot	1	497	148	358	84	64	506	271	235	30	0	129	30	16	66
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511781	Prša	1	154	29	131	18	11	160	83	77	3	55	2	13	3	7
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515353	Radnovce	1	556	141	420	134	7	561	220	341	16	190	1	13	0	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511790	Radzovce	1	1349	232	1117	186	46	1341	460	889	24	267	39	86	24	20
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526118	Rákoš	1	346	102	244	38	64	340	78	268	6	0	41	20	3	8
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557854	Rakytník	1	195	32	168	18	14	200	65	135	19	29	9	4	1	3
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511803	Rapovce	1	755	120	635	83	37	747	230	525	51	48	45	50	17	19
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515361	Rašice	1	107	29	80	26	3	109	53	56	0	47	0	2	4	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511811	Ratka	1	296	81	215	58	23	270	94	202	8	3	48	11	4	20
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515370	Ratková	1	416	90	328	47	43	418	152	266	26	0	75	29	8	14
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515388	Ratkovská Lehota	1	51	32	19	5	27	43	31	20	3	0	6	12	5	5
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515396	Ratkovská Suchá	1	42	15	29	5	10	44	25	19	1	1	7	8	2	6
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515400	Ratkovské Bystré	1	304	109	195	49	60	294	97	207	9	0	59	20	3	6
Banskobystrickı kraj	602	Brezno	603	Brezno	508951	Ráztoka	1	244	79	165	51	28	238	123	121	10	0	73	20	5	15
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517216	Repište	1	258	72	186	21	51	258	116	142	12	0	54	19	6	25
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	1	1022	242	780	47	195	994	324	698	15	2	90	107	41	69
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	2	892	254	638	95	159	868	317	575	20	1	143	80	33	40
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	3	1108	340	768	99	241	1093	384	724	52	2	152	73	33	72
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	4	914	215	699	65	150	900	344	570	27	1	136	82	40	58
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	5	1118	272	846	41	231	1099	346	772	24	4	123	95	31	69
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	6	902	229	673	61	168	894	308	594	25	4	140	68	23	48
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	7	1072	258	814	95	163	1061	301	771	23	1	105	92	33	47
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	8	1066	157	909	63	94	1066	213	853	14	0	105	53	21	20
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	9	944	299	645	80	219	922	412	532	26	2	150	109	34	91
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	10	482	131	351	11	120	472	177	305	33	0	52	58	3	31
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	11	883	206	677	56	150	859	272	611	23	2	122	72	21	32
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526151	Revúcka Lehota	1	279	107	172	36	71	257	169	110	21	0	50	47	8	43
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508969	Rieèka	1	601	226	375	93	133	598	332	269	42	0	108	63	48	71
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557765	Rieèka	1	189	29	160	13	16	183	38	151	1	21	7	4	0	5
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515426	Rimavská Baòa	1	404	128	276	56	72	404	157	247	23	0	55	38	13	28
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515442	Rimavská Seè	1	637	21	628	13	8	649	101	548	11	77	4	8	1	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515442	Rimavská Seè	2	680	65	615	36	29	670	169	511	18	126	4	13	1	7
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	1	1133	130	1003	66	64	1124	247	886	45	27	55	60	33	27
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	2	447	101	346	57	44	444	205	242	19	43	37	50	18	38
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	3	555	106	449	50	56	520	208	347	33	37	44	30	31	33
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	4	653	148	505	51	97	627	271	382	42	58	25	57	42	47
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	5	216	57	159	17	40	214	91	125	14	0	36	13	7	21
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	6	677	174	503	77	97	660	271	406	39	31	60	60	45	36
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	7	999	188	811	66	122	976	296	703	50	18	104	39	34	51
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	8	1020	187	833	72	115	987	426	594	49	112	88	86	50	41
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	9	1057	191	866	70	121	1028	315	742	57	40	61	98	28	31
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	10	189	37	152	20	17	189	37	152	20	4	4	5	4	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	11	234	64	171	21	43	235	92	143	13	4	34	18	17	6
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	12	792	161	631	73	88	777	309	483	38	35	82	72	38	44
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	13	674	136	538	58	78	650	262	412	42	42	63	63	26	26
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	14	814	227	587	118	109	799	375	439	59	43	96	82	55	40
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	15	815	210	605	101	109	796	377	438	50	37	101	77	42	70
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	16	707	135	572	74	61	681	241	466	41	22	62	52	31	33
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	17	842	145	697	56	89	809	233	609	39	20	46	63	22	43
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	18	782	169	613	47	122	751	249	533	49	25	50	61	22	42
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	19	1135	218	917	63	155	1105	368	767	72	50	45	117	36	48
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	20	491	74	455	29	45	529	215	314	28	18	35	72	32	30
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	21	1159	227	932	56	171	1126	354	805	65	29	64	87	50	59
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	22	1227	253	974	72	181	1201	393	834	86	48	51	110	33	65
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	23	800	186	614	57	129	784	263	537	53	23	45	81	32	29
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	24	1052	177	875	80	97	1043	317	735	57	61	57	84	41	17
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	25	568	70	502	68	2	572	82	490	54	15	12	0	1	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	26	136	39	97	20	19	134	59	77	25	2	7	10	8	7
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	27	139	49	90	23	26	139	64	75	13	1	27	15	5	3
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515451	Rimavské Brezovo	1	418	116	302	49	67	406	141	277	16	2	77	11	11	24
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515469	Rimavské Janovce	1	1039	182	857	76	106	1022	330	709	83	60	62	65	24	36
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557811	Rimavské Zaluany	1	272	103	169	38	65	268	142	130	20	1	80	19	7	15
Banskobystrickı kraj	603	Luèenec	607	Poltár	511820	Rovòany	1	217	72	145	37	35	207	92	125	21	0	36	15	6	14
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515485	Rovné	1	103	44	59	21	23	103	57	46	8	1	31	7	3	7
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517232	Rudno nad Hronom	1	420	134	291	71	63	425	210	215	18	0	97	28	23	44
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515493	Rumince	1	307	49	261	28	21	310	123	187	3	63	46	6	1	4
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511838	Ruiná	1	659	126	542	50	76	668	237	431	23	1	116	40	20	37
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515507	Rybník	1	107	16	93	7	9	109	19	90	5	0	12	1	1	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518701	Rykynèice	1	42	12	34	7	5	46	24	22	4	0	9	2	0	9
Banskobystrickı kraj	606	Zvolen	605	Krupina	518701	Rykynèice	2	223	71	158	27	44	229	112	117	24	0	24	18	17	29
Banskobystrickı kraj	606	Rimavská Sobota	611	Zvolen	518727	Sása	1	105	32	78	30	2	110	47	63	4	0	39	0	3	1
Banskobystrickı kraj	604	Zvolen	608	Revúca	557820	Sása	1	754	188	566	102	86	734	332	422	47	2	127	50	25	81
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508977	Sebedín - Beèov	1	176	67	112	38	29	179	80	99	3	0	32	15	13	17
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508977	Sebedín - Beèov	2	133	45	90	22	23	135	52	83	8	1	17	10	6	10
Banskobystrickı kraj	606	Zvolen	605	Krupina	518735	Sebechleby	1	937	238	699	75	163	924	455	482	63	2	98	102	51	139
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516333	Seèianky	1	323	34	289	26	8	323	105	218	5	78	8	12	1	1
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516341	Se¾any	1	183	33	150	23	10	181	72	111	8	13	23	11	6	11
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508985	Selce	1	831	236	660	62	174	896	440	456	43	2	101	82	89	123
Banskobystrickı kraj	603	Luèenec	607	Poltár	515515	Selce	1	92	40	52	16	24	87	40	52	12	0	21	2	2	3
Banskobystrickı kraj	606	Zvolen	605	Krupina	518743	Selce	1	87	27	70	13	14	97	50	47	13	0	9	11	8	9
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508985	Selce	2	975	273	702	63	210	886	427	548	51	0	71	115	71	119
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516368	Senné	1	189	55	134	41	14	189	88	101	9	0	36	23	11	9
Banskobystrickı kraj	606	Zvolen	605	Krupina	518751	Senohrad	1	615	126	489	65	61	608	245	370	51	0	92	30	22	50
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518760	Sielnica	1	1061	271	790	110	161	1059	431	630	56	2	126	123	45	79
Banskobystrickı kraj	602	Brezno	603	Brezno	508993	Sihla	1	164	41	131	14	27	172	75	97	11	1	30	13	8	12
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526258	Sirk	1	561	265	298	129	136	563	256	307	16	0	181	24	10	25
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526258	Sirk	2	249	150	105	106	44	255	135	120	5	0	117	4	4	5
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515523	Skerešovo	1	183	54	131	26	28	185	73	112	11	28	12	16	3	3
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516376	Sklabiná	1	691	102	589	56	46	683	227	464	16	1	115	46	20	29
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517241	Sklené Teplice	1	372	133	290	59	74	423	239	184	17	1	115	58	16	32
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517259	Slaská	1	398	115	290	40	75	405	185	220	22	0	54	24	6	79
Banskobystrickı kraj	606	Zvolen	604	Detva	518794	Slatinské Lazy	1	402	110	292	26	84	391	174	228	20	0	61	26	15	52
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	1	818	183	635	74	109	813	388	430	21	1	76	110	95	85
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	2	1546	473	1073	225	248	1499	833	713	83	0	151	204	151	244
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	3	791	257	534	131	126	747	439	352	28	0	127	95	82	107
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	4	1000	287	713	135	152	992	501	499	55	1	98	116	99	132
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	5	111	24	87	13	11	100	89	22	14	2	40	17	8	8
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515531	Slizké	1	123	18	105	8	10	123	21	102	3	3	9	3	0	3
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509001	Slovenská ¼upèa	1	865	269	596	83	186	848	360	505	69	1	90	66	52	82
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509001	Slovenská ¼upèa	2	905	279	626	61	218	892	417	488	50	0	105	106	64	92
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509001	Slovenská ¼upèa	3	937	228	709	78	150	922	428	509	50	0	104	107	59	108
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516384	Slovenské Ïarmoty	1	473	69	404	28	41	421	122	351	9	10	31	44	13	15
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516392	Slovenské K¾aèany	1	126	25	106	11	14	131	43	88	5	0	12	14	2	10
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515540	Stará Bašta	1	286	55	231	47	8	284	114	172	4	97	2	8	0	3
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511846	Stará Haliè	1	540	101	439	46	55	484	206	334	15	1	90	42	24	34
Banskobystrickı kraj	606	Zvolen	604	Detva	518816	Stará Huta	1	276	46	240	23	23	286	121	165	10	0	40	22	18	31
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517267	Stará Kremnièka	1	886	241	645	74	167	871	377	509	30	0	148	84	50	65
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509019	Staré Hory	1	452	137	329	59	78	466	238	228	27	0	56	66	33	56
Banskobystrickı kraj	606	Zvolen	604	Detva	518824	Stook	1	790	196	594	74	122	786	331	459	50	1	107	63	40	70
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515566	Stránska	1	272	40	232	20	20	268	76	196	8	17	29	14	1	7
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516406	Stredné Plachtince	1	546	95	451	43	52	527	184	362	6	1	63	23	75	16
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509027	Strelníky	1	651	185	480	86	99	665	315	350	33	1	130	58	38	55
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515582	Studená	1	212	43	169	15	28	202	49	163	7	31	1	8	1	1
Banskobystrickı kraj	606	Zvolen	605	Krupina	518832	Sudince	1	55	24	35	17	7	59	35	24	6	0	22	0	4	3
Banskobystrickı kraj	606	Zvolen	605	Krupina	518841	Súdovce	1	159	40	124	26	14	164	67	97	10	0	31	13	10	3
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516414	Sucháò	1	205	65	145	44	21	210	78	132	12	1	50	12	0	3
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516422	Suché Brezovo	1	76	12	64	10	2	72	35	41	1	0	19	4	3	8
Banskobystrickı kraj	603	Luèenec	607	Poltár	515591	Sušany	1	366	149	220	80	69	369	193	176	41	1	89	27	4	31
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515604	Sútor	1	306	194	128	191	3	322	305	17	287	1	14	1	1	1
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	516597	Svätı Anton	1	992	222	770	73	149	977	348	644	38	0	111	80	33	86
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511854	Šávo¾	1	433	73	360	50	23	429	154	279	16	92	20	20	5	1
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511862	Šiatorská Bukovinka	1	271	74	197	35	39	271	136	135	8	2	84	26	4	12
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511871	Šíd	1	884	106	778	45	61	880	218	666	17	144	28	18	1	10
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515621	Šimonovce	1	415	86	329	43	43	410	139	276	23	87	9	17	1	2
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516431	Širákov	1	183	12	174	6	6	186	59	127	6	17	4	18	11	3
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515639	Širkovce	1	668	83	585	35	48	649	134	534	39	70	4	11	6	4
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526304	Šivetice	1	250	111	142	96	15	253	105	148	17	1	50	29	3	5
Banskobystrickı kraj	603	Luèenec	607	Poltár	511889	Šoltıska	1	115	37	84	20	17	121	46	75	5	0	25	4	3	9
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509035	Špania Dolina	1	157	62	114	31	31	176	113	63	10	0	28	24	18	33
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515647	Španie Pole	1	60	15	51	7	8	66	26	40	7	0	8	5	0	6
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517283	Štiavnické Bane	1	680	139	568	65	74	707	277	430	29	1	102	57	28	60
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515655	Štrkovec	1	286	45	242	27	18	287	92	195	9	60	6	6	5	6
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516449	Šu¾a	1	58	16	52	12	4	68	36	32	3	0	19	9	4	1
Banskobystrickı kraj	602	Brezno	603	Brezno	509043	Šumiac	1	1036	368	680	150	218	1048	349	699	55	0	181	45	20	48
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511897	Šurice	1	424	69	355	65	4	418	130	294	5	95	9	18	2	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515663	Tachty	1	443	85	358	69	16	429	188	255	14	153	8	11	0	2
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509060	Tajov	1	497	149	348	58	91	492	294	203	33	0	64	71	55	71
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517291	Tekovská Breznica	1	1035	211	833	118	93	1044	457	587	44	1	212	88	36	76
Banskobystrickı kraj	602	Brezno	603	Brezno	509051	Telgárt	1	1108	217	893	132	85	1110	304	806	22	1	116	67	20	78
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515671	Teplı Vrch	1	252	71	181	28	43	249	138	114	28	2	52	35	4	17
Banskobystrickı kraj	606	Zvolen	605	Krupina	518867	Terany	1	508	164	347	71	93	511	232	279	25	1	134	23	21	28
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	1	463	100	363	32	68	456	121	342	17	0	51	20	13	20
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	2	794	247	549	103	144	796	347	449	33	1	142	54	48	69
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	3	860	217	643	84	133	840	310	550	39	0	110	61	31	69
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	4	766	220	546	69	151	748	258	508	47	0	75	50	30	56
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	5	386	118	271	29	89	389	122	267	20	0	45	13	21	23
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511901	Toènica	1	272	85	191	24	61	276	132	144	19	0	51	23	20	19
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511919	Tomášovce	1	1174	398	776	200	198	1150	574	600	41	2	230	129	77	95
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515698	Tomášovce	1	146	14	138	8	6	152	47	105	6	31	2	7	1	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	1	330	68	262	46	22	330	74	256	13	23	20	11	3	4
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	2	591	98	493	53	45	576	151	440	10	72	21	32	1	15
