namekraj	idobvod	nameobvod	idokres	nameokres	idobec	nameobec	idokrsek	vuc2_13_votersreg	vuc2_13_votersvalid	vuc2_13_nevolici	vuc2_13_manka	vuc2_13_kotleba	vuc1_09_votersreg	vuc1_09_votersvalid	vuc1_09_nevolici	vuc1_09_other	vuc1_09_kotleba	vuc1_09_manka	vuc1_09_mikus	vuc1_09_simko
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516961	Krahule	1	156	47	109	28	19	147	39	117	4	2	26	7	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515078	Krá¾	1	745	143	602	82	61	727	252	493	166	3	15	34	34
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508721	Králiky	1	526	148	378	63	85	489	203	323	25	25	81	69	3
Banskobystrickı kraj	606	Zvolen	605	Krupina	518531	Krá¾ovce - Krnišov	1	152	44	112	24	20	156	48	108	4	2	39	2	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515086	Kraskovo	1	114	40	76	11	29	116	31	85	9	7	9	0	6
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	1	838	225	625	68	157	850	150	700	14	21	39	72	4
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	2	859	174	703	63	111	877	143	734	18	10	46	68	1
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	3	833	169	664	70	99	795	158	675	31	18	51	57	1
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	4	938	269	719	87	182	988	199	789	25	30	61	81	2
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	5	996	259	767	85	174	1026	183	843	16	31	64	70	2
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516988	Kremnické Bane	1	210	38	172	16	22	200	34	176	2	3	12	16	1
Banskobystrickı kraj	606	Zvolen	604	Detva	518549	Kriváò	1	778	218	560	108	110	775	284	494	15	23	123	121	2
Banskobystrickı kraj	606	Zvolen	604	Detva	518549	Kriváò	2	631	154	477	82	72	615	214	417	12	27	98	74	3
Banskobystrickı kraj	603	Luèenec	607	Poltár	511501	Krná	1	50	25	25	14	11	47	22	28	5	1	14	1	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515094	Krokava	1	24	11	16	4	7	27	18	9	4	0	6	6	2
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	1	1186	254	932	83	171	1094	321	865	63	42	94	117	5
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	2	1044	240	860	107	133	1100	362	738	47	39	134	140	2
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	3	862	230	657	109	121	887	285	602	35	35	121	91	3
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	4	1241	329	970	121	208	1299	364	935	51	45	115	151	2
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	5	1097	283	814	79	204	1019	279	818	57	47	85	87	3
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	6	900	231	693	77	154	924	289	635	71	22	85	106	5
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515108	Kruno	1	297	60	237	28	32	291	63	234	4	12	28	7	12
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516996	Kunešov	1	193	33	172	13	20	205	26	179	6	6	6	7	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515116	Kyjatice	1	57	16	44	9	7	60	27	33	4	5	4	7	7
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	557277	Kynce¾ová	1	316	113	208	40	73	321	110	211	15	10	42	42	1
Banskobystrickı kraj	606	Zvolen	605	Krupina	518565	Lackov	1	86	26	61	11	15	87	32	55	1	1	15	15	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	599328	Ladomerská Vieska	1	657	177	480	77	100	632	167	490	13	15	95	43	1
Banskobystrickı kraj	606	Zvolen	605	Krupina	518573	Ladzany	1	247	88	159	56	32	245	73	174	17	6	35	15	0
Banskobystrickı kraj	606	Zvolen	604	Detva	511510	Látky	1	57	8	55	4	4	63	11	52	4	0	5	2	0
Banskobystrickı kraj	606	Zvolen	604	Detva	511510	Látky	2	409	103	306	54	49	403	84	325	13	15	38	18	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515124	Lehota nad Rimavicou	1	239	90	167	33	57	257	71	186	20	6	21	12	12
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511528	Lehôtka	1	282	79	203	29	50	272	79	203	25	12	30	10	2
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517011	Lehôtka pod Brehmi	1	327	94	233	32	62	312	63	264	6	8	35	12	2
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515132	Lenartovce	1	411	71	340	43	28	394	157	254	55	11	6	9	76
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515141	Lenka	1	161	55	116	27	28	171	104	67	15	0	6	70	13
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511536	Lentvora	1	50	21	29	20	1	47	18	32	5	1	10	2	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516155	Lesenice	1	451	64	395	38	26	459	135	324	36	13	17	68	1
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518581	Leš (vojenskı obvod)	1	66	9	57	4	5	38	7	59	1	3	3	0	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515574	Leváre	1	83	37	46	22	15	82	42	41	19	0	0	12	11
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515159	Levkuška	1	182	15	167	9	6	177	92	90	71	3	1	10	7
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525901	Licince	1	488	51	437	22	29	475	174	314	141	3	6	21	3
Banskobystrickı kraj	606	Zvolen	611	Zvolen	558133	Lieskovec	1	1179	349	830	212	137	1170	318	861	16	20	193	87	2
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511544	Lipovany	1	210	55	161	24	31	216	87	129	32	13	18	20	4
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515167	Lipovec	1	49	8	42	6	2	50	23	27	14	1	6	2	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518603	Lišov	1	188	78	118	48	30	196	117	79	5	9	97	6	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518611	Litava	1	571	170	401	100	70	545	185	386	27	11	126	20	1
Banskobystrickı kraj	602	Brezno	603	Brezno	508730	Lom nad Rimavicou	1	233	72	172	32	40	244	78	166	9	4	41	23	1
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517020	Lovèa	1	589	177	417	87	90	594	159	435	12	8	86	49	4
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517038	Lovèica - Trubín	1	694	170	524	59	111	679	147	547	29	14	60	39	5
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517038	Lovèica - Trubín	2	582	137	445	54	83	566	94	488	10	5	55	22	2
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511552	Lovinobaòa	1	1483	334	1149	104	230	1480	268	1215	61	58	94	47	8
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511552	Lovinobaòa	2	173	39	148	19	20	187	53	134	11	7	27	8	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525928	Lubeník	1	1057	261	796	135	126	1026	181	876	51	22	72	34	2
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508748	¼ubietová	1	929	259	670	72	187	858	153	776	23	25	51	53	1
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511561	¼uboreè	1	271	65	206	27	38	271	58	213	10	5	29	12	2
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516163	¼uborieèka	1	114	32	82	16	16	111	43	71	3	6	25	8	1
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508756	Luèatín	1	547	182	365	50	132	536	132	415	14	14	45	58	1
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	1	1463	283	1180	96	187	1037	164	1299	34	15	43	69	3
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	2	1200	232	968	69	163	1200	237	963	48	32	59	97	1
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	3	875	186	791	103	83	977	254	723	54	9	92	96	3
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	4	1182	243	940	99	144	1183	231	952	53	21	70	81	6
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	5	968	169	807	61	108	976	165	811	37	21	39	61	7
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	6	650	125	525	57	68	629	113	537	15	4	37	50	7
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	7	501	90	411	22	68	484	97	404	18	12	26	34	7
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	8	810	151	700	64	87	851	170	681	40	12	45	63	10
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	9	818	168	684	76	92	852	206	646	55	14	72	62	3
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	10	1281	191	1090	109	82	1051	210	1071	50	15	72	71	2
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	11	759	177	610	86	91	787	169	618	41	12	60	53	3
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	12	726	159	609	61	98	768	168	600	45	18	47	55	3
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	13	964	226	740	101	125	966	188	778	45	10	55	72	6
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	14	648	161	868	88	73	1029	287	742	72	28	76	108	3
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	15	933	167	794	72	95	961	222	739	46	20	83	70	3
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	16	832	119	774	47	72	893	110	783	22	8	33	45	2
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	17	863	165	698	61	104	850	149	714	32	19	46	47	5
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	18	888	148	765	73	75	913	128	785	31	15	39	41	2
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	19	933	163	811	48	115	974	123	851	16	16	52	38	1
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	20	757	144	646	67	77	790	149	641	30	18	46	53	2
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	21	834	120	773	45	75	893	136	757	34	21	42	35	4
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	22	765	102	676	40	62	778	89	689	16	11	36	25	1
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	23	1054	230	830	116	114	1060	189	871	69	19	49	49	3
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	24	924	155	781	51	104	936	120	816	28	7	33	50	2
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	25	707	133	603	52	81	736	145	591	20	22	39	56	8
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	26	348	81	267	40	41	346	78	270	14	7	32	24	1
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517046	Lúèky	1	173	47	134	15	32	181	29	152	6	6	10	7	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	558087	Lukavica	1	130	40	90	21	19	119	31	99	0	3	18	9	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515175	Lukovištia	1	156	36	125	18	18	161	47	114	18	1	8	4	16
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511579	Lupoè	1	189	58	140	31	27	198	58	140	7	4	35	10	2
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	599336	Lutila	1	1118	269	849	81	188	1093	285	833	30	29	86	133	7
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525944	Magnezitovce	1	266	82	186	26	56	268	79	189	26	9	30	14	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525944	Magnezitovce	2	81	18	67	6	12	85	34	51	18	4	8	4	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516171	Malá Èalomija	1	190	49	145	29	20	194	64	130	10	2	41	7	4
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517062	Malá Lehota	1	761	117	661	69	48	778	118	660	49	2	50	12	5
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	580244	Malachov	1	899	260	639	115	145	845	185	714	27	18	63	75	2
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	558206	Malé Straciny	1	106	26	80	12	14	101	29	77	4	3	5	17	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516198	Malé Zlievce	1	224	67	157	37	30	217	129	95	33	5	22	67	2
Banskobystrickı kraj	603	Luèenec	607	Poltár	511595	Málinec	1	539	139	400	72	67	524	244	295	73	20	120	27	4
Banskobystrickı kraj	603	Luèenec	607	Poltár	511595	Málinec	2	612	119	517	36	83	636	270	366	87	16	142	23	2
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	558192	Malı Krtíš	1	426	82	344	34	48	398	85	341	10	19	16	38	2
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515183	Martinová	1	150	14	152	12	2	166	26	140	13	0	6	0	7
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511609	Mašková	1	260	54	206	22	32	246	53	207	7	11	17	16	2
Banskobystrickı kraj	606	Zvolen	605	Krupina	518646	Medovarce	1	176	61	128	44	17	189	70	119	7	6	42	14	1
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508764	Medzibrod	1	1121	378	743	116	262	1093	249	872	24	37	98	88	2
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518654	Michalková	1	35	12	26	5	7	38	20	18	1	3	10	6	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508772	Michalová	1	598	178	420	40	138	572	136	462	27	32	34	38	5
Banskobystrickı kraj	603	Luèenec	606	Luèenec	580309	Mikušovce	1	229	65	164	39	26	224	68	161	36	7	6	18	1
Banskobystrickı kraj	603	Luèenec	607	Poltár	511617	Mládzovo	1	93	39	54	29	10	92	49	44	6	0	31	11	1
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517071	Moèiar	1	135	45	96	20	25	141	54	87	5	2	36	11	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516210	Modrı Kameò	1	1286	255	1031	124	131	1234	374	912	50	68	119	135	2
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	580384	Mokrá Lúka	1	434	170	264	85	85	434	138	296	27	11	77	22	1
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508781	Môlèa	1	300	66	234	27	39	284	62	238	16	6	26	14	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508799	Moštenica	1	177	75	102	38	37	173	44	133	18	5	11	9	1
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508802	Motyèky	1	86	41	52	19	22	93	36	57	1	4	21	9	1
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511625	Muèín	1	562	68	494	34	34	538	77	485	33	1	8	33	2
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516228	Mu¾a	1	239	45	194	32	13	226	76	163	47	4	4	21	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525987	Muráò	1	957	273	698	98	175	971	193	778	36	12	70	73	2
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525995	Muránska Dlhá Lúka	1	647	246	401	99	147	618	135	512	34	22	44	32	3
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526002	Muránska Huta	1	92	33	59	9	24	90	47	45	16	6	9	10	6
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526002	Muránska Huta	2	71	20	52	3	17	72	13	59	2	2	1	5	3
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526011	Muránska Lehota	1	166	41	133	20	21	174	29	145	8	3	13	3	2
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526029	Muránska Zdychava	1	197	50	169	21	29	219	83	136	27	10	26	16	4
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511641	Mıtna	1	957	204	774	65	139	978	308	670	66	17	176	39	10
Banskobystrickı kraj	602	Brezno	603	Brezno	508811	Mıto pod Ïumbierom	1	436	147	299	55	92	446	139	307	15	16	45	61	2
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526037	Nandra	1	176	76	100	40	36	174	94	82	71	13	2	6	2
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	557285	Nemce	1	987	294	693	99	195	980	271	716	25	36	92	115	3
Banskobystrickı kraj	602	Brezno	603	Brezno	508829	Nemecká	1	769	185	599	75	110	784	134	650	19	24	41	46	4
Banskobystrickı kraj	602	Brezno	603	Brezno	508829	Nemecká	2	717	206	533	65	141	739	183	556	23	47	75	37	1
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516236	Nenince	1	1160	195	965	130	65	1141	385	775	211	11	36	119	8
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515205	Neporadza	1	176	74	102	71	3	170	97	79	82	2	4	6	3
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517089	Nevo¾né	1	343	81	266	45	36	347	77	270	4	3	32	36	2
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511668	Nitra nad Ip¾om	1	245	18	227	6	12	221	101	144	6	0	4	87	4
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557790	Ninı Skálnik	1	161	49	112	19	30	150	48	113	7	7	12	20	2
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	1	1207	194	1013	95	99	1179	262	945	32	19	82	128	1
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	2	1523	308	1215	105	203	1515	357	1166	52	32	130	139	4
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	3	1576	272	1304	96	176	1532	285	1291	47	22	77	134	5
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	4	1042	212	887	108	104	1099	185	914	36	16	58	72	3
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	5	297	42	264	29	13	306	41	265	12	8	10	10	1
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	6	474	68	406	25	43	463	83	391	17	9	10	46	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515230	Nová Bašta	1	433	50	388	39	11	438	165	273	95	7	10	28	25
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516244	Nová Ves	1	318	118	200	74	44	310	123	195	15	15	74	18	1
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511676	Nové Hony	1	159	29	130	20	9	153	34	125	13	4	8	3	6
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516252	Obeckov	1	412	54	358	28	26	395	68	344	11	5	28	23	1
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518662	Oèová	1	979	211	768	110	101	930	169	810	13	13	103	37	3
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518662	Oèová	2	1017	275	756	143	132	1031	234	797	15	14	157	45	3
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518662	Oèová	3	152	61	103	35	26	164	38	126	11	2	17	8	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516261	Olováry	1	257	101	164	82	19	265	89	176	12	5	1	69	2
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516279	Opatovská Nová Ves	1	562	93	469	59	34	562	160	402	77	9	29	43	2
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516287	Opava	1	96	19	85	14	5	104	14	90	2	1	9	1	1
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508837	Oravce	1	142	26	116	15	11	142	28	114	5	1	16	5	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515248	Orávka	1	129	51	79	21	30	130	73	57	5	10	48	2	8
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	580546	Orovnica	1	474	114	360	35	79	455	83	391	19	10	38	14	2
Banskobystrickı kraj	602	Brezno	603	Brezno	508845	Osrblie	1	319	115	210	41	74	325	84	241	10	4	42	27	1
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518671	Ostrá Lúka	1	248	79	169	50	29	236	91	157	4	7	73	7	0
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517119	Ostrı Grúò	1	433	122	323	45	77	445	92	353	13	10	48	17	4
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515256	Otroèok	1	229	50	179	16	34	228	92	137	59	4	20	7	2
Banskobystrickı kraj	603	Luèenec	607	Poltár	511684	Ozdín	1	149	58	101	38	20	159	65	94	14	2	34	14	1
Banskobystrickı kraj	603	Luèenec	607	Poltár	511684	Ozdín	2	159	31	131	22	9	162	48	114	6	3	35	2	2
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515264	Oïany	1	1306	248	1058	93	155	1259	198	1108	41	31	51	37	38
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515272	Padarovce	1	144	37	113	26	11	150	43	107	6	0	18	1	18
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511692	Panické Dravce	1	593	80	531	34	46	611	89	522	21	8	17	41	2
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515281	Pavlovce	1	260	60	200	46	14	239	80	180	10	1	13	10	46
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515299	Petrovce	1	205	15	190	10	5	204	70	135	18	4	0	29	19
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511706	Píla	1	217	70	147	26	44	210	55	162	22	6	22	3	2
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517127	Píla	1	103	32	73	16	16	105	22	83	6	0	8	7	1
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511714	Pinciná	1	194	47	149	23	24	196	37	159	18	1	5	13	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517135	Pitelová	1	563	135	428	58	77	552	72	491	9	7	28	27	1
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511722	Pleš	1	176	39	140	21	18	179	31	148	14	1	4	12	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518689	Pliešovce	1	865	205	660	77	128	862	155	710	8	16	87	39	5
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518689	Pliešovce	2	806	166	658	87	79	824	129	695	8	5	94	21	1
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518689	Pliešovce	3	155	22	133	13	9	148	4	151	0	2	0	2	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515302	Ploské	1	63	22	41	11	11	60	38	25	24	3	5	2	4
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517160	Poèúvadlo	1	75	24	59	15	9	83	37	46	5	2	10	19	1
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	1	671	213	458	85	128	660	162	509	38	28	57	31	8
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	2	1187	273	915	122	151	1188	251	937	28	33	119	70	1
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	3	192	70	122	10	60	190	31	161	2	6	9	13	1
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	4	1257	353	941	52	301	1294	159	1135	16	38	63	41	1
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517143	Podhorie	1	294	115	187	38	77	302	99	203	14	2	45	37	1
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508861	Podkonice	1	746	188	558	45	143	727	156	590	30	20	27	75	4
Banskobystrickı kraj	606	Zvolen	604	Detva	511731	Podkriváò	1	354	90	275	52	38	365	104	261	9	4	64	27	0
Banskobystrickı kraj	606	Zvolen	604	Detva	511731	Podkriváò	2	124	23	117	8	15	140	22	118	5	4	10	2	1
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511749	Podreèany	1	482	94	388	39	55	477	100	382	14	9	45	29	3
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518697	Podzámèok	1	374	114	260	63	51	327	106	268	5	5	54	42	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508870	Pohorelá	1	900	199	706	56	143	905	267	638	101	44	71	49	2
Banskobystrickı kraj	602	Brezno	603	Brezno	508870	Pohorelá	2	820	180	689	63	117	869	154	715	69	22	31	31	1
Banskobystrickı kraj	602	Brezno	603	Brezno	508870	Pohorelá	3	178	54	135	21	33	189	52	137	12	7	15	10	8
Banskobystrickı kraj	602	Brezno	603	Brezno	508888	Pohronská Polhora	1	645	139	506	33	106	643	120	525	23	22	24	46	5
Banskobystrickı kraj	602	Brezno	603	Brezno	508888	Pohronská Polhora	2	715	191	524	38	153	700	124	591	16	40	31	34	3
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508896	Pohronskı Bukovec	1	86	28	59	21	7	87	45	42	8	4	28	3	2
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511757	Polichno	1	106	21	89	17	4	110	36	74	7	1	18	8	2
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515311	Polina	1	98	35	77	17	18	112	48	64	22	1	2	20	3
Banskobystrickı kraj	602	Brezno	603	Brezno	508900	Polomka	1	902	185	717	41	144	868	221	681	16	47	100	57	1
Banskobystrickı kraj	602	Brezno	603	Brezno	508900	Polomka	2	703	171	546	32	139	717	142	575	8	43	29	60	2
Banskobystrickı kraj	602	Brezno	603	Brezno	508900	Polomka	3	861	219	671	32	187	890	219	671	16	78	55	69	1
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	1	814	250	571	124	126	821	321	500	32	27	178	68	16
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	2	956	242	714	117	125	948	247	709	43	26	128	41	9
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	3	818	272	567	87	185	839	291	548	57	32	131	56	15
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	4	855	234	649	115	119	883	271	612	29	37	158	35	12
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	5	956	264	692	172	92	925	284	672	88	20	115	41	20
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	6	171	66	105	17	49	170	79	92	9	5	49	12	4
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	7	124	47	83	24	23	130	56	74	2	2	26	25	1
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508918	Poniky	1	771	240	546	78	162	786	156	630	47	15	45	46	3
