namekraj	idobvod	nameobvod	idokres	nameokres	idobec	nameobec	idokrsek	vuc2_13_votersreg	vuc2_13_votersvalid	vuc2_13_nevolici	vuc2_13_manka	vuc2_13_kotleba	vuc1_09_votersreg	vuc1_09_votersvalid	vuc1_09_nevolici	vuc1_09_other	vuc1_09_kotleba	vuc1_09_manka	vuc1_09_mikus	vuc1_09_simko
Banskobystrickı kraj	606	Zvolen	604	Detva	518263	Detva	14	1231	296	935	168	128	1151	379	852	35	37	219	82	6
Banskobystrickı kraj	606	Zvolen	604	Detva	518263	Detva	15	220	54	166	14	40	205	91	129	21	4	23	39	4
Banskobystrickı kraj	606	Zvolen	604	Detva	518271	Detvianska Huta	1	384	66	318	29	37	52	6	378	0	0	5	0	1
Banskobystrickı kraj	606	Zvolen	604	Detva	518271	Detvianska Huta	2	88	19	307	13	6	326	88	238	7	4	50	26	1
Banskobystrickı kraj	606	Zvolen	604	Detva	518271	Detvianska Huta	3	120	24	96	18	6	92	25	95	2	7	9	7	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518280	Devièie	1	249	82	167	29	53	233	72	177	9	15	33	15	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511358	Divín	1	789	217	572	89	128	755	212	577	29	24	80	64	15
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511358	Divín	2	879	164	715	62	102	876	234	645	46	38	78	62	10
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518298	Dobrá Niva	1	1555	382	1173	237	145	1530	358	1197	19	20	188	122	9
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511366	Dobroè	1	502	136	373	49	87	509	123	386	29	13	48	32	1
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511366	Dobroè	2	42	12	32	2	10	44	13	31	1	1	5	6	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515957	Dolinka	1	411	52	359	42	10	392	93	318	48	6	9	25	5
Banskobystrickı kraj	602	Brezno	603	Brezno	508535	Dolná Lehota	1	609	134	475	61	73	603	113	496	18	9	52	34	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508543	Dolná Mièiná	1	311	89	222	34	55	297	59	252	12	9	17	20	1
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515965	Dolná Strehová	1	870	148	722	46	102	841	291	579	28	40	103	115	5
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516724	Dolná Trnávka	1	296	133	171	31	102	304	112	192	9	39	26	34	4
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516732	Dolná Ves	1	203	61	147	26	35	208	32	176	6	6	10	10	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516741	Dolná daòa	1	675	154	521	53	101	554	145	530	30	27	65	23	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518301	Dolné Mladonice	1	105	36	69	21	15	105	46	59	1	5	14	25	1
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515973	Dolné Plachtince	1	492	110	383	57	53	493	114	379	13	13	41	35	12
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515981	Dolné Strháre	1	169	41	128	27	14	165	58	111	12	3	25	16	2
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514632	Dolné Zahorany	1	157	32	135	19	13	167	46	121	16	4	2	15	9
Banskobystrickı kraj	606	Zvolen	605	Krupina	518310	Dolnı Badín	1	213	78	135	29	49	206	75	138	4	7	28	35	1
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508551	Dolnı Harmanec	1	192	52	140	21	31	180	54	138	12	7	18	16	1
Banskobystrickı kraj	606	Zvolen	605	Krupina	518336	Domaníky	1	162	44	118	29	15	161	60	102	14	1	29	15	1
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508560	Donovaly	1	175	64	128	26	38	192	78	114	1	7	36	34	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508578	Drábsko	1	160	41	121	25	16	162	34	128	5	5	15	9	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514641	Draice	1	181	25	156	19	6	157	25	156	8	1	9	4	3
Banskobystrickı kraj	606	Zvolen	605	Krupina	518344	Dráovce	1	101	37	64	23	14	90	42	59	16	3	11	12	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514659	Drienèany	1	162	65	105	24	41	170	56	114	20	7	20	7	2
Banskobystrickı kraj	606	Zvolen	605	Krupina	518352	Drienovo	1	87	26	63	5	21	89	23	66	2	1	9	11	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514667	Dròa	1	136	34	109	20	14	143	63	80	25	1	15	2	20
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	514675	Drkovce	1	403	70	333	18	52	392	167	236	93	5	7	47	15
Banskobystrickı kraj	603	Luèenec	607	Poltár	557323	Ïubákovo	1	79	27	57	9	18	84	31	53	0	8	12	11	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514683	Dubno	1	120	34	92	18	16	126	59	67	23	2	17	3	14
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518361	Dubové	1	215	76	139	56	20	211	69	146	2	0	59	6	2
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514691	Dubovec	1	391	43	348	34	9	382	88	303	32	6	9	15	26
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508586	Dúbravica	1	305	99	206	41	58	290	56	249	8	6	22	18	2
Banskobystrickı kraj	606	Zvolen	604	Detva	518379	Dúbravy	1	537	156	381	79	77	521	155	382	29	9	90	27	0
Banskobystrickı kraj	606	Zvolen	604	Detva	518379	Dúbravy	2	167	74	98	33	41	172	33	139	11	1	19	2	0
Banskobystrickı kraj	606	Zvolen	604	Detva	518379	Dúbravy	3	97	43	60	15	28	103	41	62	23	0	13	5	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518387	Dudince	1	1245	250	1003	135	115	1253	380	873	55	42	153	124	6
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557919	Dulovo	1	121	17	106	9	8	123	10	113	2	2	1	4	1
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515990	Ïurkovce	1	112	28	84	28	0	106	38	74	11	2	16	6	3
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514713	Figa	1	315	51	264	18	33	300	76	239	30	12	18	11	5
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511391	Fi¾akovo	1	961	111	863	42	69	974	218	756	108	22	34	47	7
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511391	Fi¾akovo	2	877	77	837	38	39	914	167	747	85	12	45	23	2
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511391	Fi¾akovo	3	927	98	829	58	40	923	171	756	94	13	38	22	4
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511391	Fi¾akovo	4	918	136	826	84	52	962	202	760	127	14	32	25	4
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511391	Fi¾akovo	5	1013	171	866	104	67	1037	268	769	148	18	47	47	8
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511391	Fi¾akovo	6	620	61	565	29	32	626	111	515	75	6	15	12	3
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511391	Fi¾akovo	7	945	80	865	43	37	923	141	804	90	6	18	21	6
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511391	Fi¾akovo	8	762	107	675	50	57	782	152	630	83	13	22	28	6
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511391	Fi¾akovo	9	1182	115	1067	58	57	1153	210	972	103	18	57	27	5
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511404	Fi¾akovské Kováèe	1	704	72	635	39	33	707	100	607	57	2	8	25	8
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	514721	Gemer	1	692	60	632	25	35	674	268	424	115	9	13	90	41
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514730	Gemerèek	1	90	10	80	5	5	89	27	63	8	1	8	7	3
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	514756	Gemerská Ves	1	696	42	654	22	20	677	200	496	120	7	27	36	10
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514764	Gemerské Dechtáre	1	362	67	295	53	14	359	140	222	61	1	20	12	46
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557889	Gemerské Michalovce	1	79	27	52	23	4	78	24	55	7	2	9	4	2
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525677	Gemerské Teplice	1	165	41	124	27	14	165	82	83	36	6	25	15	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525677	Gemerské Teplice	2	132	64	68	17	47	123	58	74	15	6	17	14	6
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514781	Gemerskı Jablonec	1	587	125	462	98	27	584	153	434	47	5	23	12	66
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525685	Gemerskı Sad	1	107	49	59	20	29	108	62	46	15	1	4	42	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525685	Gemerskı Sad	2	134	29	111	13	16	140	53	87	12	5	8	28	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516007	Glabušovce	1	93	44	49	28	16	91	35	58	6	2	2	25	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514799	Gortva	1	393	20	375	17	3	395	75	320	38	1	1	13	22
Banskobystrickı kraj	603	Luèenec	606	Luèenec	557331	Gregorova Vieska	1	107	30	77	19	11	99	27	80	5	3	11	8	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514811	Hajnáèka	1	961	140	821	117	23	951	509	452	154	23	210	37	85
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511421	Haliè	1	1387	346	1041	121	225	1372	435	952	52	58	113	201	11
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508594	Harmanec	1	754	168	599	53	115	767	111	656	9	16	65	19	2
Banskobystrickı kraj	602	Brezno	603	Brezno	508608	He¾pa	1	746	181	575	36	145	756	195	561	26	44	49	72	4
Banskobystrickı kraj	602	Brezno	603	Brezno	508608	He¾pa	2	791	173	618	58	115	787	155	636	16	39	46	48	6
Banskobystrickı kraj	602	Brezno	603	Brezno	508608	He¾pa	3	760	216	569	57	159	785	189	596	34	45	38	65	7
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508616	Hiade¾	1	433	102	341	32	70	443	90	353	12	6	47	22	3
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516767	Hliník nad Hronom	1	1238	277	968	108	169	1245	312	933	68	67	83	86	8
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516767	Hliník nad Hronom	2	1182	285	897	117	168	1175	289	893	46	51	105	83	4
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514829	Hnúša	1	342	48	294	22	26	219	65	277	27	13	20	4	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514829	Hnúša	2	703	93	610	31	62	571	115	588	28	30	32	16	9
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514829	Hnúša	3	848	171	677	60	111	824	168	680	42	41	56	22	7
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514829	Hnúša	4	1179	363	837	113	250	1200	312	888	77	65	96	47	27
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514829	Hnúša	5	669	200	508	91	109	708	182	526	34	41	62	35	10
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514829	Hnúša	6	913	273	724	67	206	997	241	756	40	74	66	50	11
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514829	Hnúša	7	1057	190	922	68	122	1112	202	910	67	31	68	22	14
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514837	Hodejov	1	1050	161	889	71	90	1037	305	745	129	30	25	34	87
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514845	Hodejovec	1	156	28	133	13	15	161	32	129	13	5	5	5	4
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516759	Hodruša - Hámre	1	562	94	482	36	58	576	72	504	20	6	22	20	4
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516759	Hodruša - Hámre	2	1182	336	846	163	173	1141	262	920	42	26	129	63	2
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516759	Hodruša - Hámre	3	104	40	81	20	20	121	36	85	9	7	15	4	1
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511439	Holiša	1	479	49	430	38	11	477	82	397	45	3	13	19	2
Banskobystrickı kraj	606	Zvolen	605	Krupina	518409	Hontianske Moravce	1	714	216	498	113	103	709	351	363	68	34	180	67	2
Banskobystrickı kraj	606	Zvolen	605	Krupina	518417	Hontianske Nemce	1	1224	239	985	100	139	1216	279	945	29	27	124	95	4
Banskobystrickı kraj	606	Zvolen	605	Krupina	518425	Hontianske Tesáre	1	415	71	344	36	35	399	97	318	38	8	27	20	4
Banskobystrickı kraj	606	Zvolen	605	Krupina	518425	Hontianske Tesáre	2	51	18	39	12	6	57	32	25	2	0	25	4	1
Banskobystrickı kraj	606	Zvolen	605	Krupina	518425	Hontianske Tesáre	3	145	31	115	21	10	146	26	120	2	0	17	7	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518425	Hontianske Tesáre	4	84	19	71	9	10	90	31	59	7	3	12	9	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508624	Horná Lehota	1	480	139	341	59	80	475	78	402	14	7	39	18	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508632	Horná Mièiná	1	474	174	300	78	96	427	103	371	24	7	43	29	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516015	Horná Strehová	1	132	32	104	9	23	136	52	84	9	8	18	16	1
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	581747	Horná Ves	1	595	134	461	49	85	578	94	501	8	14	41	28	3
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516791	Horná daòa	1	435	105	330	47	58	422	103	332	21	11	45	26	0
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516805	Horné Hámre	1	493	99	433	40	59	532	182	350	59	12	49	61	1
Banskobystrickı kraj	606	Zvolen	605	Krupina	518433	Horné Mladonice	1	134	41	100	28	13	141	38	103	6	2	18	12	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516023	Horné Plachtince	1	172	31	141	8	23	167	67	105	28	6	25	8	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508641	Horné Pršany	1	320	125	201	59	66	326	108	218	10	12	53	29	4
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516031	Horné Strháre	1	189	48	148	22	26	196	63	133	17	5	22	19	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514853	Horné Zahorany	1	112	43	73	22	21	116	55	61	10	4	12	20	9
Banskobystrickı kraj	606	Zvolen	605	Krupina	518441	Hornı Badín	1	147	56	91	19	37	145	68	79	7	11	23	25	2
Banskobystrickı kraj	606	Zvolen	604	Detva	518450	Hornı Tisovník	1	176	78	104	40	38	182	72	110	9	19	37	5	2
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514861	Hostice	1	675	76	599	46	30	667	268	407	170	6	21	39	32
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514870	Hostišovce	1	158	57	101	44	13	153	20	138	5	3	6	3	3
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516813	Hrabièov	1	475	99	390	27	72	489	111	378	22	8	50	28	3
Banskobystrickı kraj	603	Luèenec	607	Poltár	511447	Hradište	1	219	77	149	44	33	226	109	117	7	5	84	10	3
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514888	Hrachovo	1	654	178	476	52	126	653	184	470	39	17	93	21	14
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514888	Hrachovo	2	56	28	28	8	20	51	21	35	5	4	3	6	3
Banskobystrickı kraj	606	Zvolen	604	Detva	518468	Hriòová	1	418	46	375	29	17	421	100	321	21	10	47	22	0
Banskobystrickı kraj	606	Zvolen	604	Detva	518468	Hriòová	2	742	166	896	83	83	1062	267	795	47	34	111	64	11
Banskobystrickı kraj	606	Zvolen	604	Detva	518468	Hriòová	3	201	27	241	13	14	268	50	218	4	3	24	18	1
Banskobystrickı kraj	606	Zvolen	604	Detva	518468	Hriòová	4	219	67	152	45	22	201	31	188	5	2	16	6	2
Banskobystrickı kraj	606	Zvolen	604	Detva	518468	Hriòová	5	196	45	1051	28	17	1096	254	842	59	19	88	84	4
Banskobystrickı kraj	606	Zvolen	604	Detva	518468	Hriòová	6	375	44	877	21	23	921	242	679	38	17	119	63	5
Banskobystrickı kraj	606	Zvolen	604	Detva	518468	Hriòová	7	512	96	1002	38	58	1098	271	827	24	27	123	92	5
Banskobystrickı kraj	606	Zvolen	604	Detva	518468	Hriòová	8	815	157	995	80	77	1152	232	920	35	10	94	90	3
Banskobystrickı kraj	606	Zvolen	604	Detva	518468	Hriòová	9	765	205	560	121	84	226	54	711	5	6	19	23	1
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	514896	Hrlica	1	61	22	42	13	9	64	15	49	4	3	7	1	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	514900	Hrnèiarska Ves	1	658	172	486	53	119	629	210	448	66	23	60	28	33
Banskobystrickı kraj	603	Luèenec	607	Poltár	514900	Hrnèiarska Ves	2	106	25	84	14	11	109	44	65	7	10	16	5	6
Banskobystrickı kraj	603	Luèenec	607	Poltár	514918	Hrnèiarske Zaluany	1	721	195	526	79	116	701	157	564	77	27	24	27	2
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508659	Hrocho	1	964	201	763	77	124	941	159	805	44	12	78	23	2
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508659	Hrocho	2	229	61	168	14	47	219	47	182	13	7	14	13	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508667	Hronec	1	952	290	685	132	158	975	186	789	26	15	96	46	3
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	580236	Hronsek	1	542	160	382	69	91	536	113	429	14	10	43	45	1
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518476	Hronská Breznica	1	221	70	170	43	27	240	55	185	1	12	30	12	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516821	Hronská Dúbrava	1	332	75	259	44	31	334	56	278	6	3	32	15	0
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516830	Hronskı Beòadik	1	822	143	679	70	73	820	207	615	64	15	79	40	9
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516830	Hronskı Beòadik	2	185	34	167	15	19	201	64	137	16	12	20	15	1
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516040	Hrušov	1	698	142	556	94	48	697	183	515	68	8	60	43	4
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514926	Hrušovo	1	112	37	75	19	18	106	41	71	21	7	4	5	4
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514926	Hrušovo	2	56	24	40	15	9	64	29	35	16	3	2	4	4
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514934	Hubovo	1	112	19	97	12	7	116	25	91	6	0	3	12	4
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525766	Hucín	1	629	50	579	32	18	603	116	513	72	5	4	35	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514942	Husiná	1	375	30	345	21	9	369	80	295	36	4	7	16	17
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514951	Chanava	1	543	57	497	41	16	554	192	362	138	1	6	24	23
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514969	Chrámec	1	302	46	256	23	23	279	93	209	21	3	5	5	59
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516058	Chrastince	1	200	21	179	14	7	192	37	163	18	2	3	14	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516066	Chrany	1	122	53	69	36	17	110	48	74	12	9	14	13	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	514977	Chvalová	1	130	50	80	22	28	119	55	75	16	4	24	6	5
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525774	Chyné	1	328	88	247	23	65	335	83	252	24	6	39	13	1
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516848	Ihráè	1	463	62	401	26	36	460	96	367	2	5	50	38	1
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	516856	Ilija	1	271	74	206	32	42	280	79	201	7	7	26	39	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516074	Ipe¾ské Predmostie	1	536	96	440	85	11	524	132	404	71	9	12	37	3
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514985	Ivanice	1	181	62	119	25	37	175	54	127	37	5	5	2	5
Banskobystrickı kraj	606	Zvolen	605	Krupina	518484	Jalšovík	1	164	54	110	26	28	160	57	107	2	2	22	31	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514993	Janice	1	138	51	87	44	7	124	78	60	46	5	9	8	10
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516872	Janova Lehota	1	776	301	475	164	137	774	420	356	49	28	286	51	6
Banskobystrickı kraj	602	Brezno	603	Brezno	508691	Jarabá	1	35	16	20	5	11	36	22	14	3	2	16	1	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508705	Jasenie	1	956	196	760	78	118	918	126	830	18	14	63	30	1
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516881	Jastrabá	1	473	73	402	24	49	475	67	408	9	7	18	28	5
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525791	Jelšava	1	1131	215	916	99	116	1085	198	933	85	40	25	45	3
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525791	Jelšava	2	1153	285	868	50	235	1136	229	924	75	72	35	45	2
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511463	Jelšovec	1	226	67	165	57	10	232	39	193	16	4	6	12	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515001	Jesenské	1	872	112	760	59	53	866	198	674	91	17	14	21	55
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515001	Jesenské	2	915	126	789	35	91	889	139	776	46	20	11	21	41
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515019	Jestice	1	139	32	111	16	16	143	68	75	41	0	4	9	14
Banskobystrickı kraj	603	Luèenec	607	Poltár	511471	Kalinovo	1	948	239	714	135	104	953	246	707	48	14	128	46	10
Banskobystrickı kraj	603	Luèenec	607	Poltár	511471	Kalinovo	2	917	194	729	81	113	923	185	738	31	21	79	51	3
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511480	Kalonda	1	181	40	141	29	11	181	33	148	21	4	3	4	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515027	Kaloša	1	524	101	423	81	20	481	164	360	50	14	21	21	58
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525812	Kameòany	1	539	138	401	64	74	516	245	294	160	49	16	8	12
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516082	Kamenné Kosihy	1	293	71	222	39	32	289	93	200	33	7	8	41	4
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515035	Kesovce	1	160	38	122	35	3	131	34	126	13	1	2	3	15
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516091	Kiarov	1	264	67	199	56	11	266	103	163	27	3	35	32	6
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516902	K¾ak	1	191	65	129	31	34	194	62	132	21	11	21	9	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516104	Kleòany	1	248	45	206	41	4	251	67	184	38	0	9	18	2
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515043	Klenovec	1	801	231	615	75	156	846	228	618	41	57	80	30	20
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515043	Klenovec	2	800	198	643	78	120	841	225	616	38	46	92	28	21
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515043	Klenovec	3	870	231	639	111	120	865	233	637	58	27	116	20	12
Banskobystrickı kraj	606	Zvolen	604	Detva	518492	Klokoè	1	416	119	297	44	75	398	133	283	10	7	48	63	5
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515051	Kociha	1	165	34	136	15	19	170	38	132	7	7	14	9	1
Banskobystrickı kraj	603	Luèenec	607	Poltár	511498	Kokava nad Rimavicou	1	796	324	489	218	106	813	388	425	126	42	117	35	68
Banskobystrickı kraj	603	Luèenec	607	Poltár	511498	Kokava nad Rimavicou	2	801	298	527	148	150	825	391	434	103	48	91	57	92
Banskobystrickı kraj	603	Luèenec	607	Poltár	511498	Kokava nad Rimavicou	3	803	324	497	195	129	821	366	455	86	57	136	45	42
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516112	Koláre	1	243	35	208	17	18	236	110	133	42	11	10	45	2
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515060	Konrádovce	1	250	43	207	15	28	247	46	204	25	9	6	4	2
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516937	Kopernica	1	342	60	285	15	45	345	22	323	2	7	6	7	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508713	Kordíky	1	320	119	201	31	88	267	100	220	13	7	27	52	1
Banskobystrickı kraj	606	Zvolen	604	Detva	580520	Korytárky	1	789	184	614	89	95	798	245	553	29	14	103	97	2
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516121	Kosihovce	1	459	48	416	31	17	464	101	363	39	10	29	19	4
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516139	Kosihy nad Ip¾om	1	397	34	376	32	2	410	138	272	77	8	15	35	3
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516945	Kosorín	1	358	131	229	47	84	360	86	274	15	3	50	17	1
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511374	Kotmanová	1	265	64	218	26	38	282	68	214	23	9	30	3	3
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518506	Kováèová	1	1265	417	848	224	193	1259	438	827	20	19	221	178	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516147	Kováèovce	1	311	58	259	38	20	317	191	126	132	7	24	26	2
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	516953	Kozelník	1	153	46	110	16	30	156	43	113	1	5	19	18	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518514	Kozí Vrbovok	1	132	38	94	15	23	131	56	76	5	8	24	18	1
