namekraj	idobvod	nameobvod	idokres	nameokres	idobec	nameobec	idokrsek	vuc1_13_votersreg	vuc1_13_votersvalid	vuc1_13_nevolici	vuc1_13_other	vuc1_13_kotleba	vuc1_13_manka	vuc1_13_kanik	eu_14_votersreg	eu_14_votersvalid	eu_14_nevolici	eu_14_other	eu_14_nova	eu_14_kdh	eu_14_smer	eu_14_most	eu_14_ol	eu_14_sas	eu_14_sdku	eu_14_smk		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	15	815	195	620	10	45	109	31	791	136	679	27	5	8	32	16	7	6	13	22		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	16	708	140	568	16	34	69	21	682	96	612	21	3	1	21	19	2	3	4	22		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	17	843	124	719	16	33	43	32	818	75	768	16	3	1	16	17	3	8	3	8		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	18	784	128	656	10	42	52	24	776	84	700	26	2	3	17	14	7	3	2	10		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	19	1135	163	972	17	51	50	45	1106	98	1037	22	3	2	11	33	3	4	3	17		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	20	491	85	406	4	22	36	23	491	70	421	21	7	2	15	6	0	3	3	13		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	21	1161	159	1002	15	57	54	33	1126	96	1065	30	8	1	21	5	2	13	9	7		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	22	1227	164	1063	17	57	58	32	1206	81	1146	23	1	0	18	18	3	10	4	4		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	23	798	143	655	11	51	54	27	768	65	733	17	4	3	13	14	1	3	3	7		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	24	1071	190	881	33	45	73	39	1037	111	960	31	4	2	23	22	1	6	6	16		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	25	570	165	412	56	0	107	2	577	19	558	11	3	1	1	1	1	1	0	0		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	26	135	47	88	12	11	18	6	132	13	122	1	0	1	3	7	0	0	0	1		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	27	139	47	99	6	5	33	3	146	41	105	13	1	2	21	1	0	3	0	0		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515451	Rimavské Brezovo	1	418	81	337	15	29	34	3	405	55	363	25	1	2	22	0	3	0	2	0		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515469	Rimavské Janovce	1	1039	151	892	25	23	57	46	1043	111	932	34	1	0	24	18	3	5	4	22		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557811	Rimavské Zaluany	1	272	88	184	11	21	52	4	272	41	231	9	0	0	24	3	3	0	2	0		
Banskobystrickı kraj	603	Luèenec	607	Poltár	511820	Rovòany	1	215	57	158	3	12	35	7	209	50	165	22	1	6	13	0	2	3	3	0		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515485	Rovné	1	103	40	67	2	16	18	4	107	30	77	12	0	0	15	0	1	0	2	0		
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517232	Rudno nad Hronom	1	419	102	326	19	19	54	10	428	55	373	6	8	10	23	0	3	1	4	0		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515493	Rumince	1	307	69	240	14	9	35	11	309	25	284	2	0	0	10	3	1	1	1	7		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511838	Ruiná	1	659	128	545	20	37	65	6	673	90	583	39	11	6	24	0	0	3	6	1		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515507	Rybník	1	107	12	97	7	1	3	1	109	13	96	10	0	1	1	1	0	0	0	0		
Banskobystrickı kraj	606	Zvolen	605	Krupina	518701	Rykynèice	1	42	20	24	1	6	13	0	44	11	33	3	0	0	7	0	0	0	1	0		
Banskobystrickı kraj	606	Zvolen	605	Krupina	518701	Rykynèice	2	224	69	159	19	16	32	2	228	43	185	12	3	14	8	1	0	2	3	0		
Banskobystrickı kraj	606	Rimavská Sobota	611	Zvolen	518727	Sása	1	105	12	98	7	2	3	0	110	9	101	4	0	1	4	0	0	0	0	0		
Banskobystrickı kraj	604	Zvolen	608	Revúca	557820	Sása	1	753	190	563	21	31	122	16	739	98	655	23	4	12	44	2	3	5	5	0		
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508977	Sebedín - Beèov	1	176	51	133	7	3	40	1	184	26	158	5	0	2	11	0	3	4	1	0		
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508977	Sebedín - Beèov	2	132	35	99	5	12	18	0	134	9	125	4	0	0	3	0	1	1	0	0		
Banskobystrickı kraj	606	Zvolen	605	Krupina	518735	Sebechleby	1	937	383	555	54	130	152	47	938	148	790	37	16	23	22	0	37	7	6	0		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516333	Seèianky	1	323	55	269	7	1	28	19	324	50	274	6	2	2	1	5	0	0	0	34		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516341	Se¾any	1	185	44	141	10	2	26	6	183	28	157	9	1	2	9	1	0	1	2	3		
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508985	Selce	1	833	209	687	18	55	67	69	896	115	781	26	2	16	21	0	15	9	26	0		
Banskobystrickı kraj	603	Luèenec	607	Poltár	515515	Selce	1	92	48	44	5	12	26	5	87	14	78	5	0	2	5	0	1	0	1	0		
Banskobystrickı kraj	606	Zvolen	605	Krupina	518743	Selce	1	88	25	67	4	7	13	1	92	17	75	6	0	1	6	0	1	3	0	0		
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508985	Selce	2	974	279	695	40	77	74	88	901	128	846	28	12	12	27	1	15	4	29	0		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516368	Senné	1	189	67	122	10	4	45	8	189	23	166	6	5	0	7	0	0	2	3	0		
Banskobystrickı kraj	606	Zvolen	605	Krupina	518751	Senohrad	1	616	159	457	41	25	89	4	607	71	545	7	5	27	24	0	0	5	3	0		
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518760	Sielnica	1	1051	210	856	21	39	130	20	1066	122	944	28	6	13	31	1	23	12	8	0		
Banskobystrickı kraj	602	Brezno	603	Brezno	508993	Sihla	1	164	25	139	3	7	14	1	164	20	144	9	0	2	8	0	0	1	0	0		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526258	Sirk	1	561	126	435	13	67	45	1	557	118	443	48	5	1	63	0	0	0	1	0		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526258	Sirk	2	249	116	140	10	21	85	0	256	77	179	20	2	0	54	0	0	0	0	1		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515523	Skerešovo	1	185	41	144	3	9	19	10	183	28	157	6	0	1	4	4	0	1	0	12		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516376	Sklabiná	1	690	58	632	11	7	38	2	678	55	635	12	0	8	26	3	1	1	3	1		
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517241	Sklené Teplice	1	372	127	251	19	26	70	12	378	81	297	18	2	13	38	0	4	5	1	0		
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517259	Slaská	1	399	163	238	42	36	68	17	401	54	347	14	9	14	10	0	1	3	3	0		
Banskobystrickı kraj	606	Zvolen	604	Detva	518794	Slatinské Lazy	1	403	130	273	29	9	87	5	399	64	339	24	3	4	25	0	3	3	1	1		
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	1	817	149	668	17	26	80	26	814	91	726	15	7	3	29	1	14	13	9	0		
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	2	1550	432	1118	66	85	200	81	1518	295	1255	70	15	26	75	0	53	33	21	2		
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	3	790	248	542	21	46	123	58	784	188	602	31	9	11	68	3	33	8	25	0		
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	4	1001	274	727	36	47	141	50	993	184	817	34	19	21	40	3	31	10	26	0		
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	5	111	26	87	6	6	11	3	113	32	81	7	1	6	6	0	8	0	4	0		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515531	Slizké	1	123	12	115	2	3	6	1	127	14	113	4	2	1	2	5	0	0	0	0		
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509001	Slovenská ¼upèa	1	865	181	684	18	76	69	18	860	120	745	39	8	14	33	0	17	4	5	0		
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509001	Slovenská ¼upèa	2	904	156	758	18	66	51	21	914	129	785	36	2	16	33	0	14	15	13	0		
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509001	Slovenská ¼upèa	3	938	172	766	18	44	74	36	927	134	804	36	8	12	28	2	27	9	12	0		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516384	Slovenské Ïarmoty	1	475	57	418	9	8	20	20	404	24	451	7	1	0	3	1	0	0	9	3		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516392	Slovenské K¾aèany	1	124	20	109	4	2	8	6	129	25	104	10	1	2	6	0	0	3	3	0		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515540	Stará Bašta	1	286	75	211	6	2	52	15	283	60	226	7	0	0	0	14	1	0	2	36		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511846	Stará Haliè	1	541	145	396	14	23	84	24	505	90	451	28	1	20	32	1	0	5	3	0		
Banskobystrickı kraj	606	Zvolen	604	Detva	518816	Stará Huta	1	274	54	227	3	11	34	6	281	33	248	8	0	5	12	0	2	0	6	0		
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517267	Stará Kremnièka	1	886	206	683	48	66	75	17	889	104	785	43	3	8	33	0	10	4	3	0		
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509019	Staré Hory	1	453	121	342	15	36	48	22	463	76	387	11	6	19	24	0	8	8	0	0		
Banskobystrickı kraj	606	Zvolen	604	Detva	518824	Stook	1	789	242	548	16	69	138	19	790	76	714	18	3	6	26	1	10	9	3	0		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515566	Stránska	1	273	52	223	20	6	21	5	275	35	240	5	3	1	14	6	2	0	1	3		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516406	Stredné Plachtince	1	547	61	486	3	16	35	7	532	43	504	15	8	0	16	0	0	1	3	0		
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509027	Strelníky	1	651	136	516	27	40	59	10	652	48	604	10	3	0	13	2	11	4	5	0		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515582	Studená	1	213	50	163	17	11	12	10	203	40	173	14	2	0	1	10	0	0	1	12		
Banskobystrickı kraj	606	Zvolen	605	Krupina	518832	Sudince	1	55	28	32	7	3	18	0	60	24	36	5	1	3	15	0	0	0	0	0		
Banskobystrickı kraj	606	Zvolen	605	Krupina	518841	Súdovce	1	160	29	137	5	6	18	0	166	25	141	7	0	2	9	0	6	1	0	0		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516414	Sucháò	1	205	52	156	7	3	40	2	208	32	176	7	2	0	21	0	0	0	2	0		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516422	Suché Brezovo	1	76	12	68	3	0	8	1	80	25	55	12	1	0	10	0	0	1	1	0		
Banskobystrickı kraj	603	Luèenec	607	Poltár	515591	Sušany	1	364	118	246	16	19	77	6	355	81	283	26	0	14	36	1	3	0	1	0		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515604	Sútor	1	317	109	216	65	1	41	2	325	257	68	16	1	1	89	1	104	0	0	45		
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	516597	Svätı Anton	1	996	242	754	63	50	86	43	962	111	885	33	2	16	34	0	8	7	11	0		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511854	Šávo¾	1	429	115	321	38	8	56	13	436	92	344	12	5	1	5	23	0	0	1	45		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511862	Šiatorská Bukovinka	1	268	95	173	10	22	56	7	268	43	225	10	4	4	24	0	1	0	0	0		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511871	Šíd	1	884	176	708	66	24	61	25	884	117	767	9	3	1	5	13	1	2	0	83		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515621	Šimonovce	1	414	190	224	111	16	29	34	410	58	356	7	0	3	2	27	0	1	0	18		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516431	Širákov	1	185	20	167	1	1	9	9	187	18	169	8	0	0	1	4	0	1	3	1		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515639	Širkovce	1	667	126	541	54	18	35	19	648	60	607	8	1	3	1	19	1	0	1	26		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526304	Šivetice	1	250	124	132	29	5	84	6	256	62	194	47	3	1	6	1	0	1	1	2		
Banskobystrickı kraj	603	Luèenec	607	Poltár	511889	Šoltıska	1	117	39	80	7	6	26	0	119	22	97	7	0	0	12	0	2	0	0	1		
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509035	Špania Dolina	1	158	50	119	14	7	24	5	169	49	120	8	4	6	19	0	4	4	4	0		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515647	Španie Pole	1	60	19	44	3	4	11	1	63	13	50	4	1	1	5	2	0	0	0	0		
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517283	Štiavnické Bane	1	680	154	554	27	14	72	41	708	95	613	25	7	11	27	1	4	5	15	0		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515655	Štrkovec	1	286	79	207	8	7	50	14	282	42	244	8	1	0	2	11	0	0	0	20		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516449	Šu¾a	1	58	15	46	1	2	11	1	61	12	49	8	0	0	3	1	0	0	0	0		
Banskobystrickı kraj	602	Brezno	603	Brezno	509043	Šumiac	1	1041	210	831	8	97	87	18	1027	96	945	42	1	8	25	0	13	2	5	0		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511897	Šurice	1	424	121	303	17	8	72	24	424	46	378	3	2	1	8	15	1	1	0	15		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515663	Tachty	1	444	169	275	28	5	68	68	430	136	308	8	5	0	0	92	0	0	0	31		
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509060	Tajov	1	495	131	367	22	31	53	25	498	108	390	40	10	13	27	0	1	7	10	0		
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517291	Tekovská Breznica	1	1036	194	851	26	29	130	9	1045	101	944	26	5	14	35	0	10	7	4	0		
Banskobystrickı kraj	602	Brezno	603	Brezno	509051	Telgárt	1	1108	109	1012	20	31	35	23	1121	103	1018	35	15	16	21	1	8	3	4	0		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515671	Teplı Vrch	1	252	55	201	5	22	26	2	256	55	201	15	3	3	10	18	2	3	0	1		
Banskobystrickı kraj	606	Zvolen	605	Krupina	518867	Terany	1	508	128	380	13	28	87	0	493	83	425	18	2	1	56	0	5	0	1	0		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	1	461	80	381	10	24	36	10	458	40	421	14	2	4	17	0	0	0	3	0		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	2	796	217	580	19	61	115	22	797	102	695	32	1	1	51	3	0	7	7	0		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	3	859	223	636	16	65	108	34	852	101	758	29	5	2	43	0	4	2	16	0		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	4	768	171	597	17	77	70	7	765	63	705	29	6	1	21	1	1	2	2	0		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	5	387	85	305	17	35	28	5	390	34	356	14	3	2	9	0	3	2	0	1		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511901	Toènica	1	272	97	180	24	24	44	5	277	44	233	27	1	1	12	0	1	2	0	0		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511919	Tomášovce	1	1173	476	697	43	92	302	39	1169	160	1013	32	6	13	86	0	3	13	6	1		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515698	Tomášovce	1	146	33	116	6	6	16	5	149	22	127	3	0	1	0	8	3	0	0	7		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	1	329	81	249	10	14	51	6	330	63	267	6	1	1	12	7	3	0	0	33		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	2	591	137	454	33	9	55	40	582	69	522	10	2	0	7	26	0	0	0	24		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	3	609	130	479	19	8	69	34	596	72	537	15	1	0	6	10	0	1	1	38		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	4	476	118	358	28	11	46	33	470	83	393	6	1	0	5	8	1	2	8	52		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	5	738	140	598	22	22	59	37	710	108	630	18	2	1	15	15	3	2	6	46		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	6	739	155	584	27	17	83	28	727	106	633	9	3	5	5	11	6	2	0	65		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	7	953	155	798	22	44	61	28	931	111	842	25	3	7	8	12	5	1	2	48		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	8	1137	266	871	54	36	116	60	1092	182	955	19	4	2	9	21	2	9	1	115		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	9	599	119	480	7	14	75	23	564	69	530	17	2	1	7	12	1	1	0	28		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511927	Trebe¾ovce	1	399	90	309	4	13	60	13	387	61	338	7	3	0	34	8	2	1	1	5		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511927	Trebe¾ovce	2	104	29	75	4	2	18	5	104	10	94	1	0	0	3	2	0	3	0	1		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511927	Trebe¾ovce	3	242	67	175	13	12	38	4	241	36	206	11	1	1	21	0	1	0	0	1		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516457	Trebušovce	1	169	49	120	5	1	19	24	169	29	140	4	0	0	3	2	1	0	1	18		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	557340	Trenè	1	323	37	289	12	5	14	6	326	28	298	11	0	1	8	6	0	0	2	0		
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517313	Trnavá Hora	1	960	150	810	16	43	76	15	944	94	866	34	0	18	19	0	13	3	7	0		
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518875	Tànie	1	311	82	229	7	16	54	5	307	70	241	12	2	7	19	1	22	4	3	0		
Banskobystrickı kraj	606	Zvolen	605	Krupina	518883	Trpín	1	100	35	66	3	14	15	3	101	19	82	5	1	1	11	0	0	0	1	0		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511943	Tuhár	1	316	90	226	13	33	40	4	313	39	277	14	3	3	15	0	2	1	0	1		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526321	Turèok	1	192	81	117	5	14	60	2	198	52	146	15	0	0	34	0	1	1	1	0		
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	557269	Turecká	1	127	35	98	2	9	19	5	133	26	107	3	4	4	7	0	0	3	5	0		
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518891	Turová	1	341	102	243	11	14	73	4	345	59	286	19	3	6	25	1	0	3	2	0		
Banskobystrickı kraj	603	Luèenec	607	Poltár	511978	Uhorské	1	442	157	285	24	33	90	10	439	52	390	17	0	1	26	0	4	2	2	0		
Banskobystrickı kraj	606	Zvolen	605	Krupina	518905	Uòatín	1	146	60	86	7	15	37	1	142	39	107	12	0	9	17	0	0	1	0	0		
Banskobystrickı kraj	603	Luèenec	607	Poltár	580317	Utekáè	1	786	194	592	16	28	141	9	776	102	684	25	4	4	55	0	8	1	4	1		
Banskobystrickı kraj	603	Luèenec	607	Poltár	580317	Utekáè	2	93	28	66	5	5	16	2	94	22	72	4	1	2	13	0	2	0	0	0		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515701	Uzovská Panica	1	476	128	348	82	14	25	7	475	50	426	9	2	14	1	7	3	1	1	12		
Banskobystrickı kraj	602	Brezno	603	Brezno	509086	Valaská	1	1244	299	945	26	110	122	41	1227	164	1080	42	5	8	68	0	23	9	9	0		
Banskobystrickı kraj	602	Brezno	603	Brezno	509086	Valaská	2	1129	238	893	22	94	98	24	1131	119	1012	35	9	5	54	0	3	3	10	0		
Banskobystrickı kraj	602	Brezno	603	Brezno	509086	Valaská	3	447	110	342	10	43	47	10	452	53	399	25	4	2	13	1	4	2	2	0		
Banskobystrickı kraj	602	Brezno	603	Brezno	509086	Valaská	4	276	53	237	5	14	29	5	290	37	253	10	2	5	16	0	2	0	1	1		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515795	Valice	1	206	55	154	33	3	15	4	209	25	184	3	1	0	1	3	0	2	2	13		
Banskobystrickı kraj	602	Brezno	603	Brezno	509094	Va¾kovòa	1	242	37	212	20	5	10	2	249	60	189	40	5	1	11	0	0	1	2	0		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515710	Vèelince	1	640	126	514	37	12	55	22	636	48	592	10	2	0	5	5	3	2	1	20		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515728	Veèelkov	1	218	60	158	13	2	35	10	209	46	172	5	0	0	0	14	0	4	0	23		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516465	Ve¾ká Èalomija	1	538	132	406	15	8	53	56	516	138	400	13	4	1	1	3	0	0	2	114		
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517330	Ve¾ká Lehota	1	952	135	821	25	28	77	5	956	90	866	30	3	23	29	0	5	0	0	0		
Banskobystrickı kraj	606	Zvolen	611	Zvolen	581585	Ve¾ká Lúka	1	432	116	319	9	17	70	20	435	66	369	20	5	8	15	1	5	5	7	0		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511994	Ve¾ká nad Ip¾om	1	744	99	645	7	26	54	12	744	57	687	6	0	3	4	17	0	6	0	21		
Banskobystrickı kraj	603	Luèenec	607	Poltár	512001	Ve¾ká Ves	1	377	87	291	10	34	32	11	378	36	342	9	2	3	18	0	1	0	3	0		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516473	Ve¾ká Ves nad Ip¾om	1	343	53	291	7	0	15	31	344	56	288	5	0	0	3	5	0	0	0	43		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	512010	Ve¾ké Dravce	1	537	226	314	31	13	158	24	540	123	417	14	2	0	14	46	0	0	1	46		
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517348	Ve¾ké Pole	1	285	51	244	6	2	39	4	295	36	259	15	2	0	17	0	1	0	1	0		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	558214	Ve¾ké Straciny	1	140	28	118	6	2	16	4	146	26	120	10	0	1	9	1	2	1	1	1		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515736	Ve¾ké Teriakovce	1	583	133	457	14	50	60	9	590	62	528	17	2	3	24	2	4	8	2	0		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515736	Ve¾ké Teriakovce	2	165	37	128	2	19	16	0	165	23	142	10	1	0	11	1	0	0	0	0		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516490	Ve¾ké Zlievce	1	380	42	341	2	4	20	16	383	50	333	12	1	2	13	8	2	1	7	4		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515744	Ve¾kı Blh	1	808	102	706	15	12	50	25	783	104	704	14	2	7	6	48	1	2	2	22		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	1	675	144	531	22	19	74	29	661	106	569	17	11	10	49	3	3	5	6	2		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	2	1074	81	993	12	17	40	12	1058	61	1013	20	5	4	15	3	5	3	3	3		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	3	1004	116	888	15	30	49	22	983	83	921	15	11	8	19	5	3	10	4	8		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	4	840	98	742	15	28	35	20	816	55	785	16	4	2	19	0	2	4	8	0		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	5	697	45	652	13	6	10	16	642	35	662	14	4	3	6	1	0	1	6	0		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	6	1025	94	931	5	28	34	27	994	69	956	25	1	3	18	1	5	5	5	6		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	7	658	117	541	16	14	62	25	645	91	567	31	8	2	38	2	0	2	7	1		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	8	932	158	774	15	38	81	24	902	129	803	41	7	5	45	6	10	1	11	3		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	9	458	93	365	15	9	46	23	443	64	394	14	4	2	24	3	6	0	7	4		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	10	978	72	906	13	9	33	17	949	39	939	18	2	0	12	2	1	0	3	1		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	11	1189	136	1053	27	27	67	15	1145	106	1083	28	8	7	43	2	8	5	3	2		
