namekraj	idobvod	nameobvod	idokres	nameokres	idobec	nameobec	idokrsek	vuc1_13_votersreg	vuc1_13_votersvalid	vuc1_13_nevolici	vuc1_13_other	vuc1_13_kotleba	vuc1_13_manka	vuc1_13_kanik	vuc1_09_votersreg	vuc1_09_votersvalid	vuc1_09_nevolici	vuc1_09_other	vuc1_09_kotleba	vuc1_09_manka	vuc1_09_mikus	vuc1_09_simko
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515639	Širkovce	1	667	126	541	54	18	35	19	664	200	467	134	8	8	20	30
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526304	Šivetice	1	250	124	131	29	5	84	6	255	48	207	33	3	3	7	2
Banskobystrickı kraj	603	Luèenec	607	Poltár	511889	Šoltıska	1	117	39	78	7	6	26	0	117	30	87	2	6	19	3	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509035	Špania Dolina	1	158	50	108	14	7	24	5	155	57	101	10	7	21	19	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515647	Španie Pole	1	60	19	45	3	4	11	1	64	15	49	0	0	8	7	0
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517283	Štiavnické Bane	1	680	154	526	27	14	72	41	672	188	492	18	9	112	42	7
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515655	Štrkovec	1	286	79	207	8	7	50	14	284	83	203	44	4	11	11	13
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516449	Šu¾a	1	58	15	45	1	2	11	1	60	19	41	5	1	5	5	3
Banskobystrickı kraj	602	Brezno	603	Brezno	509043	Šumiac	1	1041	210	858	8	97	87	18	1068	314	754	105	117	50	33	9
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511897	Šurice	1	424	121	306	17	8	72	24	427	64	363	33	7	9	15	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515663	Tachty	1	444	169	279	28	5	68	68	448	232	216	71	5	100	26	30
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509060	Tajov	1	495	131	364	22	31	53	25	453	136	359	29	15	28	63	1
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517291	Tekovská Breznica	1	1036	194	842	26	29	130	9	1019	263	773	57	34	102	56	14
Banskobystrickı kraj	602	Brezno	603	Brezno	509051	Telgárt	1	1108	109	999	20	31	35	23	1086	157	951	25	20	58	51	3
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515671	Teplı Vrch	1	252	55	197	5	22	26	2	236	69	183	8	10	20	12	19
Banskobystrickı kraj	606	Zvolen	605	Krupina	518867	Terany	1	508	128	380	13	28	87	0	491	137	371	21	12	79	23	2
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	1	461	80	381	10	24	36	10	455	93	368	38	7	29	15	4
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	2	796	217	610	19	61	115	22	827	223	604	58	35	78	38	14
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	3	859	223	663	16	65	108	34	886	240	646	66	50	68	48	8
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	4	768	171	606	17	77	70	7	777	178	599	50	40	54	27	7
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	5	387	85	302	17	35	28	5	386	130	257	39	20	38	28	5
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511901	Toènica	1	272	97	175	24	24	44	5	266	78	194	15	5	42	11	5
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511919	Tomášovce	1	1173	476	698	43	92	302	39	1174	298	876	36	30	169	58	5
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515698	Tomášovce	1	146	33	118	6	6	16	5	151	36	115	7	0	4	4	21
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	1	329	81	262	10	14	51	6	343	121	222	60	4	9	28	20
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	2	591	137	462	33	9	55	40	599	240	359	106	17	61	45	11
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	3	609	130	494	19	8	69	34	624	171	453	67	16	31	47	10
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	4	476	118	369	28	11	46	33	487	151	336	60	11	15	56	9
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	5	738	140	600	22	22	59	37	740	214	526	81	18	42	64	9
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	6	739	155	584	27	17	83	28	719	209	530	98	13	25	57	16
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	7	953	155	867	22	44	61	28	1022	257	765	121	26	33	68	9
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	8	1137	266	896	54	36	116	60	1162	351	811	169	29	32	109	12
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	9	599	119	556	7	14	75	23	675	274	401	181	16	19	54	4
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511927	Trebe¾ovce	1	399	90	311	4	13	60	13	401	83	318	28	6	30	15	4
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511927	Trebe¾ovce	2	104	29	76	4	2	18	5	105	25	80	7	1	11	6	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511927	Trebe¾ovce	3	242	67	182	13	12	38	4	249	66	183	27	5	25	8	1
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516457	Trebušovce	1	169	49	120	5	1	19	24	165	61	108	24	1	5	25	6
Banskobystrickı kraj	603	Luèenec	606	Luèenec	557340	Trenè	1	323	37	286	12	5	14	6	296	37	286	20	2	8	4	3
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517313	Trnavá Hora	1	960	150	810	16	43	76	15	944	143	817	26	13	62	39	3
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518875	Tànie	1	311	82	229	7	16	54	5	310	92	219	7	4	52	29	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518883	Trpín	1	100	35	65	3	14	15	3	90	47	53	8	3	24	12	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511943	Tuhár	1	316	90	239	13	33	40	4	329	100	229	15	11	50	21	3
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526321	Turèok	1	192	81	114	5	14	60	2	195	75	120	13	5	45	10	2
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	557269	Turecká	1	127	35	95	2	9	19	5	130	45	85	16	4	13	11	1
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518891	Turová	1	341	102	239	11	14	73	4	327	106	235	4	6	52	44	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511978	Uhorské	1	442	157	295	24	33	90	10	452	200	252	49	18	97	30	6
Banskobystrickı kraj	606	Zvolen	605	Krupina	518905	Uòatín	1	146	60	86	7	15	37	1	137	44	102	5	8	20	8	3
Banskobystrickı kraj	603	Luèenec	607	Poltár	580317	Utekáè	1	786	194	607	16	28	141	9	801	235	566	60	17	129	22	7
Banskobystrickı kraj	603	Luèenec	607	Poltár	580317	Utekáè	2	93	28	71	5	5	16	2	99	42	57	10	0	14	14	4
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515701	Uzovská Panica	1	476	128	348	82	14	25	7	442	112	364	12	2	4	16	78
Banskobystrickı kraj	602	Brezno	603	Brezno	509086	Valaská	1	1244	299	945	26	110	122	41	1222	259	985	36	54	110	50	9
Banskobystrickı kraj	602	Brezno	603	Brezno	509086	Valaská	2	1129	238	910	22	94	98	24	1148	178	970	23	31	90	30	4
Banskobystrickı kraj	602	Brezno	603	Brezno	509086	Valaská	3	447	110	345	10	43	47	10	455	97	358	17	18	32	28	2
Banskobystrickı kraj	602	Brezno	603	Brezno	509086	Valaská	4	276	53	223	5	14	29	5	267	44	232	12	9	21	1	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515795	Valice	1	206	55	159	33	3	15	4	214	66	148	34	13	3	16	0
Banskobystrickı kraj	602	Brezno	603	Brezno	509094	Va¾kovòa	1	242	37	205	20	5	10	2	226	58	184	17	12	16	6	7
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515710	Vèelince	1	640	126	514	37	12	55	22	616	208	432	55	9	23	35	86
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515728	Veèelkov	1	218	60	172	13	2	35	10	232	111	121	42	3	8	44	14
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516465	Ve¾ká Èalomija	1	538	132	406	15	8	53	56	510	157	381	57	7	24	65	4
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517330	Ve¾ká Lehota	1	952	135	853	25	28	77	5	988	178	810	38	19	65	50	6
Banskobystrickı kraj	606	Zvolen	611	Zvolen	581585	Ve¾ká Lúka	1	432	116	316	9	17	70	20	364	83	349	3	2	62	16	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511994	Ve¾ká nad Ip¾om	1	744	99	645	7	26	54	12	736	110	634	66	11	19	13	1
Banskobystrickı kraj	603	Luèenec	607	Poltár	512001	Ve¾ká Ves	1	377	87	290	10	34	32	11	373	107	270	38	17	28	20	4
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516473	Ve¾ká Ves nad Ip¾om	1	343	53	290	7	0	15	31	330	50	293	16	7	8	19	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	512010	Ve¾ké Dravce	1	537	226	311	31	13	158	24	533	130	407	69	11	13	29	8
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517348	Ve¾ké Pole	1	285	51	237	6	2	39	4	288	32	256	15	0	8	6	3
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	558214	Ve¾ké Straciny	1	140	28	112	6	2	16	4	129	54	86	11	10	16	17	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515736	Ve¾ké Teriakovce	1	583	133	459	14	50	60	9	592	188	404	29	25	56	34	44
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515736	Ve¾ké Teriakovce	2	165	37	136	2	19	16	0	173	55	118	8	7	17	13	10
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516490	Ve¾ké Zlievce	1	380	42	338	2	4	20	16	377	142	238	23	8	35	73	3
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515744	Ve¾kı Blh	1	808	102	708	15	12	50	25	810	168	642	24	6	26	39	73
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	1	675	144	555	22	19	74	29	699	191	508	19	16	86	66	4
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	2	1074	81	1062	12	17	40	12	1143	119	1024	25	8	34	50	2
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	3	1004	116	911	15	30	49	22	1027	175	852	28	29	55	63	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	4	840	98	780	15	28	35	20	878	116	762	16	21	46	31	2
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	5	697	45	707	13	6	10	16	752	67	685	38	2	12	15	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	6	1025	94	959	5	28	34	27	1053	120	933	18	26	36	39	1
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	7	658	117	555	16	14	62	25	672	147	525	24	19	54	49	1
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	8	932	158	849	15	38	81	24	1007	221	786	37	28	86	68	2
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	9	458	93	404	15	9	46	23	497	113	384	13	13	56	29	2
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	10	978	72	1021	13	9	33	17	1093	130	963	46	7	42	33	2
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	11	1189	136	1053	27	27	67	15	1020	196	993	52	17	73	52	2
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	12	741	152	611	16	22	86	28	763	218	545	41	24	83	68	2
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516503	Ve¾kı Lom	1	152	26	146	1	1	18	6	172	49	123	14	2	23	8	2
Banskobystrickı kraj	603	Luèenec	606	Luèenec	557307	Vidiná	1	1551	377	1174	37	80	223	37	1550	401	1150	65	67	147	114	8
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516511	Vieska	1	168	41	127	6	14	17	4	159	62	106	18	5	19	20	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515752	Vieska nad Blhom	1	124	46	78	22	1	18	5	114	23	101	17	0	0	0	6
Banskobystrickı kraj	606	Zvolen	604	Detva	518921	Víg¾aš	1	994	284	710	32	51	169	32	974	265	729	23	11	130	92	9
Banskobystrickı kraj	606	Zvolen	604	Detva	518921	Víg¾aš	2	370	95	283	9	9	74	3	378	80	298	6	9	53	12	0
Banskobystrickı kraj	606	Zvolen	604	Detva	518930	Víg¾ašská Huta - Kalinka	1	297	75	237	4	7	54	10	312	84	228	4	10	43	27	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516520	Vinica	1	683	133	550	17	1	61	54	665	213	470	129	2	32	47	3
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516520	Vinica	2	919	166	780	25	1	69	71	946	232	714	140	3	44	42	3
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515761	Višòové	1	48	10	38	2	2	2	4	43	21	27	6	2	11	2	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	557293	Vlkanová	1	1070	200	870	31	64	78	27	984	178	892	31	23	69	53	2
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515779	Vlkyòa	1	237	78	159	18	17	26	17	227	113	124	73	3	3	5	29
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517356	Voznica	1	522	108	418	7	18	70	13	526	151	375	10	19	104	13	5
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516538	Vrbovka	1	313	101	218	5	2	73	21	319	92	227	37	2	14	38	1
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517364	Vyhne	1	1029	257	801	63	35	129	30	1058	146	912	20	8	62	53	3
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517372	Vysoká	1	108	32	76	5	6	16	5	107	37	71	4	2	6	23	2
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557901	Vyšné Valice	1	212	48	180	16	2	24	6	228	75	153	47	10	5	5	8
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515809	Vyšnı Skálnik	1	132	38	94	5	19	13	1	131	40	92	11	7	13	2	7
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515817	Zádor	1	96	21	77	2	2	8	9	98	45	53	27	0	3	5	10
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516546	Záhorce	1	501	111	390	13	24	64	10	496	125	376	33	15	56	20	1
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516546	Záhorce	2	109	23	86	3	4	16	0	102	32	77	8	1	16	7	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557927	Zacharovce	1	332	94	238	7	16	55	16	328	83	249	4	6	31	11	31
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516554	Závada	1	403	38	365	3	9	23	3	400	98	305	23	12	30	28	5
Banskobystrickı kraj	602	Brezno	603	Brezno	509124	Závadka nad Hronom	1	962	168	795	32	58	72	6	963	289	674	42	115	83	43	6
Banskobystrickı kraj	602	Brezno	603	Brezno	509124	Závadka nad Hronom	2	927	151	809	18	69	47	17	960	261	699	19	136	71	33	2
Banskobystrickı kraj	606	Zvolen	605	Krupina	518956	Zemiansky Vrbovok	1	86	22	77	3	4	14	1	99	23	76	4	4	13	1	1
Banskobystrickı kraj	603	Luèenec	607	Poltár	582051	Zlatno	1	377	113	269	34	20	54	5	382	120	262	44	6	46	16	8
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516562	Zombor	1	97	10	89	3	1	5	1	99	39	60	10	5	11	13	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	1	923	158	765	9	33	89	27	912	223	700	11	9	118	85	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	2	944	286	658	33	36	149	68	807	266	678	22	7	122	114	1
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	3	776	286	490	34	31	146	75	754	318	458	22	7	135	154	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	4	930	317	666	26	29	230	32	983	385	598	25	6	215	137	2
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	5	1662	347	1315	34	46	217	50	1269	368	1294	17	10	220	120	1
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	6	328	63	265	9	15	34	5	315	69	259	1	7	36	25	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	7	555	187	435	8	20	133	26	622	264	358	5	14	164	81	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	8	623	189	438	25	23	118	23	627	239	388	12	7	143	77	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	9	1041	294	747	32	28	187	47	957	329	712	10	9	185	125	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	10	835	253	591	20	26	181	26	844	325	519	10	8	177	128	2
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	11	1042	299	743	28	66	168	37	1026	392	650	18	29	207	137	1
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	12	719	219	500	17	21	145	36	694	251	468	10	4	145	91	1
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	13	1028	268	760	20	31	187	30	1013	327	701	21	12	190	104	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	14	967	263	767	27	36	163	37	1030	281	749	10	19	144	107	1
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	15	897	175	767	20	32	103	20	942	221	721	12	6	120	83	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	16	636	144	499	9	17	102	16	643	196	447	5	9	125	57	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	17	737	227	510	19	35	140	33	732	244	493	1	6	144	93	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	18	831	286	588	18	18	233	17	874	309	565	11	11	213	74	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	19	1042	299	755	14	44	212	29	1054	345	709	3	10	227	105	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	20	1184	388	796	16	22	306	44	1170	383	801	7	16	234	126	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	21	1241	310	931	32	36	200	42	1224	351	890	20	17	217	96	1
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	22	970	217	753	13	22	162	20	928	235	735	9	11	159	56	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	23	841	265	631	24	21	196	24	896	252	644	21	7	142	80	2
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	24	1046	246	876	16	40	170	20	1122	238	884	8	16	169	43	2
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	25	779	183	646	15	33	117	18	829	176	653	7	3	111	55	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	26	760	187	649	11	16	154	6	836	234	602	16	12	169	37	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	27	954	217	789	16	39	153	9	1006	226	780	9	15	148	53	1
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	28	967	242	739	20	31	160	31	981	251	730	11	13	156	70	1
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	29	947	217	750	19	16	162	20	967	225	742	15	7	130	72	1
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	30	62	17	60	2	0	14	1	77	15	62	0	3	8	4	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	31	96	41	55	3	7	29	2	66	11	85	0	0	9	2	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	32	325	82	243	2	13	59	8	100	39	286	0	0	31	8	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	33	1246	284	962	26	58	169	31	325	78	1168	4	8	55	11	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	34	895	214	971	15	34	149	16	1185	316	869	14	28	165	107	2
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	35	997	237	760	21	40	146	30	965	257	740	10	17	168	58	4
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	36	1145	255	971	16	39	177	23	1226	322	904	14	19	209	77	3
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	37	1239	284	987	18	48	183	35	1271	310	961	6	15	169	118	2
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	38	1295	295	1040	36	43	177	39	1335	358	977	9	10	196	141	2
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	39	874	177	697	12	32	112	21	872	205	669	11	13	100	81	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	40	1151	261	890	30	50	136	45	1115	276	875	9	24	145	98	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518972	Zvolenská Slatina	1	1176	284	892	29	64	158	33	1124	224	952	17	25	122	60	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518972	Zvolenská Slatina	2	1114	299	822	27	80	155	37	1121	303	818	23	28	146	92	14
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517381	arnovica	1	1175	259	916	35	48	141	35	1124	311	864	56	30	137	86	2
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517381	arnovica	2	985	253	732	21	42	165	25	979	223	762	43	26	101	47	6
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517381	arnovica	3	846	204	682	18	39	135	12	886	224	662	26	36	119	39	4
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517381	arnovica	4	861	276	644	28	52	163	33	920	279	641	58	37	125	54	5
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517381	arnovica	5	868	250	618	29	35	163	23	837	253	615	37	25	139	43	9
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517381	arnovica	6	88	21	69	7	3	9	2	90	22	68	3	1	11	7	0
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517381	arnovica	7	141	80	63	8	9	60	3	143	71	72	19	15	26	9	2
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517381	arnovica	8	170	55	118	21	7	23	4	173	66	107	14	10	20	22	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518981	elezná Breznica	1	463	142	321	2	27	100	13	436	133	330	5	4	107	17	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516571	elovce	1	1106	143	993	20	21	54	48	1136	260	876	112	18	40	88	2
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515833	iar	1	116	51	77	4	5	35	7	128	65	63	34	4	6	17	4
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516589	iar nad Hronom	1	1127	206	947	27	68	82	29	1153	184	969	30	25	62	64	3
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516589	iar nad Hronom	2	1196	304	898	48	63	144	49	1202	308	894	38	24	126	112	8
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516589	iar nad Hronom	3	909	176	830	39	29	91	17	1006	163	843	32	19	69	36	7
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516589	iar nad Hronom	4	2052	249	1803	52	43	126	28	1724	248	1804	47	36	103	59	3
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516589	iar nad Hronom	5	840	168	694	17	32	99	20	862	153	709	30	25	53	41	4
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516589	iar nad Hronom	6	982	232	826	24	48	125	35	1058	237	821	37	14	106	78	2
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516589	iar nad Hronom	7	1009	245	764	33	46	137	29	1008	204	805	33	17	85	64	5
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516589	iar nad Hronom	8	1101	217	907	32	36	120	29	1124	195	929	24	15	82	71	3
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516589	iar nad Hronom	9	1094	245	849	30	49	138	28	1090	221	873	30	32	101	56	2
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516589	iar nad Hronom	10	909	230	746	30	31	145	24	976	249	727	43	10	134	51	11
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516589	iar nad Hronom	11	1433	251	1182	39	77	91	44	1404	248	1185	23	31	91	99	4
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516589	iar nad Hronom	12	1029	142	947	21	33	75	13	1089	134	955	38	13	41	37	5
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516589	iar nad Hronom	13	1034	166	930	23	32	85	26	1096	164	932	16	31	55	59	3
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516589	iar nad Hronom	14	908	192	717	25	32	116	19	909	177	732	25	12	86	51	3
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516589	iar nad Hronom	15	248	53	209	6	11	31	5	262	44	218	7	4	27	5	1
Banskobystrickı kraj	606	Zvolen	605	Krupina	518999	ibritov	1	59	31	28	7	4	16	4	56	28	31	8	1	17	2	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515841	íp	1	136	45	91	19	5	14	7	134	83	53	7	1	57	8	10
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517399	upkov	1	699	294	405	60	75	133	26	588	208	491	48	26	93	34	7
