namekraj	idobvod	nameobvod	idokres	nameokres	idobec	nameobec	idokrsek	vuc2_13_votersreg	vuc2_13_votersvalid	vuc2_13_nevolici	vuc2_13_manka	vuc2_13_kotleba	vuc2_09_votersreg	vuc2_09_votersvalid	vuc2_09_nevolici	vuc2_09_manka	vuc2_09_mikus
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515124	Lehota nad Rimavicou	1	239	90	167	33	57	257	59	198	40	19
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511528	Lehôtka	1	282	79	203	29	50	271	44	238	32	12
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517011	Lehôtka pod Brehmi	1	327	94	233	32	62	311	56	271	41	15
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515132	Lenartovce	1	411	71	340	43	28	394	22	389	14	8
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515141	Lenka	1	161	55	116	27	28	171	63	108	5	58
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511536	Lentvora	1	50	21	29	20	1	48	14	36	13	1
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516155	Lesenice	1	451	64	394	38	26	458	117	341	32	85
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518581	Leš (vojenskı obvod)	1	66	9	57	4	5	39	10	56	3	7
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515574	Leváre	1	83	37	46	22	15	82	29	54	10	19
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515159	Levkuška	1	182	15	167	9	6	176	49	133	32	17
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525901	Licince	1	488	51	437	22	29	473	58	430	28	30
Banskobystrickı kraj	606	Zvolen	611	Zvolen	558133	Lieskovec	1	1179	349	830	212	137	1 169	320	859	208	112
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511544	Lipovany	1	210	55	161	24	31	216	51	165	33	18
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515167	Lipovec	1	49	8	42	6	2	50	20	30	18	2
Banskobystrickı kraj	606	Zvolen	605	Krupina	518603	Lišov	1	188	78	118	48	30	196	90	106	81	9
Banskobystrickı kraj	606	Zvolen	605	Krupina	518611	Litava	1	571	170	401	100	70	546	106	465	88	18
Banskobystrickı kraj	602	Brezno	603	Brezno	508730	Lom nad Rimavicou	1	233	72	172	32	40	244	53	191	37	16
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517020	Lovèa	1	589	177	415	87	90	592	140	452	83	57
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517038	Lovèica - Trubín	1	694	170	524	59	111	680	86	608	51	35
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517038	Lovèica - Trubín	2	582	137	445	54	83	565	74	508	45	29
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511552	Lovinobaòa	1	1483	334	1149	104	230	1 481	172	1311	123	49
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511552	Lovinobaòa	2	173	39	148	19	20	187	32	155	29	3
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525928	Lubeník	1	1057	261	796	135	126	1 024	128	929	90	38
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508748	¼ubietová	1	929	259	670	72	187	857	127	802	56	71
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511561	¼uboreè	1	271	65	206	27	38	271	39	232	29	10
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516163	¼uborieèka	1	114	32	82	16	16	112	27	87	20	7
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508756	Luèatín	1	547	182	365	50	132	536	112	435	43	69
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	1	1463	283	1180	96	187	1 039	83	1380	46	37
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	2	1200	232	971	69	163	1 203	137	1066	54	83
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	3	875	186	801	103	83	987	163	824	90	73
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	4	1182	243	940	99	144	1 183	146	1037	69	77
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	5	968	169	806	61	108	975	91	884	43	48
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	6	650	125	525	57	68	627	74	576	33	41
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	7	501	90	411	22	68	484	71	430	27	44
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	8	810	151	701	64	87	852	128	724	59	69
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	9	818	168	684	76	92	852	123	729	76	47
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	10	1281	191	1090	109	82	1 046	145	1136	83	62
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	11	759	177	610	86	91	787	121	666	65	56
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	12	726	159	608	61	98	767	100	667	41	59
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	13	964	226	740	101	125	966	133	833	76	57
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	14	648	161	872	88	73	1 033	181	852	96	85
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	15	933	167	794	72	95	961	145	816	83	62
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	16	832	119	768	47	72	887	50	837	21	29
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	17	863	165	698	61	104	851	82	781	40	42
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	18	888	148	765	73	75	913	98	815	49	49
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	19	933	163	811	48	115	974	98	876	58	40
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	20	757	144	646	67	77	790	115	675	45	70
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	21	834	120	772	45	75	892	83	809	46	37
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	22	765	102	677	40	62	779	57	722	27	30
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	23	1054	230	834	116	114	1 064	136	928	84	52
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	24	924	155	777	51	104	932	97	835	48	49
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	25	707	133	602	52	81	735	87	648	35	52
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	26	348	81	267	40	41	346	48	300	30	18
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517046	Lúèky	1	173	47	134	15	32	181	24	157	14	10
Banskobystrickı kraj	606	Zvolen	611	Zvolen	558087	Lukavica	1	130	40	90	21	19	119	32	98	20	12
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515175	Lukovištia	1	156	36	125	18	18	161	21	140	14	7
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511579	Lupoè	1	189	58	140	31	27	198	50	148	39	11
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	599336	Lutila	1	1118	269	849	81	188	1 094	184	934	79	105
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525944	Magnezitovce	1	266	82	189	26	56	271	46	225	38	8
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525944	Magnezitovce	2	81	18	68	6	12	86	25	61	17	8
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516171	Malá Èalomija	1	190	49	145	29	20	194	63	131	43	20
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517062	Malá Lehota	1	761	117	661	69	48	778	90	688	73	17
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	580244	Malachov	1	899	260	639	115	145	845	167	732	57	110
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	558206	Malé Straciny	1	106	26	80	12	14	101	29	77	5	24
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516198	Malé Zlievce	1	224	67	157	37	30	217	83	141	27	56
Banskobystrickı kraj	603	Luèenec	607	Poltár	511595	Málinec	1	539	139	400	72	67	525	90	449	65	25
Banskobystrickı kraj	603	Luèenec	607	Poltár	511595	Málinec	2	612	119	517	36	83	636	77	559	62	15
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	558192	Malı Krtíš	1	426	82	344	34	48	398	60	366	22	38
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515183	Martinová	1	150	14	152	12	2	166	7	159	6	1
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511609	Mašková	1	260	54	206	22	32	247	44	216	30	14
Banskobystrickı kraj	606	Zvolen	605	Krupina	518646	Medovarce	1	176	61	128	44	17	189	39	150	24	15
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508764	Medzibrod	1	1121	378	743	116	262	1 093	219	902	122	97
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518654	Michalková	1	35	12	24	5	7	36	14	22	11	3
Banskobystrickı kraj	602	Brezno	603	Brezno	508772	Michalová	1	598	178	420	40	138	571	69	529	38	31
Banskobystrickı kraj	603	Luèenec	606	Luèenec	580309	Mikušovce	1	229	65	164	39	26	224	33	196	8	25
Banskobystrickı kraj	603	Luèenec	607	Poltár	511617	Mládzovo	1	93	39	54	29	10	92	33	60	25	8
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517071	Moèiar	1	135	45	96	20	25	141	52	89	45	7
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516210	Modrı Kameò	1	1286	255	1031	124	131	1 236	212	1074	121	91
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	580384	Mokrá Lúka	1	434	170	264	85	85	434	103	331	78	25
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508781	Môlèa	1	300	66	234	27	39	287	52	248	31	21
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508799	Moštenica	1	177	75	102	38	37	172	52	125	30	22
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508802	Motyèky	1	86	41	53	19	22	94	34	60	26	8
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511625	Muèín	1	562	68	494	34	34	538	48	514	22	26
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516228	Mu¾a	1	239	45	194	32	13	226	44	195	15	29
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525987	Muráò	1	957	273	699	98	175	972	136	836	60	76
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525995	Muránska Dlhá Lúka	1	647	246	401	99	147	619	80	567	41	39
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526002	Muránska Huta	1	92	33	59	9	24	90	44	48	36	8
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526002	Muránska Huta	2	71	20	52	3	17	72	5	67	0	5
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526011	Muránska Lehota	1	166	41	133	20	21	174	18	156	13	5
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526029	Muránska Zdychava	1	197	50	169	21	29	219	66	153	48	18
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511641	Mıtna	1	957	204	775	65	139	979	160	819	131	29
Banskobystrickı kraj	602	Brezno	603	Brezno	508811	Mıto pod Ïumbierom	1	436	147	299	55	92	446	112	334	50	62
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526037	Nandra	1	176	76	100	40	36	174	37	139	28	9
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	557285	Nemce	1	987	294	693	99	195	980	201	786	89	112
Banskobystrickı kraj	602	Brezno	603	Brezno	508829	Nemecká	1	769	185	595	75	110	780	104	676	40	64
Banskobystrickı kraj	602	Brezno	603	Brezno	508829	Nemecká	2	717	206	533	65	141	739	133	606	83	50
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516236	Nenince	1	1160	195	965	130	65	1 141	242	918	51	191
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515205	Neporadza	1	176	74	102	71	3	169	51	125	19	32
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517089	Nevo¾né	1	343	81	266	45	36	347	87	260	38	49
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511668	Nitra nad Ip¾om	1	245	18	227	6	12	220	44	201	8	36
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557790	Ninı Skálnik	1	161	49	112	19	30	152	36	125	18	18
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	1	1207	194	1013	95	99	1 177	201	1006	80	121
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	2	1523	308	1215	105	203	1 518	228	1295	99	129
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	3	1576	272	1304	96	176	1 534	177	1399	64	113
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	4	1042	212	887	108	104	1 099	152	947	76	76
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	5	297	42	264	29	13	306	25	281	14	11
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	6	474	68	406	25	43	463	57	417	15	42
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515230	Nová Bašta	1	433	50	388	39	11	438	85	353	49	36
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516244	Nová Ves	1	318	118	200	74	44	310	112	206	101	11
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511676	Nové Hony	1	159	29	130	20	9	154	24	135	14	10
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516252	Obeckov	1	412	54	358	28	26	396	54	358	28	26
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518662	Oèová	1	979	211	768	110	101	931	142	837	90	52
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518662	Oèová	2	1017	275	754	143	132	1 029	211	818	151	60
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518662	Oèová	3	152	61	102	35	26	163	41	122	27	14
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516261	Olováry	1	257	101	163	82	19	264	75	189	13	62
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516279	Opatovská Nová Ves	1	562	93	469	59	34	562	77	485	34	43
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516287	Opava	1	96	19	86	14	5	105	14	91	14	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508837	Oravce	1	142	26	116	15	11	142	28	114	19	9
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515248	Orávka	1	129	51	78	21	30	128	52	77	48	4
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	580546	Orovnica	1	474	114	360	35	79	455	48	426	39	9
Banskobystrickı kraj	602	Brezno	603	Brezno	508845	Osrblie	1	319	115	212	41	74	327	79	248	61	18
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518671	Ostrá Lúka	1	248	79	169	50	29	236	84	164	77	7
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517119	Ostrı Grúò	1	433	122	323	45	77	445	64	381	45	19
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515256	Otroèok	1	229	50	179	16	34	229	44	185	27	17
Banskobystrickı kraj	603	Luèenec	607	Poltár	511684	Ozdín	1	149	58	101	38	20	159	69	90	51	18
Banskobystrickı kraj	603	Luèenec	607	Poltár	511684	Ozdín	2	159	31	131	22	9	162	44	118	39	5
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515264	Oïany	1	1306	248	1058	93	155	1 260	99	1207	41	58
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515272	Padarovce	1	144	37	113	26	11	150	28	122	9	19
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511692	Panické Dravce	1	593	80	530	34	46	610	57	553	18	39
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515281	Pavlovce	1	260	60	200	46	14	239	33	227	5	28
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515299	Petrovce	1	205	15	190	10	5	205	32	173	8	24
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511706	Píla	1	217	70	147	26	44	213	46	171	42	4
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517127	Píla	1	103	32	73	16	16	105	16	89	12	4
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511714	Pinciná	1	194	47	149	23	24	196	29	167	3	26
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517135	Pitelová	1	563	135	428	58	77	552	75	488	51	24
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511722	Pleš	1	176	39	141	21	18	180	30	150	16	14
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518689	Pliešovce	1	865	205	660	77	128	863	139	726	92	47
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518689	Pliešovce	2	806	166	659	87	79	825	113	712	92	21
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518689	Pliešovce	3	155	22	133	13	9	147	13	142	3	10
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515302	Ploské	1	63	22	41	11	11	60	14	49	6	8
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517160	Poèúvadlo	1	75	24	59	15	9	83	17	66	5	12
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	1	671	213	458	85	128	657	119	552	59	60
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	2	1187	273	916	122	151	1 189	201	988	130	71
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	3	192	70	122	10	60	190	25	167	15	10
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	4	1257	353	944	52	301	1 297	108	1189	68	40
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517143	Podhorie	1	294	115	187	38	77	302	126	176	83	43
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508861	Podkonice	1	746	188	558	45	143	728	126	620	35	91
Banskobystrickı kraj	606	Zvolen	604	Detva	511731	Podkriváò	1	354	90	275	52	38	365	84	281	55	29
Banskobystrickı kraj	606	Zvolen	604	Detva	511731	Podkriváò	2	124	23	116	8	15	139	15	124	10	5
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511749	Podreèany	1	482	94	388	39	55	475	57	425	42	15
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518697	Podzámèok	1	374	114	260	63	51	327	114	260	60	54
Banskobystrickı kraj	602	Brezno	603	Brezno	508870	Pohorelá	1	900	199	706	56	143	905	166	739	91	75
Banskobystrickı kraj	602	Brezno	603	Brezno	508870	Pohorelá	2	820	180	690	63	117	870	78	792	47	31
Banskobystrickı kraj	602	Brezno	603	Brezno	508870	Pohorelá	3	178	54	135	21	33	189	38	151	25	13
Banskobystrickı kraj	602	Brezno	603	Brezno	508888	Pohronská Polhora	1	645	139	506	33	106	644	84	561	41	43
Banskobystrickı kraj	602	Brezno	603	Brezno	508888	Pohronská Polhora	2	715	191	524	38	153	698	77	638	39	38
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508896	Pohronskı Bukovec	1	86	28	59	21	7	87	39	48	32	7
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511757	Polichno	1	106	21	89	17	4	110	29	81	22	7
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515311	Polina	1	98	35	77	17	18	112	43	69	21	22
Banskobystrickı kraj	602	Brezno	603	Brezno	508900	Polomka	1	902	185	717	41	144	870	213	689	101	112
Banskobystrickı kraj	602	Brezno	603	Brezno	508900	Polomka	2	703	171	545	32	139	716	181	535	51	130
Banskobystrickı kraj	602	Brezno	603	Brezno	508900	Polomka	3	861	219	671	32	187	890	204	686	78	126
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	1	814	250	573	124	126	823	187	636	136	51
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	2	956	242	714	117	125	949	114	842	83	31
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	3	818	272	565	87	185	837	124	713	92	32
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	4	855	234	650	115	119	884	148	736	128	20
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	5	956	264	692	172	92	923	109	847	84	25
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	6	171	66	105	17	49	169	51	120	43	8
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	7	124	47	83	24	23	130	34	96	19	15
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508918	Poniky	1	771	240	547	78	162	787	115	672	60	55
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508918	Poniky	2	229	82	151	29	53	233	29	204	19	10
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508918	Poniky	3	280	92	188	21	71	265	65	215	17	48
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515337	Poproè	1	18	12	6	9	3	15	8	10	7	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515345	Potok	1	37	10	27	6	4	35	9	28	7	2
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516295	Pôtor	1	466	87	379	32	55	463	55	411	41	14
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516295	Pôtor	2	202	37	167	16	21	204	40	164	29	11
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508926	Povrazník	1	122	68	54	26	42	120	37	85	32	5
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511773	Praha	1	69	19	54	11	8	73	19	54	11	8
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516309	Pravica	1	85	16	69	12	4	84	10	75	7	3
Banskobystrickı kraj	602	Brezno	603	Brezno	508934	Predajná	1	1107	273	851	89	184	1 124	176	948	123	53
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517178	Prenèov	1	539	135	404	88	47	473	87	452	68	19
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517186	Prestavlky	1	540	178	379	91	87	557	207	350	156	51
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516317	Príbelce	1	472	88	384	42	46	462	74	398	43	31
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508942	Priechod	1	787	222	565	40	182	770	162	625	31	131
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526100	Prihradzany	1	70	27	43	11	16	68	15	55	13	2
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517194	Prochot	1	497	148	349	84	64	492	132	365	105	27
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511781	Prša	1	154	29	125	18	11	148	32	122	24	8
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515353	Radnovce	1	556	141	415	134	7	503	87	469	22	65
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511790	Radzovce	1	1349	232	1117	186	46	1 338	139	1210	80	59
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526118	Rákoš	1	346	102	245	38	64	347	66	281	61	5
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557854	Rakytník	1	195	32	163	18	14	189	25	170	11	14
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511803	Rapovce	1	755	120	636	83	37	756	126	630	39	87
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515361	Rašice	1	107	29	84	26	3	113	30	83	14	16
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511811	Ratka	1	296	81	215	58	23	277	133	163	120	13
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515370	Ratková	1	416	90	326	47	43	403	92	324	83	9
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515388	Ratkovská Lehota	1	51	32	19	5	27	50	28	23	3	25
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515396	Ratkovská Suchá	1	42	15	27	5	10	40	14	28	4	10
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515400	Ratkovské Bystré	1	304	109	203	49	60	312	50	262	35	15
Banskobystrickı kraj	602	Brezno	603	Brezno	508951	Ráztoka	1	244	79	165	51	28	241	60	184	46	14
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517216	Repište	1	258	72	186	21	51	246	36	222	19	17
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	1	1022	242	833	47	195	1 075	70	1005	39	31
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	2	892	254	681	95	159	935	116	819	70	46
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	3	1108	340	807	99	241	1 147	105	1042	68	37
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	4	914	215	749	65	150	964	114	850	77	37
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	5	1118	272	896	41	231	1 168	75	1093	34	41
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	6	902	229	673	61	168	901	86	816	57	29
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	7	1072	258	814	95	163	926	90	982	45	45
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	8	1066	157	909	63	94	1 015	48	1018	33	15
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	9	944	299	645	80	219	931	141	803	82	59
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	10	482	131	351	11	120	482	49	433	20	29
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	11	883	206	700	56	150	906	77	829	54	23
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526151	Revúcka Lehota	1	279	107	172	36	71	278	108	171	63	45
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508969	Rieèka	1	601	226	375	93	133	553	164	437	55	109
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557765	Rieèka	1	189	29	160	13	16	183	26	163	16	10
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515426	Rimavská Baòa	1	404	128	276	56	72	373	70	334	48	22
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515442	Rimavská Seè	1	637	21	618	13	8	639	44	595	26	18
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515442	Rimavská Seè	2	680	65	617	36	29	682	72	610	49	23
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	1	1133	130	1003	66	64	923	90	1043	46	44
