namekraj	idobvod	nameobvod	idokres	nameokres	idobec	nameobec	idokrsek	vuc2_13_votersreg	vuc2_13_votersvalid	vuc2_13_nevolici	vuc2_13_manka	vuc2_13_kotleba	vuc2_09_votersreg	vuc2_09_votersvalid	vuc2_09_nevolici	vuc2_09_manka	vuc2_09_mikus
Banskobystrickı kraj	602	Brezno	603	Brezno	508535	Dolná Lehota	1	609	134	475	61	73	603	78	531	30	48
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508543	Dolná Mièiná	1	311	89	222	34	55	296	42	269	23	19
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515965	Dolná Strehová	1	870	148	722	46	102	841	211	659	114	97
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516724	Dolná Trnávka	1	296	133	171	31	102	304	79	225	32	47
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516732	Dolná Ves	1	203	61	147	26	35	208	26	182	14	12
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516741	Dolná daòa	1	675	154	521	53	101	558	101	574	63	38
Banskobystrickı kraj	606	Zvolen	605	Krupina	518301	Dolné Mladonice	1	105	36	69	21	15	105	29	76	13	16
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515973	Dolné Plachtince	1	492	110	383	57	53	493	71	422	50	21
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515981	Dolné Strháre	1	169	41	128	27	14	163	60	109	31	29
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514632	Dolné Zahorany	1	157	32	135	19	13	167	26	141	16	10
Banskobystrickı kraj	606	Zvolen	605	Krupina	518310	Dolnı Badín	1	213	78	135	29	49	206	39	174	22	17
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508551	Dolnı Harmanec	1	192	52	140	21	31	180	41	151	21	20
Banskobystrickı kraj	606	Zvolen	605	Krupina	518336	Domaníky	1	162	44	118	29	15	161	51	111	31	20
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508560	Donovaly	1	175	64	127	26	38	191	60	131	25	35
Banskobystrickı kraj	602	Brezno	603	Brezno	508578	Drábsko	1	160	41	120	25	16	161	28	133	15	13
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514641	Draice	1	181	25	156	19	6	157	10	171	5	5
Banskobystrickı kraj	606	Zvolen	605	Krupina	518344	Dráovce	1	101	37	64	23	14	90	35	66	18	17
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514659	Drienèany	1	162	65	105	24	41	170	39	131	27	12
Banskobystrickı kraj	606	Zvolen	605	Krupina	518352	Drienovo	1	87	26	61	5	21	87	27	60	16	11
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514667	Dròa	1	136	34	109	20	14	143	26	117	14	12
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	514675	Drkovce	1	403	70	333	18	52	392	112	291	42	70
Banskobystrickı kraj	603	Luèenec	607	Poltár	557323	Ïubákovo	1	79	27	58	9	18	85	30	55	17	13
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514683	Dubno	1	120	34	92	18	16	126	36	90	23	13
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518361	Dubové	1	215	76	139	56	20	212	71	144	63	8
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514691	Dubovec	1	391	43	348	34	9	382	17	374	12	5
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508586	Dúbravica	1	305	99	206	41	58	289	48	257	27	21
Banskobystrickı kraj	606	Zvolen	604	Detva	518379	Dúbravy	1	537	156	381	79	77	519	123	414	88	35
Banskobystrickı kraj	606	Zvolen	604	Detva	518379	Dúbravy	2	167	74	99	33	41	173	41	132	34	7
Banskobystrickı kraj	606	Zvolen	604	Detva	518379	Dúbravy	3	97	43	60	15	28	103	20	83	12	8
Banskobystrickı kraj	606	Zvolen	605	Krupina	518387	Dudince	1	1245	250	1005	135	115	1 255	230	1025	124	106
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557919	Dulovo	1	121	17	106	9	8	123	12	111	2	10
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515990	Ïurkovce	1	112	28	84	28	0	106	37	75	9	28
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514713	Figa	1	315	51	264	18	33	305	38	277	28	10
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511391	Fi¾akovo	1	961	111	860	42	69	971	65	906	44	21
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511391	Fi¾akovo	2	877	77	838	38	39	915	52	863	23	29
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511391	Fi¾akovo	3	927	98	829	58	40	922	57	870	32	25
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511391	Fi¾akovo	4	918	136	825	84	52	961	88	873	47	41
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511391	Fi¾akovo	5	1013	171	864	104	67	1 035	117	918	60	57
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511391	Fi¾akovo	6	620	61	565	29	32	626	27	599	10	17
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511391	Fi¾akovo	7	945	80	865	43	37	928	52	893	23	29
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511391	Fi¾akovo	8	762	107	675	50	57	782	50	732	27	23
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511391	Fi¾akovo	9	1182	115	1067	58	57	1 153	91	1091	54	37
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511404	Fi¾akovské Kováèe	1	704	72	637	39	33	709	44	665	13	31
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	514721	Gemer	1	692	60	632	25	35	674	55	637	18	37
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514730	Gemerèek	1	90	10	80	5	5	89	23	67	11	12
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	514756	Gemerská Ves	1	696	42	654	22	20	676	66	630	30	36
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514764	Gemerské Dechtáre	1	362	67	295	53	14	358	47	315	22	25
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557889	Gemerské Michalovce	1	79	27	52	23	4	78	20	59	13	7
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525677	Gemerské Teplice	1	165	41	124	27	14	165	35	130	31	4
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525677	Gemerské Teplice	2	132	64	68	17	47	123	43	89	33	10
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514781	Gemerskı Jablonec	1	587	125	462	98	27	587	48	539	31	17
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525685	Gemerskı Sad	1	107	49	59	20	29	108	40	68	8	32
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525685	Gemerskı Sad	2	134	29	111	13	16	140	29	111	12	17
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516007	Glabušovce	1	93	44	49	28	16	91	30	63	14	16
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514799	Gortva	1	393	20	376	17	3	396	25	371	6	19
Banskobystrickı kraj	603	Luèenec	606	Luèenec	557331	Gregorova Vieska	1	107	30	77	19	11	101	21	86	11	10
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514811	Hajnáèka	1	961	140	821	117	23	951	244	717	196	48
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511421	Haliè	1	1387	346	1041	121	225	1 371	291	1096	91	200
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508594	Harmanec	1	754	168	599	53	115	767	98	669	73	25
Banskobystrickı kraj	602	Brezno	603	Brezno	508608	He¾pa	1	746	181	577	36	145	758	150	608	51	99
Banskobystrickı kraj	602	Brezno	603	Brezno	508608	He¾pa	2	791	173	618	58	115	785	89	702	35	54
Banskobystrickı kraj	602	Brezno	603	Brezno	508608	He¾pa	3	760	216	571	57	159	787	113	674	36	77
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508616	Hiade¾	1	433	102	341	32	70	443	59	384	45	14
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516767	Hliník nad Hronom	1	1238	277	970	108	169	1 247	187	1060	100	87
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516767	Hliník nad Hronom	2	1182	285	897	117	168	1 173	199	983	108	91
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514829	Hnúša	1	342	48	294	22	26	219	36	306	28	8
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514829	Hnúša	2	703	93	610	31	62	571	50	653	42	8
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514829	Hnúša	3	848	171	677	60	111	824	97	751	58	39
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514829	Hnúša	4	1179	363	834	113	250	1 197	187	1010	123	64
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514829	Hnúša	5	669	200	507	91	109	707	132	575	83	49
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514829	Hnúša	6	913	273	724	67	206	997	127	870	72	55
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514829	Hnúša	7	1057	190	922	68	122	1 112	97	1015	76	21
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514837	Hodejov	1	1050	161	889	71	90	1 039	96	954	57	39
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514845	Hodejovec	1	156	28	132	13	15	160	21	139	13	8
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516759	Hodruša - Hámre	1	562	94	482	36	58	576	50	526	30	20
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516759	Hodruša - Hámre	2	1182	336	846	163	173	1 138	229	953	159	70
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516759	Hodruša - Hámre	3	104	40	81	20	20	121	39	82	31	8
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511439	Holiša	1	479	49	430	38	11	476	35	444	17	18
Banskobystrickı kraj	606	Zvolen	605	Krupina	518409	Hontianske Moravce	1	714	216	498	113	103	708	219	495	158	61
Banskobystrickı kraj	606	Zvolen	605	Krupina	518417	Hontianske Nemce	1	1224	239	985	100	139	1 215	168	1056	83	85
Banskobystrickı kraj	606	Zvolen	605	Krupina	518425	Hontianske Tesáre	1	415	71	344	36	35	399	54	361	33	21
Banskobystrickı kraj	606	Zvolen	605	Krupina	518425	Hontianske Tesáre	2	51	18	39	12	6	57	18	39	16	2
Banskobystrickı kraj	606	Zvolen	605	Krupina	518425	Hontianske Tesáre	3	145	31	115	21	10	146	18	128	12	6
Banskobystrickı kraj	606	Zvolen	605	Krupina	518425	Hontianske Tesáre	4	84	19	71	9	10	90	20	70	14	6
Banskobystrickı kraj	602	Brezno	603	Brezno	508624	Horná Lehota	1	480	139	341	59	80	474	89	391	58	31
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508632	Horná Mièiná	1	474	174	300	78	96	427	98	376	47	51
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516015	Horná Strehová	1	132	32	104	9	23	136	32	104	20	12
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	581747	Horná Ves	1	595	134	461	49	85	579	75	520	45	30
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516791	Horná daòa	1	435	105	330	47	58	422	64	371	45	19
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516805	Horné Hámre	1	493	99	433	40	59	532	122	410	58	64
Banskobystrickı kraj	606	Zvolen	605	Krupina	518433	Horné Mladonice	1	134	41	100	28	13	141	29	112	19	10
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516023	Horné Plachtince	1	172	31	141	8	23	167	41	131	24	17
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508641	Horné Pršany	1	320	125	200	59	66	325	95	230	58	37
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516031	Horné Strháre	1	189	48	148	22	26	196	48	148	26	22
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514853	Horné Zahorany	1	112	43	73	22	21	116	41	75	30	11
Banskobystrickı kraj	606	Zvolen	605	Krupina	518441	Hornı Badín	1	147	56	91	19	37	145	58	89	27	31
Banskobystrickı kraj	606	Zvolen	604	Detva	518450	Hornı Tisovník	1	176	78	104	40	38	182	56	126	40	16
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514861	Hostice	1	675	76	599	46	30	664	79	596	15	64
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514870	Hostišovce	1	158	57	101	44	13	153	8	150	7	1
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516813	Hrabièov	1	475	99	390	27	72	489	84	405	61	23
Banskobystrickı kraj	603	Luèenec	607	Poltár	511447	Hradište	1	219	77	149	44	33	226	98	128	88	10
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514888	Hrachovo	1	654	178	476	52	126	651	134	520	107	27
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514888	Hrachovo	2	56	28	28	8	20	53	19	37	6	13
Banskobystrickı kraj	606	Zvolen	604	Detva	518468	Hriòová	1	418	46	376	29	17	422	34	388	25	9
Banskobystrickı kraj	606	Zvolen	604	Detva	518468	Hriòová	2	742	166	896	83	83	1 062	158	904	101	57
Banskobystrickı kraj	606	Zvolen	604	Detva	518468	Hriòová	3	201	27	241	13	14	268	22	246	8	14
Banskobystrickı kraj	606	Zvolen	604	Detva	518468	Hriòová	4	219	67	152	45	22	200	23	196	16	7
Banskobystrickı kraj	606	Zvolen	604	Detva	518468	Hriòová	5	196	45	1048	28	17	1 093	140	953	62	78
Banskobystrickı kraj	606	Zvolen	604	Detva	518468	Hriòová	6	375	44	878	21	23	922	181	741	123	58
Banskobystrickı kraj	606	Zvolen	604	Detva	518468	Hriòová	7	512	96	1002	38	58	1 098	177	921	87	90
Banskobystrickı kraj	606	Zvolen	604	Detva	518468	Hriòová	8	815	157	994	80	77	1 151	115	1036	45	70
Banskobystrickı kraj	606	Zvolen	604	Detva	518468	Hriòová	9	765	205	560	121	84	226	41	724	26	15
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	514896	Hrlica	1	61	22	41	13	9	63	16	47	13	3
Banskobystrickı kraj	603	Luèenec	607	Poltár	514900	Hrnèiarska Ves	1	658	172	486	53	119	629	73	585	50	23
Banskobystrickı kraj	603	Luèenec	607	Poltár	514900	Hrnèiarska Ves	2	106	25	85	14	11	110	44	66	26	18
Banskobystrickı kraj	603	Luèenec	607	Poltár	514918	Hrnèiarske Zaluany	1	721	195	526	79	116	701	83	638	57	26
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508659	Hrocho	1	964	201	763	77	124	940	163	801	108	55
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508659	Hrocho	2	229	61	168	14	47	218	26	203	15	11
Banskobystrickı kraj	602	Brezno	603	Brezno	508667	Hronec	1	952	290	685	132	158	975	160	815	110	50
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	580236	Hronsek	1	542	160	382	69	91	539	104	438	47	57
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518476	Hronská Breznica	1	221	70	169	43	27	239	61	178	46	15
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516821	Hronská Dúbrava	1	332	75	261	44	31	336	66	270	46	20
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516830	Hronskı Beòadik	1	822	143	679	70	73	822	102	720	61	41
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516830	Hronskı Beòadik	2	185	34	167	15	19	201	47	154	23	24
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516040	Hrušov	1	698	142	556	94	48	697	157	541	83	74
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514926	Hrušovo	1	112	37	75	19	18	106	25	87	19	6
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514926	Hrušovo	2	56	24	40	15	9	64	17	47	14	3
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514934	Hubovo	1	112	19	97	12	7	116	15	101	7	8
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525766	Hucín	1	629	50	579	32	18	604	29	600	10	19
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514942	Husiná	1	375	30	345	21	9	368	46	329	14	32
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514951	Chanava	1	543	57	497	41	16	554	60	494	2	58
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514969	Chrámec	1	302	46	256	23	23	281	24	278	11	13
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516058	Chrastince	1	200	21	179	14	7	191	11	189	0	11
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516066	Chrany	1	122	53	69	36	17	111	47	75	30	17
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	514977	Chvalová	1	130	50	80	22	28	119	42	88	21	21
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525774	Chyné	1	328	88	245	23	65	333	75	258	56	19
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516848	Ihráè	1	463	62	401	26	36	462	109	354	65	44
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	516856	Ilija	1	271	74	205	32	42	279	69	210	26	43
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516074	Ipe¾ské Predmostie	1	536	96	440	85	11	525	63	473	29	34
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514985	Ivanice	1	181	62	119	25	37	175	40	141	13	27
Banskobystrickı kraj	606	Zvolen	605	Krupina	518484	Jalšovík	1	164	54	110	26	28	160	54	110	24	30
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514993	Janice	1	138	51	87	44	7	124	15	123	8	7
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516872	Janova Lehota	1	776	301	475	164	137	774	273	503	232	41
Banskobystrickı kraj	602	Brezno	603	Brezno	508691	Jarabá	1	35	16	20	5	11	36	18	18	14	4
Banskobystrickı kraj	602	Brezno	603	Brezno	508705	Jasenie	1	956	196	760	78	118	919	104	852	60	44
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516881	Jastrabá	1	473	73	402	24	49	475	64	411	25	39
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525791	Jelšava	1	1131	215	916	99	116	1 130	60	1071	25	35
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525791	Jelšava	2	1153	285	869	50	235	1 154	111	1043	58	53
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511463	Jelšovec	1	226	67	165	57	10	232	35	197	10	25
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515001	Jesenské	1	872	112	760	59	53	867	39	833	18	21
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515001	Jesenské	2	915	126	789	35	91	889	59	856	18	41
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515019	Jestice	1	139	32	111	16	16	143	18	125	4	14
Banskobystrickı kraj	603	Luèenec	607	Poltár	511471	Kalinovo	1	948	239	714	135	104	953	165	788	136	29
Banskobystrickı kraj	603	Luèenec	607	Poltár	511471	Kalinovo	2	917	194	730	81	113	924	100	824	72	28
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511480	Kalonda	1	181	40	141	29	11	181	19	162	9	10
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515027	Kaloša	1	524	101	423	81	20	476	83	441	55	28
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525812	Kameòany	1	539	138	401	64	74	516	44	495	34	10
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516082	Kamenné Kosihy	1	293	71	222	39	32	288	66	227	11	55
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515035	Kesovce	1	160	38	122	35	3	131	17	143	0	17
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516091	Kiarov	1	264	67	199	56	11	266	65	201	26	39
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516902	K¾ak	1	191	65	129	31	34	194	36	158	25	11
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516104	Kleòany	1	248	45	205	41	4	250	28	222	15	13
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515043	Klenovec	1	801	231	613	75	156	844	125	719	81	44
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515043	Klenovec	2	800	198	642	78	120	840	103	737	72	31
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515043	Klenovec	3	870	231	639	111	120	864	124	746	96	28
Banskobystrickı kraj	606	Zvolen	604	Detva	518492	Klokoè	1	416	119	297	44	75	397	117	299	64	53
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515051	Kociha	1	165	34	137	15	19	171	25	146	14	11
Banskobystrickı kraj	603	Luèenec	607	Poltár	511498	Kokava nad Rimavicou	1	796	324	489	218	106	813	152	661	123	29
Banskobystrickı kraj	603	Luèenec	607	Poltár	511498	Kokava nad Rimavicou	2	801	298	531	148	150	829	154	675	105	49
Banskobystrickı kraj	603	Luèenec	607	Poltár	511498	Kokava nad Rimavicou	3	803	324	496	195	129	820	166	654	135	31
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516112	Koláre	1	243	35	208	17	18	237	92	151	7	85
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515060	Konrádovce	1	250	43	207	15	28	245	37	213	18	19
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516937	Kopernica	1	342	60	286	15	45	346	17	329	8	9
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508713	Kordíky	1	320	119	201	31	88	266	104	216	31	73
Banskobystrickı kraj	606	Zvolen	604	Detva	580520	Korytárky	1	789	184	614	89	95	798	149	649	78	71
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516121	Kosihovce	1	459	48	415	31	17	463	27	436	12	15
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516139	Kosihy nad Ip¾om	1	397	34	376	32	2	410	83	327	19	64
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516945	Kosorín	1	358	131	227	47	84	357	57	301	46	11
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511374	Kotmanová	1	265	64	218	26	38	282	54	228	42	12
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518506	Kováèová	1	1265	417	848	224	193	1 259	467	798	236	231
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516147	Kováèovce	1	311	58	259	38	20	317	67	250	14	53
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	516953	Kozelník	1	153	46	112	16	30	158	41	117	24	17
Banskobystrickı kraj	606	Zvolen	605	Krupina	518514	Kozí Vrbovok	1	132	38	94	15	23	132	39	93	20	19
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516961	Krahule	1	156	47	109	28	19	147	35	121	23	12
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515078	Krá¾	1	745	143	602	82	61	728	86	659	38	48
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508721	Králiky	1	526	148	378	63	85	488	141	385	69	72
Banskobystrickı kraj	606	Zvolen	605	Krupina	518531	Krá¾ovce - Krnišov	1	152	44	112	24	20	156	43	113	30	13
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515086	Kraskovo	1	114	40	76	11	29	116	26	90	15	11
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	1	838	225	627	68	157	852	158	694	57	101
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	2	859	174	704	63	111	878	126	752	70	56
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	3	833	169	664	70	99	793	137	696	76	61
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	4	938	269	715	87	182	984	170	814	91	79
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	5	996	259	768	85	174	1 027	194	833	94	100
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516988	Kremnické Bane	1	210	38	172	16	22	200	32	178	11	21
Banskobystrickı kraj	606	Zvolen	604	Detva	518549	Kriváò	1	778	218	560	108	110	775	165	613	78	87
Banskobystrickı kraj	606	Zvolen	604	Detva	518549	Kriváò	2	631	154	477	82	72	615	138	493	75	63
Banskobystrickı kraj	603	Luèenec	607	Poltár	511501	Krná	1	50	25	25	14	11	47	18	32	15	3
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515094	Krokava	1	24	11	16	4	7	27	20	7	16	4
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	1	1186	254	932	83	171	1 094	181	1005	82	99
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	2	1044	240	861	107	133	1 101	240	861	134	106
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	3	862	230	656	109	121	886	167	719	93	74
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	4	1241	329	968	121	208	1 297	249	1048	111	138
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	5	1097	283	814	79	204	1 020	139	958	72	67
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	6	900	231	693	77	154	924	171	753	73	98
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515108	Kruno	1	297	60	237	28	32	291	41	256	38	3
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516996	Kunešov	1	193	33	172	13	20	205	20	185	12	8
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515116	Kyjatice	1	57	16	44	9	7	60	24	36	20	4
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	557277	Kynce¾ová	1	316	113	207	40	73	320	96	224	40	56
Banskobystrickı kraj	606	Zvolen	605	Krupina	518565	Lackov	1	86	26	61	11	15	87	30	57	14	16
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	599328	Ladomerská Vieska	1	657	177	480	77	100	633	141	516	97	44
Banskobystrickı kraj	606	Zvolen	605	Krupina	518573	Ladzany	1	247	88	159	56	32	245	47	200	34	13
Banskobystrickı kraj	606	Zvolen	604	Detva	511510	Látky	1	57	8	55	4	4	63	8	55	5	3
Banskobystrickı kraj	606	Zvolen	604	Detva	511510	Látky	2	409	103	306	54	49	403	59	350	29	30
