namekraj	idobvod	nameobvod	idokres	nameokres	idobec	nameobec	idokrsek	vuc1_13_votersreg	vuc1_13_votersvalid	vuc1_13_nevolici	vuc1_13_other	vuc1_13_kotleba	vuc1_13_manka	vuc1_13_kanik	nr_13_votersreg	nr_13_votersvalid	nr_13_nevolici	nr_13_other	nr_13_kdh	nr_13_sns	nr_13_ol	nr_13_sas	nr_13_smer	nr_13_most	nr_13_sdku	nr_13_smk
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	558192	Malı Krtíš	1	426	73	353	23	17	16	17	418	224	202	27	14	16	10	13	113	6	25	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515183	Martinová	1	150	41	113	10	0	29	2	154	69	85	6	1	3	0	1	4	19	0	35
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511609	Mašková	1	257	65	195	7	18	34	6	260	132	128	17	2	13	4	4	82	1	9	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518646	Medovarce	1	176	56	126	22	11	22	1	182	100	82	16	0	9	6	3	64	2	0	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508764	Medzibrod	1	1121	386	735	92	97	163	34	1101	748	373	96	74	93	79	27	328	17	34	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518654	Michalková	1	35	13	32	1	3	6	3	45	35	10	5	3	0	3	0	22	1	1	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508772	Michalová	1	598	110	488	4	34	56	16	577	356	242	56	29	26	30	7	197	3	8	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	580309	Mikušovce	1	229	63	166	9	10	38	6	228	149	80	18	7	3	8	1	47	22	6	37
Banskobystrickı kraj	603	Luèenec	607	Poltár	511617	Mládzovo	1	93	55	45	7	5	34	9	100	77	23	11	8	3	6	1	46	0	2	0
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517071	Moèiar	1	134	40	97	18	5	13	4	137	79	58	4	8	5	8	1	52	1	0	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516210	Modrı Kameò	1	1282	217	1065	26	46	116	29	1218	685	597	65	41	72	44	27	378	26	30	2
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	580384	Mokrá Lúka	1	435	180	255	7	43	116	14	430	295	140	48	4	11	27	21	165	7	12	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508781	Môlèa	1	301	38	263	3	10	16	9	299	134	167	21	1	5	10	8	75	2	12	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508799	Moštenica	1	177	51	136	2	6	38	5	187	117	70	19	10	11	5	0	65	2	5	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508802	Motyèky	1	86	29	84	3	11	15	0	113	83	30	6	9	7	3	4	46	1	7	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511625	Muèín	1	562	77	485	16	11	32	18	534	190	372	25	6	5	13	2	68	49	4	18
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516228	Mu¾a	1	239	36	203	18	1	12	5	219	106	133	15	3	6	0	0	24	16	8	34
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525987	Muráò	1	959	170	789	16	58	77	19	936	508	451	92	45	15	42	12	265	13	24	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525995	Muránska Dlhá Lúka	1	646	223	423	34	92	73	24	634	381	265	61	14	16	16	7	227	3	37	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526002	Muránska Huta	1	93	22	72	11	1	10	0	94	70	24	13	3	7	4	3	40	0	0	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526002	Muránska Huta	2	71	14	97	5	2	3	4	111	75	36	17	9	4	4	5	23	3	10	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526011	Muránska Lehota	1	167	32	146	6	5	20	1	178	108	70	17	8	9	3	1	62	4	4	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526029	Muránska Zdychava	1	196	46	160	6	12	27	1	206	115	91	26	8	5	4	3	69	0	0	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511641	Mıtna	1	957	211	761	25	35	118	33	972	579	393	94	21	47	40	7	349	1	20	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508811	Mıto pod Ïumbierom	1	437	134	403	25	34	52	23	537	371	166	29	48	13	46	43	137	16	38	1
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526037	Nandra	1	176	87	96	24	20	42	1	183	127	56	58	1	4	0	1	61	2	0	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	557285	Nemce	1	987	240	747	36	76	96	32	972	608	379	75	41	26	67	39	295	10	54	1
Banskobystrickı kraj	602	Brezno	603	Brezno	508829	Nemecká	1	770	283	492	56	92	113	22	775	414	361	55	26	21	46	15	230	4	17	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508829	Nemecká	2	718	246	490	38	85	103	20	736	413	323	60	12	21	37	9	253	4	17	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516236	Nenince	1	1160	391	769	46	13	102	230	1126	706	454	35	19	5	11	5	97	163	14	357
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515205	Neporadza	1	176	87	90	9	6	72	0	177	108	69	3	1	1	2	0	2	12	2	85
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517089	Nevo¾né	1	342	81	261	8	7	54	12	342	251	91	25	69	15	10	12	111	0	9	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511668	Nitra nad Ip¾om	1	244	77	167	7	1	4	65	234	106	138	14	2	0	2	1	14	21	50	2
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557790	Ninı Skálnik	1	161	49	112	3	19	25	2	160	77	84	19	4	2	3	4	40	2	3	0
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	1	1210	249	961	38	38	131	42	1165	643	567	68	76	27	91	39	298	5	39	0
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	2	1520	352	1168	64	60	162	66	1488	877	643	124	123	57	117	46	364	15	31	0
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	3	1576	329	1247	78	55	132	64	1514	873	703	93	150	45	86	54	367	24	54	0
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	4	1043	234	809	31	30	134	39	1021	603	440	58	68	33	69	25	310	9	31	0
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	5	297	32	286	4	1	22	5	318	172	146	25	33	10	15	3	73	2	11	0
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	6	474	101	383	24	15	38	24	484	255	229	31	42	17	34	9	101	4	17	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515230	Nová Bašta	1	434	141	293	41	3	76	21	422	243	191	18	6	0	0	1	7	70	6	135
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516244	Nová Ves	1	318	91	227	8	12	68	3	305	198	120	27	3	14	10	3	135	2	4	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511676	Nové Hony	1	159	32	131	5	6	16	5	163	98	65	25	2	7	2	7	33	20	2	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516252	Obeckov	1	413	36	377	5	7	16	8	405	212	201	23	7	9	4	6	149	7	6	1
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518662	Oèová	1	976	200	776	15	34	124	27	940	578	398	98	12	33	48	19	325	11	32	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518662	Oèová	2	1015	238	800	19	43	161	15	1038	673	365	97	24	20	49	25	424	2	32	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518662	Oèová	3	154	59	104	3	14	42	0	163	104	59	14	1	2	8	0	77	1	1	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516261	Olováry	1	257	117	140	20	3	53	41	251	172	85	3	2	3	3	0	24	86	2	49
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516279	Opatovská Nová Ves	1	561	182	379	29	16	95	42	532	237	324	28	6	1	9	2	39	81	5	66
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516287	Opava	1	96	10	95	0	3	6	1	105	50	55	9	3	2	1	1	30	1	3	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508837	Oravce	1	145	25	120	4	5	16	0	138	98	47	7	3	6	1	7	71	1	2	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515248	Orávka	1	128	51	78	2	10	36	3	129	99	30	20	3	4	3	0	63	3	2	1
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	580546	Orovnica	1	473	89	384	21	25	37	6	455	269	204	37	10	10	30	9	163	3	7	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508845	Osrblie	1	319	88	245	8	28	47	5	333	228	105	34	10	13	10	6	144	4	6	1
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518671	Ostrá Lúka	1	247	65	192	2	4	54	5	257	168	89	27	7	10	5	20	95	1	3	0
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517119	Ostrı Grúò	1	433	107	343	9	19	67	12	450	297	153	25	14	15	22	29	184	1	7	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515256	Otroèok	1	229	60	169	7	5	20	28	226	111	118	7	2	1	2	1	10	56	1	31
Banskobystrickı kraj	603	Luèenec	607	Poltár	511684	Ozdín	1	149	57	102	8	7	35	7	159	110	49	17	10	3	10	3	61	1	5	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511684	Ozdín	2	159	27	132	4	4	19	0	144	63	96	15	1	2	0	1	44	0	0	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515264	Oïany	1	1303	260	1043	36	80	115	29	1276	607	696	103	22	16	26	32	250	98	24	36
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515272	Padarovce	1	141	40	101	6	1	16	17	139	82	59	4	1	1	1	1	24	36	2	12
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511692	Panické Dravce	1	593	95	508	16	10	34	35	603	306	297	32	6	2	21	12	75	118	15	25
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515281	Pavlovce	1	260	93	167	18	3	9	63	253	106	154	8	2	0	0	0	9	43	20	24
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515299	Petrovce	1	205	51	154	11	1	26	13	200	119	86	5	1	1	0	0	3	30	0	79
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511706	Píla	1	218	41	183	9	11	20	1	224	150	74	22	3	13	9	7	92	2	2	0
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517127	Píla	1	103	15	95	3	5	7	0	110	52	58	7	6	3	2	2	32	0	0	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511714	Pinciná	1	195	47	149	14	4	14	15	196	113	83	8	6	5	8	1	28	27	1	29
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517135	Pitelová	1	566	91	475	15	23	51	2	563	351	215	46	43	21	32	18	184	2	5	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511722	Pleš	1	176	38	138	10	5	19	4	175	94	82	12	1	1	3	3	24	33	1	16
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518689	Pliešovce	1	864	137	727	18	33	71	15	833	499	365	59	16	29	59	33	259	6	38	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518689	Pliešovce	2	806	126	689	20	15	81	10	815	484	331	48	7	29	48	28	305	5	14	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518689	Pliešovce	3	155	12	143	2	0	7	3	151	82	73	8	0	4	16	7	43	1	3	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515302	Ploské	1	63	9	64	1	2	5	1	73	43	30	9	1	2	1	5	25	0	0	0
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517160	Poèúvadlo	1	74	26	68	9	3	6	8	94	54	40	6	2	4	3	1	32	0	6	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	1	672	173	505	18	38	95	22	678	434	244	53	33	27	37	11	240	8	25	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	2	1189	209	980	22	40	116	31	1179	665	524	106	24	33	82	16	358	7	39	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	3	192	33	164	5	14	8	6	197	123	74	32	4	1	7	9	58	1	11	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	4	1258	192	1068	18	114	46	14	1260	624	636	118	22	25	50	18	365	5	21	0
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517143	Podhorie	1	295	103	199	19	23	30	31	302	214	88	21	44	13	7	9	108	3	9	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508861	Podkonice	1	746	149	597	18	56	50	25	738	506	240	67	99	40	47	22	190	9	32	0
Banskobystrickı kraj	606	Zvolen	604	Detva	511731	Podkriváò	1	354	83	281	15	11	50	7	364	206	158	18	20	12	13	3	136	0	4	0
Banskobystrickı kraj	606	Zvolen	604	Detva	511731	Podkriváò	2	124	25	108	5	10	8	2	133	63	70	5	3	3	0	0	52	0	0	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511749	Podreèany	1	482	72	410	13	22	34	3	474	261	221	38	20	22	15	7	148	2	8	1
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518697	Podzámèok	1	374	119	255	13	12	74	20	368	257	117	45	21	15	23	11	109	3	30	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508870	Pohorelá	1	901	157	744	16	86	49	6	895	536	365	60	20	36	25	11	365	2	17	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508870	Pohorelá	2	819	93	740	8	34	43	8	833	482	351	56	24	39	28	12	308	0	15	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508870	Pohorelá	3	178	43	147	5	17	17	4	190	121	69	17	7	10	12	4	67	1	3	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508888	Pohronská Polhora	1	648	86	562	13	33	30	10	642	346	302	64	31	25	13	12	197	1	3	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508888	Pohronská Polhora	2	711	108	603	11	44	40	13	703	405	306	47	23	46	44	14	219	0	12	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508896	Pohronskı Bukovec	1	86	36	51	7	4	25	0	87	57	30	8	3	5	2	1	36	1	1	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511757	Polichno	1	106	20	87	0	1	17	2	107	59	48	4	1	8	0	0	38	0	8	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515311	Polina	1	98	26	84	3	2	14	7	110	67	43	2	1	1	0	1	5	28	0	29
Banskobystrickı kraj	602	Brezno	603	Brezno	508900	Polomka	1	903	140	763	11	56	60	13	870	388	515	67	18	22	27	3	230	3	18	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508900	Polomka	2	701	110	607	7	29	55	19	717	426	291	60	25	10	27	18	263	4	19	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508900	Polomka	3	862	134	756	4	67	50	13	890	495	395	98	37	20	47	7	265	1	20	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	1	814	315	499	34	87	174	20	762	471	343	48	24	42	41	12	283	3	18	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	2	955	244	711	39	70	125	10	936	474	481	45	11	52	35	13	306	5	7	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	3	820	265	555	28	112	102	23	804	447	373	72	22	42	66	13	212	6	14	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	4	858	248	616	18	82	140	8	864	522	342	57	10	38	61	20	319	9	8	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	5	955	253	702	63	51	129	10	910	400	555	40	17	32	40	11	248	5	7	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	6	171	78	95	8	35	29	6	173	104	69	13	2	8	5	5	63	1	7	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	7	124	58	67	5	17	27	9	125	90	35	12	6	2	2	3	58	2	4	1
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508918	Poniky	1	773	155	628	14	53	63	25	783	454	329	91	12	37	31	42	208	10	23	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508918	Poniky	2	229	46	183	12	14	18	2	225	133	96	16	4	12	7	4	87	3	0	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508918	Poniky	3	279	67	214	9	33	13	12	281	165	116	28	24	11	19	8	58	7	10	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515337	Poproè	1	18	7	15	0	0	7	0	22	15	7	2	1	4	0	0	7	0	1	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515345	Potok	1	37	8	32	0	3	5	0	40	24	16	5	0	2	1	1	14	0	1	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516295	Pôtor	1	465	70	395	3	18	40	9	455	236	229	28	2	12	9	1	173	4	7	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516295	Pôtor	2	202	40	168	5	13	21	1	208	131	77	22	0	27	7	2	68	2	3	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508926	Povrazník	1	122	58	68	6	15	35	2	126	94	32	12	0	1	4	4	64	1	8	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511773	Praha	1	69	21	54	6	0	7	8	75	33	42	9	1	7	4	0	9	2	1	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516309	Pravica	1	85	5	85	1	2	1	1	90	39	51	13	1	5	0	0	20	0	0	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508934	Predajná	1	1112	189	923	15	50	103	21	1104	600	512	110	37	24	57	35	319	4	14	0
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517178	Prenèov	1	540	133	407	21	12	81	19	492	302	238	40	29	22	21	13	162	3	12	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517186	Prestavlky	1	539	217	322	38	42	131	6	535	364	175	44	25	17	28	11	230	1	8	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516317	Príbelce	1	472	92	380	15	15	51	11	458	260	212	15	4	30	7	7	158	5	33	1
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508942	Priechod	1	787	183	604	19	68	51	45	769	424	363	58	100	15	53	20	135	7	35	1
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526100	Prihradzany	1	70	27	50	8	6	9	4	77	56	21	9	2	2	2	2	37	1	1	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517194	Prochot	1	497	160	346	35	17	94	14	506	370	136	55	27	19	39	7	208	2	13	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511781	Prša	1	154	39	115	4	2	27	6	153	102	52	1	1	0	2	0	2	40	4	52
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515353	Radnovce	1	553	114	439	43	5	56	10	504	324	229	13	2	0	1	0	0	7	0	301
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511790	Radzovce	1	1351	374	981	43	16	245	70	1355	757	598	39	2	3	18	7	91	204	10	383
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526118	Rákoš	1	346	64	282	4	21	36	3	335	176	170	70	4	8	3	2	86	3	0	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557854	Rakytník	1	195	69	126	18	9	12	30	193	118	77	9	5	2	0	0	15	35	2	50
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511803	Rapovce	1	755	140	615	28	4	99	9	755	337	418	33	18	13	17	4	77	68	74	33
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515361	Rašice	1	107	37	78	2	2	29	4	115	78	37	7	1	2	0	0	4	4	0	60
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511811	Ratka	1	299	168	131	16	16	125	11	280	185	114	56	1	17	2	3	103	2	1	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515370	Ratková	1	416	96	320	8	17	37	34	407	222	194	99	5	7	7	0	95	5	4	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515388	Ratkovská Lehota	1	51	27	24	1	12	11	3	39	27	24	3	11	1	0	0	11	0	1	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515396	Ratkovská Suchá	1	42	16	34	3	5	5	3	50	29	21	9	1	0	1	0	12	1	5	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515400	Ratkovské Bystré	1	304	104	200	6	29	64	5	293	175	129	40	1	5	3	3	119	1	3	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508951	Ráztoka	1	244	76	176	3	4	58	11	252	182	70	27	6	2	12	4	123	0	8	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517216	Repište	1	258	88	180	25	17	41	5	268	184	84	10	11	14	19	7	119	0	4	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	1	1022	157	865	21	54	48	34	1013	502	520	108	19	27	17	25	265	12	28	1
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	2	891	194	698	14	47	114	19	892	483	409	68	28	31	19	22	276	17	21	1
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	3	1111	245	866	29	83	115	18	1088	583	528	102	35	37	18	28	319	11	33	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	4	911	186	725	19	51	94	22	898	462	449	73	14	25	36	29	241	24	20	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	5	1119	185	934	31	78	60	16	1109	592	527	90	13	28	26	31	357	21	26	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	6	901	165	736	13	60	82	10	881	469	432	79	19	18	15	16	298	9	14	1
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	7	1073	219	854	38	57	89	35	1017	420	653	70	16	25	27	22	219	9	32	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	8	1066	119	947	22	26	60	11	1044	343	723	61	14	18	8	4	217	13	8	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	9	945	251	694	25	81	110	35	917	537	408	72	30	21	22	50	271	25	43	3
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	10	482	118	364	12	53	37	16	473	272	210	66	45	12	5	6	130	3	5	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	11	883	142	741	13	56	65	8	870	456	427	71	10	27	20	13	285	18	11	1
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526151	Revúcka Lehota	1	278	137	141	10	51	58	18	267	204	74	38	4	16	14	11	85	14	22	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508969	Rieèka	1	603	182	421	34	43	79	26	588	415	188	61	76	25	24	26	178	3	22	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557765	Rieèka	1	189	52	137	12	4	23	13	189	86	103	5	1	0	0	3	10	33	1	33
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515426	Rimavská Baòa	1	405	102	303	8	42	44	8	391	216	189	25	11	19	12	13	131	3	2	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515442	Rimavská Seè	1	640	104	543	63	4	23	14	647	345	302	6	2	1	0	0	15	58	0	263
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515442	Rimavská Seè	2	681	153	528	56	25	54	18	669	432	249	6	0	0	5	2	15	105	3	296
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	1	1122	127	995	16	16	65	30	1011	310	812	19	15	10	10	11	124	64	15	42
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	2	448	104	344	11	23	52	18	444	234	214	15	5	3	6	11	69	53	21	51
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	3	553	102	451	9	18	53	22	517	262	291	15	11	2	11	21	102	46	15	39
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	4	653	141	512	9	33	68	31	636	383	270	26	18	23	18	24	74	79	24	97
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	5	217	80	149	9	36	29	6	229	120	109	11	6	14	5	6	75	0	3	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	6	678	154	537	11	37	83	23	691	371	320	28	7	18	7	19	141	77	28	46
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	7	997	144	853	6	45	70	23	992	466	531	58	10	14	25	14	216	80	14	35
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	8	1019	219	800	10	52	103	54	991	617	402	29	20	19	29	33	168	126	41	152
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	9	1057	145	912	18	37	55	35	1039	480	577	41	11	21	26	22	156	132	16	55
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	10	194	33	161	6	12	4	11	189	56	138	6	1	0	3	1	23	10	1	11
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	11	234	50	195	6	17	24	3	245	134	111	20	5	3	3	4	69	19	6	5
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	12	789	150	639	9	45	74	22	783	424	365	38	10	14	13	23	165	88	18	55
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	13	675	165	510	16	38	72	39	672	381	294	32	4	12	13	18	132	100	20	50
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	14	815	205	610	14	37	109	45	795	471	344	47	21	19	13	24	166	84	26	71
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	15	815	195	623	10	45	109	31	818	494	324	37	23	17	18	36	197	105	20	41
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	16	708	140	568	16	34	69	21	699	337	371	41	12	9	17	17	122	66	23	30
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	17	843	124	719	16	33	43	32	841	368	475	46	18	18	12	16	126	78	21	33
