namekraj	idobvod	nameobvod	idokres	nameokres	idobec	nameobec	idokrsek	vuc1_13_votersreg	vuc1_13_votersvalid	vuc1_13_nevolici	vuc1_13_other	vuc1_13_kotleba	vuc1_13_manka	vuc1_13_kanik	pr1_14_votersreg	pr1_14_votersvalid	pr1_14_nevolici	pr1_14_other	pr1_14_bardos	pr1_14_fico	pr1_14_kiska	pr1_14_knazko	pr1_14_prochazka
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516414	Sucháò	1	205	52	158	7	3	40	2	210	78	132	12	1	50	12	0	3
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516422	Suché Brezovo	1	76	12	64	3	0	8	1	72	35	41	1	0	19	4	3	8
Banskobystrickı kraj	603	Luèenec	607	Poltár	515591	Sušany	1	364	118	251	16	19	77	6	369	193	176	41	1	89	27	4	31
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515604	Sútor	1	317	109	213	65	1	41	2	322	305	17	287	1	14	1	1	1
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	516597	Svätı Anton	1	996	242	754	63	50	86	43	977	348	648	38	0	111	80	33	86
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511854	Šávo¾	1	429	115	314	38	8	56	13	429	154	275	16	92	20	20	5	1
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511862	Šiatorská Bukovinka	1	268	95	176	10	22	56	7	271	136	135	8	2	84	26	4	12
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511871	Šíd	1	884	176	708	66	24	61	25	880	218	666	17	144	28	18	1	10
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515621	Šimonovce	1	414	190	224	111	16	29	34	410	139	275	23	87	9	17	1	2
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516431	Širákov	1	185	20	166	1	1	9	9	186	59	127	6	17	4	18	11	3
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515639	Širkovce	1	667	126	541	54	18	35	19	649	134	533	39	70	4	11	6	4
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526304	Šivetice	1	250	124	129	29	5	84	6	253	105	148	17	1	50	29	3	5
Banskobystrickı kraj	603	Luèenec	607	Poltár	511889	Šoltıska	1	117	39	82	7	6	26	0	121	46	75	5	0	25	4	3	9
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509035	Špania Dolina	1	158	50	126	14	7	24	5	176	113	63	10	0	28	24	18	33
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515647	Španie Pole	1	60	19	47	3	4	11	1	66	26	40	7	0	8	5	0	6
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517283	Štiavnické Bane	1	680	154	553	27	14	72	41	707	277	430	29	1	102	57	28	60
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515655	Štrkovec	1	286	79	208	8	7	50	14	287	92	195	9	60	6	6	5	6
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516449	Šu¾a	1	58	15	53	1	2	11	1	68	36	32	3	0	19	9	4	1
Banskobystrickı kraj	602	Brezno	603	Brezno	509043	Šumiac	1	1041	210	838	8	97	87	18	1048	349	699	55	0	181	45	20	48
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511897	Šurice	1	424	121	303	17	8	72	24	418	130	294	5	95	9	18	2	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515663	Tachty	1	444	169	275	28	5	68	68	429	188	256	14	153	8	11	0	2
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509060	Tajov	1	495	131	364	22	31	53	25	492	294	201	33	0	64	71	55	71
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517291	Tekovská Breznica	1	1036	194	850	26	29	130	9	1044	457	587	44	1	212	88	36	76
Banskobystrickı kraj	602	Brezno	603	Brezno	509051	Telgárt	1	1108	109	1001	20	31	35	23	1110	304	806	22	1	116	67	20	78
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515671	Teplı Vrch	1	252	55	197	5	22	26	2	249	138	114	28	2	52	35	4	17
Banskobystrickı kraj	606	Zvolen	605	Krupina	518867	Terany	1	508	128	383	13	28	87	0	511	232	279	25	1	134	23	21	28
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	1	461	80	381	10	24	36	10	456	121	340	17	0	51	20	13	20
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	2	796	217	579	19	61	115	22	796	347	449	33	1	142	54	48	69
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	3	859	223	636	16	65	108	34	840	310	549	39	0	110	61	31	69
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	4	768	171	597	17	77	70	7	748	258	510	47	0	75	50	30	56
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	5	387	85	304	17	35	28	5	389	122	267	20	0	45	13	21	23
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511901	Toènica	1	272	97	179	24	24	44	5	276	132	144	19	0	51	23	20	19
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511919	Tomášovce	1	1173	476	697	43	92	302	39	1150	574	599	41	2	230	129	77	95
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515698	Tomášovce	1	146	33	119	6	6	16	5	152	47	105	6	31	2	7	1	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	1	329	81	249	10	14	51	6	330	74	256	13	23	20	11	3	4
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	2	591	137	454	33	9	55	40	576	151	440	10	72	21	32	1	15
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	3	609	130	479	19	8	69	34	585	151	458	15	81	20	18	5	12
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	4	476	118	358	28	11	46	33	469	153	323	11	80	10	18	18	16
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	5	738	140	598	22	22	59	37	703	219	519	22	98	30	34	19	16
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	6	739	155	584	27	17	83	28	726	188	551	20	81	29	40	6	12
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	7	953	155	798	22	44	61	28	929	231	722	23	74	22	56	21	35
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	8	1137	266	871	54	36	116	60	1102	310	827	27	121	41	69	14	38
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	9	599	119	480	7	14	75	23	567	156	443	16	54	27	35	8	16
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511927	Trebe¾ovce	1	399	90	309	4	13	60	13	373	128	271	4	16	61	21	16	10
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511927	Trebe¾ovce	2	104	29	76	4	2	18	5	105	37	68	3	2	10	9	3	10
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511927	Trebe¾ovce	3	242	67	175	13	12	38	4	236	113	129	6	1	72	14	8	12
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516457	Trebušovce	1	169	49	120	5	1	19	24	168	59	110	6	22	5	20	1	5
Banskobystrickı kraj	603	Luèenec	606	Luèenec	557340	Trenè	1	323	37	290	12	5	14	6	327	74	253	12	3	29	11	17	2
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517313	Trnavá Hora	1	960	150	810	16	43	76	15	960	374	586	32	1	126	103	35	77
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518875	Tànie	1	311	82	229	7	16	54	5	310	186	125	32	0	43	37	31	43
Banskobystrickı kraj	606	Zvolen	605	Krupina	518883	Trpín	1	100	35	67	3	14	15	3	102	56	46	14	0	21	12	4	5
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511943	Tuhár	1	316	90	228	13	33	40	4	318	120	198	9	0	56	22	13	20
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526321	Turèok	1	192	81	117	5	14	60	2	198	93	105	5	0	66	9	5	8
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	557269	Turecká	1	127	35	100	2	9	19	5	135	84	51	4	0	22	23	20	15
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518891	Turová	1	341	102	239	11	14	73	4	334	202	139	32	1	63	29	25	52
Banskobystrickı kraj	603	Luèenec	607	Poltár	511978	Uhorské	1	442	157	285	24	33	90	10	437	188	254	16	0	96	25	25	26
Banskobystrickı kraj	606	Zvolen	605	Krupina	518905	Uòatín	1	146	60	86	7	15	37	1	144	75	71	14	1	39	7	6	8
Banskobystrickı kraj	603	Luèenec	607	Poltár	580317	Utekáè	1	786	194	592	16	28	141	9	768	316	470	42	0	168	55	14	37
Banskobystrickı kraj	603	Luèenec	607	Poltár	580317	Utekáè	2	93	28	71	5	5	16	2	99	50	49	5	0	25	11	7	2
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515701	Uzovská Panica	1	476	128	348	82	14	25	7	463	101	375	18	38	11	26	3	5
Banskobystrickı kraj	602	Brezno	603	Brezno	509086	Valaská	1	1244	299	945	26	110	122	41	1217	537	707	44	0	218	135	59	81
Banskobystrickı kraj	602	Brezno	603	Brezno	509086	Valaská	2	1129	238	893	22	94	98	24	1131	454	677	47	0	204	96	37	70
Banskobystrickı kraj	602	Brezno	603	Brezno	509086	Valaská	3	447	110	345	10	43	47	10	455	196	259	16	1	60	65	26	28
Banskobystrickı kraj	602	Brezno	603	Brezno	509086	Valaská	4	276	53	232	5	14	29	5	285	98	187	5	1	36	28	13	15
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515795	Valice	1	206	55	152	33	3	15	4	207	60	147	7	42	4	4	3	0
Banskobystrickı kraj	602	Brezno	603	Brezno	509094	Va¾kovòa	1	242	37	211	20	5	10	2	248	88	160	10	1	61	7	4	5
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515710	Vèelince	1	640	126	514	37	12	55	22	635	140	500	18	70	10	32	2	8
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515728	Veèelkov	1	218	60	158	13	2	35	10	217	100	118	11	84	2	3	0	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516465	Ve¾ká Èalomija	1	538	132	406	15	8	53	56	515	238	300	8	148	18	39	16	9
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517330	Ve¾ká Lehota	1	952	135	817	25	28	77	5	951	377	575	54	0	162	54	21	86
Banskobystrickı kraj	606	Zvolen	611	Zvolen	581585	Ve¾ká Lúka	1	432	116	323	9	17	70	20	439	210	229	25	0	44	41	40	60
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511994	Ve¾ká nad Ip¾om	1	744	99	645	7	26	54	12	740	211	533	14	71	36	45	13	32
Banskobystrickı kraj	603	Luèenec	607	Poltár	512001	Ve¾ká Ves	1	377	87	290	10	34	32	11	376	165	212	19	0	83	30	10	23
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516473	Ve¾ká Ves nad Ip¾om	1	343	53	290	7	0	15	31	343	118	225	5	78	14	15	0	6
Banskobystrickı kraj	603	Luèenec	606	Luèenec	512010	Ve¾ké Dravce	1	537	226	311	31	13	158	24	519	211	326	30	106	25	28	3	19
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517348	Ve¾ké Pole	1	285	51	242	6	2	39	4	293	93	200	12	0	61	6	2	12
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	558214	Ve¾ké Straciny	1	140	28	115	6	2	16	4	143	63	80	7	1	28	11	7	9
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515736	Ve¾ké Teriakovce	1	583	133	450	14	50	60	9	581	208	375	32	0	87	27	25	37
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515736	Ve¾ké Teriakovce	2	165	37	129	2	19	16	0	166	54	112	4	1	27	11	4	7
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516490	Ve¾ké Zlievce	1	380	42	338	2	4	20	16	378	90	290	12	10	22	18	22	6
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515744	Ve¾kı Blh	1	808	102	706	15	12	50	25	783	213	595	39	91	25	35	8	15
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	1	675	144	531	22	19	74	29	658	280	395	25	7	109	75	33	31
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	2	1074	81	993	12	17	40	12	1048	319	755	38	6	81	69	72	53
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	3	1004	116	888	15	30	49	22	976	346	658	34	13	79	71	101	48
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	4	840	98	742	15	28	35	20	808	222	618	20	0	78	45	60	19
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	5	697	45	652	13	6	10	16	643	102	595	14	1	19	23	31	14
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	6	1025	94	931	5	28	34	27	961	268	757	28	7	67	59	70	37
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	7	658	117	541	16	14	62	25	639	294	364	10	9	90	80	54	51
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	8	932	158	774	15	38	81	24	895	343	589	33	11	136	52	72	39
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	9	458	93	365	15	9	46	23	428	185	273	12	5	66	41	38	23
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	10	978	72	906	13	9	33	17	936	174	804	16	2	54	38	38	26
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	11	1189	136	1053	27	27	67	15	1134	294	895	34	4	111	61	58	26
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	12	741	152	589	16	22	86	28	701	340	401	25	19	110	74	64	48
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516503	Ve¾kı Lom	1	152	26	126	1	1	18	6	143	59	93	5	0	40	8	3	3
Banskobystrickı kraj	603	Luèenec	606	Luèenec	557307	Vidiná	1	1551	377	1174	37	80	223	37	1523	717	834	64	6	256	136	112	143
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516511	Vieska	1	168	41	131	6	14	17	4	172	86	86	12	0	44	15	5	10
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515752	Vieska nad Blhom	1	124	46	84	22	1	18	5	130	35	95	3	30	2	0	0	0
Banskobystrickı kraj	606	Zvolen	604	Detva	518921	Víg¾aš	1	994	284	710	32	51	169	32	979	506	488	58	0	189	107	60	92
Banskobystrickı kraj	606	Zvolen	604	Detva	518921	Víg¾aš	2	370	95	276	9	9	74	3	371	155	216	12	0	96	26	3	18
Banskobystrickı kraj	606	Zvolen	604	Detva	518930	Víg¾ašská Huta - Kalinka	1	297	75	224	4	7	54	10	299	150	149	16	0	55	29	11	39
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516520	Vinica	1	683	133	550	17	1	61	54	677	297	386	8	220	13	40	6	10
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516520	Vinica	2	919	166	753	25	1	69	71	915	436	483	17	346	14	32	9	18
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515761	Višòové	1	48	10	39	2	2	2	4	49	20	29	0	3	5	10	2	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	557293	Vlkanová	1	1070	200	870	31	64	78	27	521	163	907	21	0	47	28	22	45
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515779	Vlkyòa	1	237	78	161	18	17	26	17	239	100	139	17	61	6	11	2	3
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517356	Voznica	1	522	108	414	7	18	70	13	519	218	304	20	0	112	36	17	33
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516538	Vrbovka	1	313	101	212	5	2	73	21	311	146	167	6	112	12	9	4	3
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517364	Vyhne	1	1029	257	838	63	35	129	30	1095	470	625	42	2	170	96	38	122
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517372	Vysoká	1	108	32	77	5	6	16	5	109	42	67	6	0	20	6	0	10
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557901	Vyšné Valice	1	212	48	175	16	2	24	6	223	75	148	2	56	2	11	1	3
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515809	Vyšnı Skálnik	1	132	38	94	5	19	13	1	132	60	72	7	0	21	6	14	12
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515817	Zádor	1	96	21	81	2	2	8	9	102	38	64	8	24	2	1	2	1
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516546	Záhorce	1	501	111	390	13	24	64	10	474	235	266	16	1	104	48	36	30
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516546	Záhorce	2	109	23	86	3	4	16	0	96	41	68	3	4	17	9	3	5
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557927	Zacharovce	1	332	94	238	7	16	55	16	329	124	208	28	6	62	12	5	11
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516554	Závada	1	403	38	365	3	9	23	3	388	149	254	8	1	57	44	15	24
Banskobystrickı kraj	602	Brezno	603	Brezno	509124	Závadka nad Hronom	1	962	168	794	32	58	72	6	956	322	640	26	1	130	76	20	69
Banskobystrickı kraj	602	Brezno	603	Brezno	509124	Závadka nad Hronom	2	927	151	776	18	69	47	17	907	278	649	28	2	110	53	17	68
Banskobystrickı kraj	606	Zvolen	605	Krupina	518956	Zemiansky Vrbovok	1	86	22	69	3	4	14	1	91	50	41	3	0	25	8	11	3
Banskobystrickı kraj	603	Luèenec	607	Poltár	582051	Zlatno	1	377	113	269	34	20	54	5	382	143	239	14	1	78	26	6	18
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516562	Zombor	1	97	10	95	3	1	5	1	105	27	78	6	0	18	1	0	2
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	1	923	158	771	9	33	89	27	929	287	642	27	2	80	53	58	67
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	2	944	286	658	33	36	149	68	905	465	479	31	1	95	109	107	122
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	3	776	286	490	34	31	146	75	723	403	373	17	1	104	89	117	75
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	4	930	317	632	26	29	230	32	949	504	445	47	2	155	101	104	95
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	5	1662	347	1315	34	46	217	50	1661	517	1145	37	1	130	108	117	124
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	6	328	63	265	9	15	34	5	314	127	201	15	0	33	27	29	23
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	7	555	187	368	8	20	133	26	535	290	265	20	1	85	67	52	65
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	8	623	189	434	25	23	118	23	591	308	315	23	1	83	75	62	64
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	9	1041	294	747	32	28	187	47	1041	491	550	38	1	121	121	95	115
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	10	835	253	582	20	26	181	26	828	379	456	42	0	107	80	55	95
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	11	1042	299	743	28	66	168	37	1011	525	517	40	0	78	131	126	150
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	12	719	219	500	17	21	145	36	711	393	326	26	0	83	92	92	100
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	13	1028	268	760	20	31	187	30	1001	474	554	19	1	140	95	82	137
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	14	967	263	704	27	36	163	37	939	407	560	26	0	123	87	62	109
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	15	897	175	722	20	32	103	20	897	352	545	35	1	102	75	58	81
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	16	636	144	492	9	17	102	16	616	280	356	36	1	77	58	42	66
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	17	737	227	510	19	35	140	33	705	333	404	34	1	113	59	51	75
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	18	831	286	545	18	18	233	17	818	407	424	19	1	153	104	61	69
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	19	1042	299	743	14	44	212	29	997	468	574	28	0	118	85	104	133
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	20	1184	388	796	16	22	306	44	1153	559	625	36	2	173	106	106	136
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	21	1241	310	931	32	36	200	42	1205	532	709	45	1	138	114	101	133
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	22	970	217	753	13	22	162	20	945	365	605	31	0	134	67	59	74
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	23	841	265	576	24	21	196	24	828	353	488	38	0	105	70	38	102
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	24	1046	246	800	16	40	170	20	1030	381	665	35	1	147	65	57	76
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	25	779	183	596	15	33	117	18	762	299	480	34	1	85	59	38	82
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	26	760	187	599	11	16	154	6	786	347	439	24	1	156	59	34	73
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	27	954	217	737	16	39	153	9	924	377	577	30	1	126	76	60	84
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	28	967	242	725	20	31	160	31	939	417	550	30	0	136	75	58	118
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	29	947	217	730	19	16	162	20	916	349	598	35	2	130	52	49	81
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	30	62	17	46	2	0	14	1	63	26	37	0	0	10	7	5	4
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	31	96	41	67	3	7	29	2	108	71	37	3	0	32	9	14	13
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	32	325	82	243	2	13	59	8	320	124	201	8	0	38	39	10	29
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	33	1246	284	962	26	58	169	31	1232	506	740	59	1	90	113	83	160
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	34	895	214	681	15	34	149	16	872	363	532	26	1	104	71	83	78
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	35	997	237	767	21	40	146	30	1004	445	559	25	1	97	89	87	146
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	36	1145	255	890	16	39	177	23	1106	402	743	39	1	94	77	78	113
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	37	1239	284	955	18	48	183	35	1202	524	715	52	1	116	114	121	120
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	38	1295	295	1000	36	43	177	39	1251	549	746	44	0	106	132	102	165
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	39	874	177	697	12	32	112	21	850	356	518	33	0	54	84	65	120
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	40	1151	261	890	30	50	136	45	1142	510	641	38	0	79	137	98	158
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518972	Zvolenská Slatina	1	1176	284	905	29	64	158	33	1189	538	651	64	0	160	87	77	150
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518972	Zvolenská Slatina	2	1114	299	815	27	80	155	37	1101	483	631	50	0	158	108	52	115
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517381	arnovica	1	1175	259	916	35	48	141	35	1168	406	769	33	1	142	117	35	78
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517381	arnovica	2	985	253	732	21	42	165	25	966	392	593	38	0	169	77	39	69
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517381	arnovica	3	846	204	642	18	39	135	12	809	341	505	33	0	110	82	28	88
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517381	arnovica	4	861	276	585	28	52	163	33	818	344	517	28	0	111	80	47	78
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517381	arnovica	5	868	250	618	29	35	163	23	839	359	509	39	0	161	58	32	69
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517381	arnovica	6	88	21	75	7	3	9	2	96	44	52	11	0	12	12	2	7
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517381	arnovica	7	141	80	74	8	9	60	3	154	67	87	4	1	44	10	2	6
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517381	arnovica	8	170	55	121	21	7	23	4	176	94	82	19	0	31	16	5	23
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518981	elezná Breznica	1	463	142	321	2	27	100	13	458	212	251	19	0	76	37	24	56
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516571	elovce	1	1106	143	963	20	21	54	48	1081	333	773	33	28	70	102	43	57
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515833	iar	1	116	51	65	4	5	35	7	116	61	55	3	42	6	5	2	3
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516589	iar nad Hronom	1	1127	206	921	27	68	82	29	1088	441	686	29	0	121	91	62	138
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516589	iar nad Hronom	2	1196	304	892	48	63	144	49	1187	581	615	39	1	172	141	72	156
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516589	iar nad Hronom	3	909	176	733	39	29	91	17	865	292	617	19	1	91	82	35	64
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516589	iar nad Hronom	4	2052	249	1803	52	43	126	28	2033	459	1593	22	0	144	113	63	117
